corpus_id,definition,class,present,present_1sg,imperfective,perfective,imperative,infinitive
589,he/she is taking off his/her gloves,rev-e,taliyehsul,tekaliyehsul,taliyehsul,tuliyehsul,thaliyehsul,tsuliyehsul
590,he/she is putting on his/her gloves,i-vka,taliyehsul,tekaliyehsul,taliyehsul,tuliyehsul,thaliyehsul,tsuliyehsul
591,he/she is taking off his/her socks,rev-gi,taliyo,tekaliyo,taliyo,tuliyo,thaliyo,tsuliyo
591,he/she is taking off his/her socks,rev-i,taliyok,tekaliyok,taliyok,tuliyok,thaliyok,tsuliyok
592,he/she is putting on his/her socks,hih-lh,taliyo,tekaliyo,taliyo,tuliyo,thaliyo,tsuliyo
592,he/she is putting on his/her socks,hih-lh[imp2],taliyo,tekaliyo,taliyo,tuliyo,thaliyok,tsuliyo
593,he/she is changing his/her socks,ih-vh[imperf2],taliyohs,tekaliyohs,taliyohs,tuliyohs,thaliyohs,tsuliyohsv
593,he/she is changing his/her socks,ih-vh[imperf2-inf2],taliyohs,tekaliyohs,taliyohs,tuliyohs,thaliyohs,tsuliyohs
594,he/she is aiming at him/her,cause,talhsohst,tetsiyalihsohst,talhsohst,tulhsohst,thiyalihsohst,tsulhsohst
594,he/she is aiming at him/her,cause[perf3],talhsohst,tetsiyalihsohst,talhsohst,tulhsohsth,thiyalihsohst,tsulhsohst
594,he/she is aiming at him/her,cause[pres2],talhsohstih,tetsiyalihsohstih,talhsohst,tulhsohst,thiyalihsohst,tsulhsohst
594,he/she is aiming at him/her,cause[pres2-perf3],talhsohstih,tetsiyalihsohstih,talhsohst,tulhsohsth,thiyalihsohst,tsulhsohst
596,they are having a trial,be-at,tanatahi'l,totsatahi'l,tanatahi'l,tunatahi'l,titsatahi'l,tsunatahi'l
596,they are having a trial,be-at-weak,tanatahi'lit,totsatahi'lit,tanatahi'lit,tunatahi'lit,titsatahi'lit,tsunatahi'lit
597,they are meeting,sk-s-hi-hihst,tanatlo,totsatlo,tanatlo,tunatlo,titsatlo,tsunatlo
597,they are meeting,sk-s-hst[imp3],tanatlo,totsatlo,tanatlo,tunatlo,titsatlo,tsunatlohi
597,they are meeting,sk-s-hst,tanatlo,totsatlo,tanatlo,tunatlo,titsatlohi,tsunatlohi
598,they are separating,ih-vh,tanakalen,tohstakalen,tanakalen,tunakalen,tihstakalen,tsunakalen
599,he/she is playing with him/her,cause,tanelht,tetsiyanelht,tanelht,tunelht,thiyanelht,tsunelht
599,he/she is playing with him/her,cause[perf3],tanelht,tetsiyanelht,tanelht,tunelhth,thiyanelht,tsunelht
599,he/she is playing with him/her,cause[pres2],tanelhtih,tetsiyanelhtih,tanelht,tunelht,thiyanelht,tsunelht
599,he/she is playing with him/her,cause[pres2-perf3],tanelhtih,tetsiyanelhtih,tanelht,tunelhth,thiyanelht,tsunelht
600,he/she is playing,hvsk-nh,tanelo,tekanelo,tanelo,tunelo,thanelo,tsunel
600,he/she is playing,hvsk-nh[inf2],tanelo,tekanelo,tanelo,tunelo,thanelo,tsunel
601,they’re having church services,become-ki,tanilawi,totsilawi,tanilawi,tunilawi,titsilawi,tsunilawi
601,they’re having church services,become-ki[inf4],tanilawi,totsilawi,tanilawi,tunilawi,titsilawi,tsunilaw
603,they are adjourning,sk-s-hi-hihst,taniyeli,totsiyeli,taniyeli,tuniyeli,titsiyeli,tsuniyeli
603,they are adjourning,sk-s-hst[imp3],taniyeli,totsiyeli,taniyeli,tuniyeli,titsiyeli,tsuniyelihi
603,they are adjourning,sk-s-hst,taniyeli,totsiyeli,taniyeli,tuniyeli,titsiyelihi,tsuniyelihi
604,he/she is shooting at him/her,hih-lh[imp2],tahstayo,tetsihstayo,tahstayo,tuhstayo,thihstayo,tsuhstayo
605,he/she is splitting it,sk-h,tahstlu,tetsihstlu,tahstlu,tuhstluy,thihstluy,tsuhstlu
605,he/she is splitting it,sk-h-yh,tahstlu,tetsihstlu,tahstlu,tuhstlu,thihstlu,tsuhstlu
605,he/she is splitting it,sk-h[imp2],tahstlu,tetsihstlu,tahstlu,tuhstluy,thihstluyha,tsuhstlu
606,he/she is sprinkling it,glottal-sk,tahstutli,tetsihstutli,tahstutli,tuhstutl,thihstutl,tsuhstutli
607,he/she is counting it,hih-lh,tahse,tekahse,tahse,tuhse,thahse,tsuhse
607,he/she is counting it,hih-lh[imp2],tahse,tekahse,tahse,tuhse,thahsek,tsuhse
608,he/she is cursing him/her,glottal-sk,tahskinati,tetsihskinati,tahskinati,tuhskinat,thihskinat,tsuhskinati
608,he/she is cursing him/her,long,tahskin,tetsihskin,tahskin,tuhskin,thihskin,tsuhskin
608,he/she is cursing him/her,long-no-a,tahskina,tetsihskina,tahskina,tuhskina,thihskina,tsuhskina
609,he/she is clapping his/her hands,ih-l,tahsihthvn,tekahsihthvn,tahsihthvn,tuhsihthvn,thahsihthvn,tsuhsihthvn
609,he/she is clapping his/her hands,ih-l[inf2],tahsihthvn,tekahsihthvn,tahsihthvn,tuhsihthvn,thahsihthvn,tsuhsihthvni
610,he/she is getting exhausted,sk-s-hi-hihst,tahsthaye,tekahsthaye,tahsthaye,tuhsthaye,thahsthaye,tsuhsthaye
610,he/she is getting exhausted,sk-s-hst[imp3],tahsthaye,tekahsthaye,tahsthaye,tuhsthaye,thahsthaye,tsuhsthayehi
610,he/she is getting exhausted,sk-s-hst,tahsthaye,tekahsthaye,tahsthaye,tuhsthaye,thahsthayehi,tsuhsthayehi
611,it’s barking,sk-s-a-hihst,tahsuwhi,tekahsuwhi,tahsuwhi,tuhsuwhi,thahsuwh,tsuhsuw
611,it’s barking,sk-s-hst[imp2],tahsuwhi,tekahsuwhi,tahsuwhi,tuhsuwhi,thahsuwh,tsuhsuwhi
611,it’s barking,sk-s-hst[imp4],tahsuwhi,tekahsuwhi,tahsuwhi,tuhsuwhi,thahsuwh,tsuhsuwhi
611,it’s barking,sk-s-hst,tahsuwhi,tekahsuwhi,tahsuwhi,tuhsuwhi,thahsuwha,tsuhsuwhi
612,he/she is scheduling a time,cause,tahsvhst,tetsihsvhst,tahsvhst,tuhsvhst,thihsvhst,tsuhsvhst
612,he/she is scheduling a time,cause[perf3],tahsvhst,tetsihsvhst,tahsvhst,tuhsvhsth,thihsvhst,tsuhsvhst
612,he/she is scheduling a time,cause[pres2],tahsvhstih,tetsihsvhstih,tahsvhst,tuhsvhst,thihsvhst,tsuhsvhst
612,he/she is scheduling a time,cause[pres2-perf3],tahsvhstih,tetsihsvhstih,tahsvhst,tuhsvhsth,thihsvhst,tsuhsvhst
613,he/she is ironing,sk-s-hst[imp2],tathe,tetsithe,tathe,tuthe,thithvl,tsuthe
613,he/she is ironing,sk-s-hst[imp4],tathe,tetsithe,tathe,tuthe,thithvl,tsuthe
613,he/she is ironing,sk-s-la,tathe,tetsithe,tathe,tuthe,thithv,tsuthe
613,he/she is ironing,sk-s-hst,tathe,tetsithe,tathe,tuthe,thithvla,tsuthe
618,he/she is releasing him/her,sk-s-hi-hihst,tayo,tetsiyo,tayo,tuyo,thiyo,tsuyo
618,he/she is releasing him/her,sk-s-hst[imp3],tayo,tetsiyo,tayo,tuyo,thiyo,tsuyohi
618,he/she is releasing him/her,sk-s-hst,tayo,tetsiyo,tayo,tuyo,thiyohi,tsuyohi
620,he/she is slamming him/her,cause,tekalvtvnihst,tetsilvtvnihst,tekalvtvnihst,tulvtvnihst,thilvtvnihst,tsulvtvnihst
620,he/she is slamming him/her,cause[perf3],tekalvtvnihst,tetsilvtvnihst,tekalvtvnihst,tulvtvnihsth,thilvtvnihst,tsulvtvnihst
620,he/she is slamming him/her,cause[pres2],tekalvtvnihstih,tetsilvtvnihstih,tekalvtvnihst,tulvtvnihst,thilvtvnihst,tsulvtvnihst
620,he/she is slamming him/her,cause[pres2-perf3],tekalvtvnihstih,tetsilvtvnihstih,tekalvtvnihst,tulvtvnihsth,thilvtvnihst,tsulvtvnihst
621,he/she is crossing,sk-s-hi-hihst,tekanatiw,tetsinatiw,tekanatiw,tunatiw,thinatiw,tsunatiw
621,he/she is crossing,sk-s-hst[imp3],tekanatiw,tetsinatiw,tekanatiw,tunatiw,thinatiw,tsunatiwhi
621,he/she is crossing,sk-s-hst,tekanatiw,tetsinatiw,tekanatiw,tunatiw,thinatiwhi,tsunatiwhi
622,he/she is advertising it,hvsk-han,tekanotsal,tetsinotsal,tekanotsal,tunotsal,thinotsal,tsunotsal
623,he/she is crossing it,become-ki,tekahsoh,tetsihsoh,tekahsoh,tuwahsoh,thihsoh,tsuwahsohi
623,he/she is crossing it,become-ki[inf4],tekahsoh,tetsihsoh,tekahsoh,tuwahsoh,thihsoh,tsuwahsoh
625,he/she is explaining it,cause[perf2],tekohsihs,tekohsihs,tekohsihs,tuwohsihs,thohsihs,tsuwohsihs
625,he/she is explaining it,cause[pres2-perf2],tekohsihsih,tekohsihsih,tekohsihs,tuwohsihs,thohsihs,tsuwohsihs
626,he/she is deciding,cause,tekukht,tekukot,tekukht,tuwukht,thukht,tsuwukht
626,he/she is deciding,cause[perf3],tekukht,tekukot,tekukht,tuwukhth,thukht,tsuwukht
626,he/she is deciding,cause[pres2],tekukhtih,tekukotih,tekukht,tuwukht,thukht,tsuwukht
626,he/she is deciding,cause[pres2-perf3],tekukhtih,tekukotih,tekukht,tuwukhth,thukht,tsuwukht
627,he/she is washing,e-a,tekvtiy,tekvtiy,tekvtiy,tuwatiy,thvtiy,tsuwatiy
628,he/she is shelling,rev-i,tekvthoh,tekvthoh,tekvthoh,tuwvthoh,thvthoh,tsuwvthoh
630,he/she is turning him/her over,go-in,tekhalihkwat,tetsilihkwat,tekhalihkwat,tulhihkwat,thilihkwat,tsulhihkwat
631,he/she is singing,rev-gi,tekhano,tetsino,tekhano,tunho,thinho,tsunho
631,he/she is singing,rev-i,tekhanok,tetsinok,tekhanok,tunhok,thinhok,tsunhok
632,he/she is clawing him/her,sk-s-hst[imp2],tekhanuko,tetsinuko,tekhanuko,tunhuko,thinukol,tsunhuko
632,he/she is clawing him/her,sk-s-hst[imp4],tekhanuko,tetsinuko,tekhanuko,tunhuko,thinukol,tsunhuko
632,he/she is clawing him/her,sk-s-la,tekhanuko,tetsinuko,tekhanuko,tunhuko,thinuko,tsunhuko
632,he/she is clawing him/her,sk-s-hst,tekhanuko,tetsinuko,tekhanuko,tunhuko,thinukola,tsunhuko
633,to come out of the nose,go[pres2],tekhayvhsko'ih,,,,,
633,to come out of the nose,cause,tekhayvhsko',,,,,
633,to come out of the nose,cause[pres2],tekhayvhsko'ih,,,,,
633,to come out of the nose,ih-l,tekhayvhsko',,,,,
633,to come out of the nose,ih-vh,tekhayvhsko',,,,,
633,to come out of the nose,vnh-ih-a,tekhayvhsko',,,,,
633,to come out of the nose,aspectless-h,tekhayvhsko'i,,,,,
633,to come out of the nose,aspectless,tekhayvhsko'ih,,,,,
634,he/she is washing,glottal-sk,tekhkilo,tekvkilo,tekhkilo,tuhkilo',thvhkilots,tsuhkilo
634,he/she is washing,o,tekhkil,tekvkil,tekhkil,tuhkil,thvhkil,tsuhkil
722,he/she is confronted with it,sk-s-hi-hihst,tutlo,takwatlo,tutlo,tutlo,titsatlo,tsutlo
722,he/she is confronted with it,sk-s-hst[imp3],tutlo,takwatlo,tutlo,tutlo,titsatlo,tsutlohi
722,he/she is confronted with it,sk-s-hst,tutlo,takwatlo,tutlo,tutlo,titsatlohi,tsutlohi
724,he/she is staggering,cause,tutokht,takwatokht,tutokht,tutokht,titsatokht,tsutokht
724,he/she is staggering,cause[perf3],tutokht,takwatokht,tutokht,tutokhth,titsatokht,tsutokht
724,he/she is staggering,cause[pres2],tutokhtih,takwatokhtih,tutokht,tutokht,titsatokht,tsutokht
724,he/she is staggering,cause[pres2-perf3],tutokhtih,takwatokhtih,tutokht,tutokhth,titsatokht,tsutokht
725,he/she is getting a rash,sk-s-hi-hihst,tukwenothi,takikwenothi,tukwenothi,tukwenothi,titsakwenothi,tsukwenot
725,he/she is getting a rash,sk-s-hst[imp3],tukwenothi,takikwenothi,tukwenothi,tukwenothi,titsakwenothi,tsukwenothi
725,he/she is getting a rash,sk-s-hst,tukwenothi,takikwenothi,tukwenothi,tukwenothi,titsakwenothihi,tsukwenothi
726,he/she has horns,aspectless,tulhk,takilhk,tulhk,tulhk,tetsalhk,
727,he/she is sneezing,sk-h,tuyhvhstoy,takhiyvhstoy,tuyhvhstoy,tuyhvhstoy,titshayvhstoy,tsuyhvhstoy
727,he/she is sneezing,sk-h-yh,tuyhvhstoy,takhiyvhstoy,tuyhvhstoy,tuyhvhsto,titshayvhsto,tsuyhvhstoy
727,he/she is sneezing,sk-h[imp2],tuyhvhstoy,takhiyvhstoy,tuyhvhstoy,tuyhvhstoy,titshayvhstoyha,tsuyhvhstoy
728,he/she is vomiting,cause,tukhst,takikhst,tukhst,tukhst,titsakhst,tsukhst
728,he/she is vomiting,cause[perf3],tukhst,takikhst,tukhst,tukhsth,titsakhst,tsukhst
728,he/she is vomiting,cause[pres2],tukhstih,takikhstih,tukhst,tukhst,titsakhst,tsukhst
728,he/she is vomiting,cause[pres2-perf3],tukhstih,takikhstih,tukhst,tukhsth,titsakhst,tsukhst
729,he/she is wearing glasses,aspectless-h,tukhthinvt,takwakhthinvt,tukhthinvt,tukhthinvt,tetsakhthinvt,tsukhthinvt
729,he/she is wearing glasses,aspectless,tukhthinvth,takwakhthinvth,tukhthinvth,tukhthinvth,tetsakhthinvth,tsukhthinvt
730,he/she is wearing shoes,aspectless-h,tulahsul,takwalahsul,tulahsul,tulahsul,tetsalahsul,
730,he/she is wearing shoes,aspectless,tulahsulh,takwalahsulh,tulahsulh,tulahsulh,tetsalahsulh,
733,he/she is wearing socks,aspectless-h,tuliyo,takwaliyo,tuliyo,tuliyo,tetsaliyo,
733,he/she is wearing socks,aspectless,tuliyoh,takwaliyoh,tuliyoh,tuliyoh,tetsaliyoh,
735,he/she is working,apl,tulvwhihstan,takilvwhihstan,tulvwhihstan,tulvwhihstan,titsalvwhihsta,tsulvwhihstan
735,he/she is working,apl[imp2],tulvwhihstan,takilvwhihstan,tulvwhihstan,tulvwhihstan,titsalvwhihsta,tsulvwhihstan
738,he/she is releasing it,cause,tuhskalehst,takwahskalehst,tuhskalehst,tuhskalehst,titsahskalehst,tsuhskalehst
738,he/she is releasing it,cause[perf3],tuhskalehst,takwahskalehst,tuhskalehst,tuhskalehsth,titsahskalehst,tsuhskalehst
738,he/she is releasing it,cause[pres2],tuhskalehstih,takwahskalehstih,tuhskalehst,tuhskalehst,titsahskalehst,tsuhskalehst
738,he/she is releasing it,cause[pres2-perf3],tuhskalehstih,takwahskalehstih,tuhskalehst,tuhskalehsth,titsahskalehst,tsuhskalehst
739,he/she is tired,become-ki,tuyawe,takiyawe,tuyawe,tuyawe,titsayawe,tsuyawe
740,he/she is releasing it,sk-s-hi-hihst,tuyo,takiyo,tuyo,tuyo,titsayo,tsuyo
740,he/she is releasing it,sk-s-hst[imp3],tuyo,takiyo,tuyo,tuyo,titsayo,tsuyohi
740,he/she is releasing it,sk-s-hst,tuyo,takiyo,tuyo,tuyo,titsayohi,tsuyohi
742,he/she is walking around,be-at-weak,et,ket,et,uwet,het,uwet
746,he/she lives,aspectless-h,e,ke,e,,he,
746,he/she lives,aspectless,eh,ke',eh,,heh,
752,he/she thinks so,glottal-sk,eli,keli,eli,uwelihs,hel,uweli
752,he/she thinks so,glottal-sk[perf2],eli,keli,eli,uweli,hel,uweli
757,he/she is straightening it,cause[perf2],katshinohs,tsitshinohs,katshinohs,uwatshinohs,hitshinohs,uwatshinohs
757,he/she is straightening it,cause[pres2-perf2],katshinohsih,tsitshinohsih,katshinohs,uwatshinohs,hitshinohs,uwatshinohs
759,it is hanging,aspectless,kata',kata',kata',,hata',
764,he/she is plowing it,i-vka,kataluk,tsitaluk,kataluk,uwataluk,hitaluk,uwataluk
766,he/she is removing it from a hanging position,rev-e,kat,kat,kat,ut,hat,ut
767,he/she is turning it,cause,kateyhst,tsiteyahst,kateyhst,uwateyhst,hiteyhst,uwateyhst
767,he/she is turning it,cause[perf3],kateyhst,tsiteyahst,kateyhst,uwateyhsth,hiteyhst,uwateyhst
767,he/she is turning it,cause[pres2],kateyhstih,tsiteyahstih,kateyhst,uwateyhst,hiteyhst,uwateyhst
767,he/she is turning it,cause[pres2-perf3],kateyhstih,tsiteyahstih,kateyhst,uwateyhsth,hiteyhst,uwateyhst
769,he/she is spinning it,cause,katikwalvteyhst,tsitikwalvteyhst,katikwalvteyhst,uwatikwalvteyhst,hitikwalvteyhst,uwatikwalvteyhst
769,he/she is spinning it,cause[perf3],katikwalvteyhst,tsitikwalvteyhst,katikwalvteyhst,uwatikwalvteyhsth,hitikwalvteyhst,uwatikwalvteyhst
769,he/she is spinning it,cause[pres2],katikwalvteyhstih,tsitikwalvteyhstih,katikwalvteyhst,uwatikwalvteyhst,hitikwalvteyhst,uwatikwalvteyhst
769,he/she is spinning it,cause[pres2-perf3],katikwalvteyhstih,tsitikwalvteyhstih,katikwalvteyhst,uwatikwalvteyhsth,hitikwalvteyhst,uwatikwalvteyhst
770,he/she is strapping it,hih-lh,katlo,tsitlo,katlo,uwatlo,hitlo,uwatlo
770,he/she is strapping it,hih-lh[imp2],katlo,tsitlo,katlo,uwatlo,hitlok,uwatlo
772,he/she is standing,aspectless,katok,tsitok,katok,,hitok,
775,he/she is pitying him/her,become-ki,katoli,tsiyatoli,katoli,uwatoli,hiyatoli,uwatoli
775,he/she is pitying him/her,become-ki[inf4],katoli,tsiyatoli,katoli,uwatoli,hiyatoli,uwatol
776,he/she is dropping him/her,cause,katonht,tsiyatonht,katonht,utonht,hiyatonht,utonht
776,he/she is dropping him/her,cause[perf3],katonht,tsiyatonht,katonht,utonhth,hiyatonht,utonht
776,he/she is dropping him/her,cause[pres2],katonhtih,tsiyatonhtih,katonht,utonht,hiyatonht,utonht
776,he/she is dropping him/her,cause[pres2-perf3],katonhtih,tsiyatonhtih,katonht,utonhth,hiyatonht,utonht
777,it is falling from a hanging position,sk-s-hi-hihst,kato,kato,kato,uto,hato,uto
777,it is falling from a hanging position,sk-s-hst[imp3],kato,kato,kato,uto,hato,utohi
777,it is falling from a hanging position,sk-s-hst,kato,kato,kato,uto,hatohi,utohi
784,he/she is baking it,hvsk-nh,katu,tsitu,katu,uwatu,hitu,uwat
784,he/she is baking it,hvsk-nh[inf2],katu,tsitu,katu,uwatu,hitu,uwat
788,he/she is hanging up it,vsk,katv',tsiyatv',katv',ut,hatv',ut
788,he/she is hanging up it,vsk[imp2],katv',tsiyatv',katv',ut,hat,ut
788,he/she is hanging up it,vsk-long,kat,tsiyat,kat,ut,hatv',ut
788,he/she is hanging up it,vsk-long[imp2],kat,tsiyat,kat,ut,hat,ut
788,he/she is hanging up it,vsk-post-v,katv,tsiyatv,katv,utv,hatv,utv
791,he/she is rowing,sk-s-hst[imp3],kakawe,tsikawe,kakawe,uwakawe,hikawe,uwakawe
791,he/she is rowing,sk-s-hst,kakawe,tsikawe,kakawe,uwakawe,hikawehi,uwakawe
796,he/she is pecking it,hih-lh[imp2],kakwayo,tsiyakwayo,kakwayo,uwakwayo,hiyakwayo,uwakwayo
798,he/she is putting it into a container,cause,kalht,tsilot,kalht,ulht,hilht,ulht
798,he/she is putting it into a container,cause[perf3],kalht,tsilot,kalht,ulhth,hilht,ulht
798,he/she is putting it into a container,cause[pres2],kalhtih,tsilotih,kalht,ulht,hilht,ulht
798,he/she is putting it into a container,cause[pres2-perf3],kalhtih,tsilotih,kalht,ulhth,hilht,ulht
803,he/she is sleeping,ih-vh[imperf2],kalh,tsi'l,kalh,,hilhvn,ulhvn
804,he/she is gathering it,cause[perf2],kalhihs,tsilhihs,kalhihs,uwalhihs,hilhihs,uwalhihs
804,he/she is gathering it,cause[pres2-perf2],kalhihsih,tsilhihsih,kalhihs,uwalhihs,hilhihs,uwalhihs
809,he/she is piling it up,husk,kal,tsil,kal,uwal,hil,uwal
811,he/she is putting it in a hole or a container,hvsk-han,kal,tsil,kal,ul,hil,ul
812,he/she is sleepy,vnh-vsk,kalh,tsi'l,kalh,ulh,hilh,ulhvn
812,he/she is sleepy,vnh-vsk[inf3],kalh,tsi'l,kalh,ulh,hilh,ulh
813,he/she is taking it somewhere by hand,go,kanh,tsi'n,kanh,unh,hinh,unh
813,he/she is taking it somewhere by hand,go[pres2],kanhek,tsi'nek,kanh,unh,hinh,unh
815,he/she is handling it,be-at,kanh,tsi'n,kanh,unh,hinh,unh
815,he/she is handling it,be-at-weak,kanhit,tsi'nit,kanhit,unhit,hinhit,unhit
818,he/she is eating it,glottal-sk,kayhe,tsiyaye,kayhe,uwayha',hiyayak,uwayhe
818,he/she is eating it,e-aka,kayh,tsiyay,kayh,uwayh,hiyay,uwayh
820,he/she is ripping it,ih-vh,katsakal,tsitsakal,katsakal,uwatsakal,hitsakal,uwatsakal
821,he/she is scratching him/her,sk-s-hst[imp2],katsaliko,tsiyatsaliko,katsaliko,uwatsaliko,hiyatsalikol,uwatsaliko
821,he/she is scratching him/her,sk-s-hst[imp4],katsaliko,tsiyatsaliko,katsaliko,uwatsaliko,hiyatsalikol,uwatsaliko
821,he/she is scratching him/her,sk-s-la,katsaliko,tsiyatsaliko,katsaliko,uwatsaliko,hiyatsaliko,uwatsaliko
821,he/she is scratching him/her,sk-s-hst,katsaliko,tsiyatsaliko,katsaliko,uwatsaliko,hiyatsalikola,uwatsaliko
823,he/she is pricking him/her,hih-lh[imp2],katsayo,tsiyatsayo,katsayo,uwatsayo,hiyatsayo,uwatsayo
824,he/she is wringing it out,cause,katsvwahst,tsitsvwahst,katsvwahst,uwatsvwahst,hitsvwahst,uwatsvwahst
824,he/she is wringing it out,cause[perf3],katsvwahst,tsitsvwahst,katsvwahst,uwatsvwahsth,hitsvwahst,uwatsvwahst
824,he/she is wringing it out,cause[pres2],katsvwahstih,tsitsvwahstih,katsvwahst,uwatsvwahst,hitsvwahst,uwatsvwahst
824,he/she is wringing it out,cause[pres2-perf3],katsvwahstih,tsitsvwahstih,katsvwahst,uwatsvwahsth,hitsvwahst,uwatsvwahst
825,he/she is stinging it,sk-h,katsvy,tsiyatsvy,katsvy,uwatsvy,hiyatsvy,uwatsvy
825,he/she is stinging it,sk-h-yh,katsvy,tsiyatsvy,katsvy,uwatsv,hiyatsv,uwatsvy
825,he/she is stinging it,sk-h[imp2],katsvy,tsiyatsvy,katsvy,uwatsvy,hiyatsvyha,uwatsvy
826,he/she is leaving a living thing behind,glottal-sk,kakhahiya,tsiyakhahiya,kakhahiya,uwakhahiy,hiyakhahiy,uwakhahiya
826,he/she is leaving a living thing behind,leaving,kakhah,tsiyakhah,kakhah,uwakhah,hiyakhah,uwakhah
827,he/she is giving him/her a living thing,apl,kakhan,tsiyakhan,kakhan,uwakhan,hiyakha,uwakhan
827,he/she is giving him/her a living thing,apl[imp2],kakhan,tsiyakhan,kakhan,uwakhan,hiyakha,uwakhan
829,he/she is wrapping him/her,vnh-vsk,kakwhen,tsiyakwhen,kakwhen,uwakwhen,hiyakwhen,uwakwhenv
829,he/she is wrapping him/her,vnh-vsk[inf2],kakwhen,tsiyakwhen,kakwhen,uwakwhen,hiyakwhen,uwakwhen
830,he/she is putting it in a container,glottal-sk,kalati,tsilati,kalati,ulat,hilat,ulati
830,he/she is putting it in a container,long,kal,tsil,kal,ul,hil,ul
830,he/she is putting it in a container,long-no-a,kala,tsila,kala,ula,hila,ula
833,he/she is taking it out of a container,rev-e,kal,tsil,kal,ul,hil,ul
834,he/she is climbing it,go,ka'l,tsi'l,ka'l,ul,hi'l,ul
834,he/she is climbing it,go[pres2],ka'lek,tsi'lek,ka'l,ul,hi'l,ul
837,he/she is burning,sk-s-hi-hihst,kaleyv,tsileyv,kaleyv,uleyv,hileyv,uleyv
837,he/she is burning,sk-s-hst[imp3],kaleyv,tsileyv,kaleyv,uleyv,hileyv,uleyvhi
837,he/she is burning,sk-s-hst,kaleyv,tsileyv,kaleyv,uleyv,hileyvhi,uleyvhi
838,it is falling from an upright position,sk-s-hi-hihst,kaleyv,tsileyv,kaleyv,uleyv,hileyv,uleyv
838,it is falling from an upright position,sk-s-hst[imp3],kaleyv,tsileyv,kaleyv,uleyv,hileyv,uleyvhi
838,it is falling from an upright position,sk-s-hst,kaleyv,tsileyv,kaleyv,uleyv,hileyvhi,uleyvhi
839,he/she is climbing around,be-at,ka'l,tsi'l,ka'l,ul,hi'l,ul
839,he/she is climbing around,be-at-weak,ka'lit,tsi'lit,ka'lit,ulit,hi'lit,ulit
840,it is burning,become-ki,kali,,kali,uli,,
840,it is burning,aspectless,kalik,,kalik,ulits,,
841,he/she is taking it out of a container,ih-vh,kal,,kal,ul,hil,ul
842,it is dying,become-ki,kaliwho,tsiliwo,kaliwho,uliwho,hiliwho,uliwho
844,he/she is spanking him/her,hih-hil,kali'vn,tsili'vn,kal'vn,uli'vn,hili'vn,uli'vn
845,he/she is hoeing it,i-vka,kalok,tsilok,kalok,ulok,hilok,ulok
848,he/she is stopping by,cause,kalohihst,tsilo'ihst,kalohihst,ulohihst,hilohihst,ulohihst
848,he/she is stopping by,cause[perf3],kalohihst,tsilo'ihst,kalohihst,ulohihsth,hilohihst,ulohihst
848,he/she is stopping by,cause[pres2],kalohihstih,tsilo'ihstih,kalohihst,ulohihst,hilohihst,ulohihst
848,he/she is stopping by,cause[pres2-perf3],kalohihstih,tsilo'ihstih,kalohihst,ulohihsth,hilohihst,ulohihst
850,he/she is overtaking him/her,apl,kalohihs,tsilo'ihs,kalohihs,ulohihs,hilo'i,ulohihs
850,he/she is overtaking him/her,apl[imp2],kalohihs,tsilo'ihs,kalohihs,ulohihs,hilo'i,ulohihs
850,he/she is overtaking him/her,apl[imp3],kalohihs,tsilo'ihs,kalohihs,ulohihs,hilo',ulohihs
852,he/she is bluffing him/her,cause,kalonahst,tsilonahst,kalonahst,ulonahst,hilonahst,ulonahst
852,he/she is bluffing him/her,cause[perf3],kalonahst,tsilonahst,kalonahst,ulonahsth,hilonahst,ulonahst
852,he/she is bluffing him/her,cause[pres2],kalonahstih,tsilonahstih,kalonahst,ulonahst,hilonahst,ulonahst
852,he/she is bluffing him/her,cause[pres2-perf3],kalonahstih,tsilonahstih,kalonahst,ulonahsth,hilonahst,ulonahst
853,he/she is oiling it,e-a,kalon,tsilon,kalon,ulon,hilon,ulon
854,he/she is making him/her fall from an elevated position,cause,kalonht,tsilonht,kalonht,ulonht,hilonht,ulonht
854,he/she is making him/her fall from an elevated position,cause[perf3],kalonht,tsilonht,kalonht,ulonhth,hilonht,ulonht
854,he/she is making him/her fall from an elevated position,cause[pres2],kalonhtih,tsilonhtih,kalonht,ulonht,hilonht,ulonht
854,he/she is making him/her fall from an elevated position,cause[pres2-perf3],kalonhtih,tsilonhtih,kalonht,ulonhth,hilonht,ulonht
855,he/she is cheating,apl-active-lh,kalonuh,tsilonu',kalonuh,ulonuh,hilonuh,ulonuh
856,he/she is passing by without stopping,sk-s-hi-hihst,kalo,tsilo,kalo,ulo,hilo,ulo
856,he/she is passing by without stopping,sk-s-hst[imp3],kalo,tsilo,kalo,ulo,hilo,ulohi
856,he/she is passing by without stopping,sk-s-hst,kalo,tsilo,kalo,ulo,hilohi,ulohi
857,he/she is falling from an elevated position,sk-s-hi-hihst,kalo,tsilo,kalo,ulo,hilo,ulo
857,he/she is falling from an elevated position,sk-s-hst[imp3],kalo,tsilo,kalo,ulo,hilo,ulohi
857,he/she is falling from an elevated position,sk-s-hst,kalo,tsilo,kalo,ulo,hilohi,ulohi
858,he/she is arriving,become-ki,ka'luh,tsi'luh,ka'luh,uluh,hi'luh,uluhi
858,he/she is arriving,become-ki[inf4],ka'luh,tsi'luh,ka'luh,uluh,hi'luh,uluh
