corpus_id,definition,form,surface_stem,underlying_stem
757,he/she is straightening it,imperative,tshi2no23-hs-a2,tshinoohsa
757,he/she is straightening it,infinitive,tshi2no22-hs-o2ht,tshinoohsoht
764,he/she is plowing it,present,ta2lu23k-i3',taluukii'
764,he/she is plowing it,present,ta2lu23k-i3',taluuki'
764,he/she is plowing it,present_1sg,ta2lu23k-i3',taluukii'
764,he/she is plowing it,present_1sg,ta2lu23k-i3',taluuki'
764,he/she is plowing it,imperfective,ta2lu23k-i32hsk,taluukii'hsk
764,he/she is plowing it,imperfective,ta2lu23k-i32hsk,taluuki'hsk
764,he/she is plowing it,perfective,ta2lu23k-a32n,taluukaa'n
764,he/she is plowing it,perfective,ta2lu23k-a32n,taluuka'n
764,he/she is plowing it,imperative,ta2lu22k-v21ka2,taluukvvka
764,he/she is plowing it,infinitive,ta2lu23k-o32t,taluukoo't
764,he/she is plowing it,infinitive,ta2lu23k-o32t,taluuko't
767,he/she is turning it,present,te23yhst-i2h,teeyhstih
767,he/she is turning it,present_1sg,te23ya32hst-i2h,teeyaa'hstih
767,he/she is turning it,present_1sg,te23ya32hst-i2h,teeya'hstih
767,he/she is turning it,imperfective,te23yhst-i22hsk,teeyhstiihsk
767,he/she is turning it,perfective,te23yhst-ha2n,teeyhsthan
767,he/she is turning it,imperative,te2yhst-a2,teyhsta
767,he/she is turning it,infinitive,te23yhst-o2ht,teeyhstoht
769,he/she is spinning it,present,ti33kwa2lv22te23yhst-i2h,tii'kwalvvteeyhstih
769,he/she is spinning it,present,ti33kwa2lv22te23yhst-i2h,tiik'walvvteeyhstih
769,he/she is spinning it,present_1sg,ti33kwa2lv22te23yhst-i2h,tii'kwalvvteeyhstih
769,he/she is spinning it,present_1sg,ti33kwa2lv22te23yhst-i2h,tiik'walvvteeyhstih
769,he/she is spinning it,imperfective,ti33kwa2lv22te23yhst-i22hsk,tii'kwalvvteeyhstiihsk
769,he/she is spinning it,imperfective,ti33kwa2lv22te23yhst-i22hsk,tiik'walvvteeyhstiihsk
769,he/she is spinning it,perfective,ti33kwa2lv22te23yhst-ha2n,tii'kwalvvteeyhsthan
769,he/she is spinning it,perfective,ti33kwa2lv22te23yhst-ha2n,tiik'walvvteeyhsthan
769,he/she is spinning it,imperative,ti21kwa2lv22te23yhst-a2,tiikwalvvteeyhsta
769,he/she is spinning it,infinitive,ti21kwa2lv22te23yhst-o2ht,tiikwalvvteeyhstoht
770,he/she is strapping it,present,tlo22-hi3h,tloohih
770,he/she is strapping it,present_1sg,tlo22-hi3h,tloohih
770,he/she is strapping it,imperfective,tlo22-hi2h,tloohih
770,he/she is strapping it,perfective,tlo22-lh,tloolh
770,he/she is strapping it,imperative,tlo23-ka2,tlooka
770,he/she is strapping it,infinitive,tlo23-hst,tloohst
772,he/she is standing,present,to32-k,to'k
772,he/she is standing,present_1sg,to32-k,to'k
772,he/she is standing,imperfective,to32-k,to'k
772,he/she is standing,imperative,to32-ke33hsti2,to'keehsti
775,he/she is pitying him/her,present,to23li32-k,toolii'k
775,he/she is pitying him/her,present,to23li32-k,tooli'k
775,he/she is pitying him/her,present_1sg,to23li32-k,toolii'k
775,he/she is pitying him/her,present_1sg,to23li32-k,tooli'k
775,he/she is pitying him/her,imperfective,to23li32-k,toolii'k
775,he/she is pitying him/her,imperfective,to23li32-k,tooli'k
775,he/she is pitying him/her,perfective,to23li32-ts,toolii'ts
775,he/she is pitying him/her,perfective,to23li32-ts,tooli'ts
775,he/she is pitying him/her,imperative,to22li21-ki2,tooliiki
775,he/she is pitying him/her,infinitive,to22li3-hst,toolihst
784,he/she is baking it,present,tu22-hv33hsk,tuuhvvh'sk
784,he/she is baking it,present_1sg,tu22-hv3hsk,tuuhvhsk
784,he/she is baking it,imperfective,tu22-hv2hsk,tuuhvhsk
784,he/she is baking it,perfective,tu22-nh,tuunh
784,he/she is baking it,imperative,tu22-hv21ka2,tuuhvvka
784,he/she is baking it,infinitive,t-ht,tht
791,he/she is rowing,present,ka2we23-hsk,kaweehsk
791,he/she is rowing,present_1sg,ka2we33-hsk,kawee'hsk
791,he/she is rowing,present_1sg,ka2we33-hsk,kaweeh'sk
791,he/she is rowing,imperfective,ka2we23-hsk,kaweehsk
791,he/she is rowing,perfective,ka2we23-hs,kaweehs
791,he/she is rowing,imperative,ka2we23-hi2,kaweehi
791,he/she is rowing,infinitive,ka2we23-hst,kaweehst
796,he/she is pecking it,present,kwa2yo22-hi3h,kwayoohih
796,he/she is pecking it,present_1sg,kwa2yo2-'i3h,kwayo'ih'
796,he/she is pecking it,imperfective,kwa2yo22-hi2h,kwayoohih
796,he/she is pecking it,perfective,kwa2yo22-lh,kwayoolh
796,he/she is pecking it,imperative,kwa2yo2-'a2,kwayo'a
796,he/she is pecking it,infinitive,kwa2yo22-hst,kwayoohst
798,he/she is putting it into a container,present,lht-i3h,lhtih'
798,he/she is putting it into a container,present_1sg,lo21t-i3h,lootih
798,he/she is putting it into a container,imperfective,lht-i23hsk,lhtiihsk
798,he/she is putting it into a container,perfective,lht-ha2n,lhthan
798,he/she is putting it into a container,imperative,lht-a2,lhta
798,he/she is putting it into a container,infinitive,lht-o3ht,lhtoh't
804,he/she is gathering it,present,lh-i22hs-i3h,lhiihsih
804,he/she is gathering it,present_1sg,lh-i22hs-i3h,lhiihsih
804,he/she is gathering it,imperfective,lh-i22hs-i23hsk,lhiihsiihsk
804,he/she is gathering it,perfective,lh-i22hs-a2nh,lhiihsanh
804,he/she is gathering it,imperative,lh-i23hs-a2,lhiihsa
804,he/she is gathering it,infinitive,lh-i23hs-o3ht,lhiihsoh't
809,he/she is piling it up,present,l-hu2hsk,lhuhsk
809,he/she is piling it up,present_1sg,l-hu2hsk,lhuhsk
809,he/she is piling it up,imperfective,l-hu2hsk,lhuhsk
809,he/she is piling it up,perfective,l-hu2n,lhun
809,he/she is piling it up,imperative,l-hu21ka2,lhuuka
809,he/she is piling it up,infinitive,l-hu3hst,lhuh'st
811,he/she is putting it in a hole or a container,present,l-hv3hsk,lhvh'sk
811,he/she is putting it in a hole or a container,present_1sg,l-'v3hsk,l'vh'sk
811,he/she is putting it in a hole or a container,imperfective,l-hv3hsk,lhvh'sk
811,he/she is putting it in a hole or a container,perfective,l-ha2n,lhan
811,he/she is putting it in a hole or a container,imperative,l-hv21ka2,lhvvka
811,he/she is putting it in a hole or a container,infinitive,l-ht,lht
812,he/she is sleepy,present,lh-v22hsk,lhvvhsk
812,he/she is sleepy,present_1sg,'l-v22hsk,'lvvhsk
812,he/she is sleepy,imperfective,lh-v22hsk,lhvvhsk
812,he/she is sleepy,perfective,lh-v22nh,lhvvnh
812,he/she is sleepy,imperative,lh-v23na2,lhvvna
812,he/she is sleepy,infinitive,lh-v2nht,lhvnht
813,he/she is taking it somewhere by hand,present,nh-e33k,nhee'k
813,he/she is taking it somewhere by hand,present,nh-e33k,nheek'
813,he/she is taking it somewhere by hand,present_1sg,'n-e33k,'nee'k
813,he/she is taking it somewhere by hand,present_1sg,'n-e33k,'neek'
813,he/she is taking it somewhere by hand,imperfective,nh-e33k,nhee'k
813,he/she is taking it somewhere by hand,imperfective,nh-e33k,nheek'
813,he/she is taking it somewhere by hand,perfective,nh-v33hs,nhvv'hs
813,he/she is taking it somewhere by hand,perfective,nh-v33hs,nhvvh's
813,he/she is taking it somewhere by hand,imperative,nh-u21ka2,nhuuka
813,he/she is taking it somewhere by hand,infinitive,nh-v21hst,nhvvhst
815,he/she is handling it,present,nh-i23to32h,nhiitoo'h
815,he/she is handling it,present,nh-i23to32h,nhiito'h
815,he/she is handling it,present_1sg,'n-i23to32h,'niitoo'h
815,he/she is handling it,present_1sg,'n-i23to32h,'niito'h
815,he/she is handling it,imperfective,nh-i23to32h,nhiitoo'h
815,he/she is handling it,imperfective,nh-i23to32h,nhiito'h
815,he/she is handling it,perfective,nh-i23to32l,nhiitoo'l
815,he/she is handling it,perfective,nh-i23to32l,nhiito'l
815,he/she is handling it,imperative,nh-i23ta2,nhiita
815,he/she is handling it,infinitive,nh-i23ta32hst,nhiitaa'hst
815,he/she is handling it,infinitive,nh-i23ta32hst,nhiita'hst
818,he/she is eating it,present,yh-e33',yhee'
818,he/she is eating it,present_1sg,y-e33',yee'
818,he/she is eating it,imperfective,yh-e33hsk,yhee'hsk
818,he/she is eating it,imperfective,yh-e33hsk,yheeh'sk
818,he/she is eating it,perfective,yh-a33',yhaa'
818,he/she is eating it,imperative,y-a2ka2,yaka
818,he/she is eating it,infinitive,yh-e21hst,yheehst
820,he/she is ripping it,present,tsa2ka2l-i3h,tsakalih'
820,he/she is ripping it,present_1sg,tsa2ka2l-i33',tsakalii'
820,he/she is ripping it,imperfective,tsa2ka2l-i23hsk,tsakaliihsk
820,he/she is ripping it,perfective,tsa2ka2l-v22h,tsakalvvh
820,he/she is ripping it,imperative,tsa2ka2l-a2,tsakala
820,he/she is ripping it,infinitive,tsa2ka2l-ht,tsakalht
821,he/she is scratching him/her,present,tsa2li2ko23-hsk,tsalikoohsk
821,he/she is scratching him/her,present_1sg,tsa2li2ko33-hsk,tsalikoo'hsk
821,he/she is scratching him/her,present_1sg,tsa2li2ko33-hsk,tsalikooh'sk
821,he/she is scratching him/her,imperfective,tsa2li2ko23-hsk,tsalikoohsk
821,he/she is scratching him/her,perfective,tsa2li2ko23-hs,tsalikoohs
821,he/she is scratching him/her,imperative,tsa2li2ko23-la2,tsalikoola
821,he/she is scratching him/her,infinitive,tsa2li2ko23-hst,tsalikoohst
823,he/she is pricking him/her,present,tsa2yo22-hi3h,tsayoohih
823,he/she is pricking him/her,present_1sg,tsa2yo2-'i3h,tsayo'ih'
823,he/she is pricking him/her,imperfective,tsa2yo22-hi2h,tsayoohih
823,he/she is pricking him/her,perfective,tsa2yo22-lh,tsayoolh
823,he/she is pricking him/her,imperative,tsa2yo2-'a2,tsayo'a
823,he/she is pricking him/her,infinitive,tsa2yo22-hst,tsayoohst
824,he/she is wringing it out,present,tsv22wa32hst-i2h,tsvvwaahstih
824,he/she is wringing it out,present_1sg,tsv22wa32hst-i2h,tsvvwaahstih
824,he/she is wringing it out,imperfective,tsv22wa32hst-i22hsk,tsvvwaahstiihsk
824,he/she is wringing it out,perfective,tsv22wa32hst-ha2n,tsvvwaahsthan
824,he/she is wringing it out,imperative,tsv22wa21hst-a2,tsvvwaahsta
824,he/she is wringing it out,infinitive,tsv23wa32hst-o2ht,tsvvwaa'hstoht
824,he/she is wringing it out,infinitive,tsv23wa32hst-o2ht,tsvvwa'hstoht
825,he/she is stinging it,present,tsv3y-hsk,tsvy'hsk
825,he/she is stinging it,present_1sg,tsv3y-hsk,tsvy'hsk
825,he/she is stinging it,imperfective,tsv3y-hsk,tsvy'hsk
825,he/she is stinging it,perfective,tsv33y-h,tsvv'yh
825,he/she is stinging it,perfective,tsv33y-h,tsvvy'h
825,he/she is stinging it,imperative,tsv21y-ha2,tsvvyha
825,he/she is stinging it,infinitive,tsv21y-hst,tsvvyhst
826,he/she is leaving a living thing behind,present,kha2h-i22y-a3',khahiiya'
826,he/she is leaving a living thing behind,present_1sg,kha2h-i22y-a3',khahiiya'
826,he/she is leaving a living thing behind,imperfective,kha2h-i22y-a32hsk,khahiiyaahsk
826,he/she is leaving a living thing behind,perfective,kha2h-i33y-,khahii'y
826,he/she is leaving a living thing behind,perfective,kha2h-i33y-,khahiiy'
826,he/she is leaving a living thing behind,imperative,kha2h-i23y-a2,khahiiya
826,he/she is leaving a living thing behind,infinitive,kha2h-i23y-a32hst,khahiiyaa'hst
826,he/she is leaving a living thing behind,infinitive,kha2h-i23y-a32hst,khahiiya'hst
827,he/she is giving him/her a living thing,present,kha32n-e2h,kha'neh
827,he/she is giving him/her a living thing,present_1sg,kha32n-e2h,kha'neh
827,he/she is giving him/her a living thing,imperfective,kha32n-e22h,kha'neeh
827,he/she is giving him/her a living thing,perfective,kha32n-e22l,kha'neel
827,he/she is giving him/her a living thing,imperative,kha21-hsi2,khaahsi
827,he/she is giving him/her a living thing,infinitive,kha21n-e3ht,khaaneht
829,he/she is wrapping him/her,present,kwhe22n-v22hsk,kwheenvvhsk
829,he/she is wrapping him/her,present_1sg,kwhe22n-v22hsk,kwheenvvhsk
829,he/she is wrapping him/her,imperfective,kwhe22n-v22hsk,kwheenvvhsk
829,he/she is wrapping him/her,perfective,kwhe22n-v22nh,kwheenvvnh
829,he/she is wrapping him/her,imperative,kwhe22n-v23na2,kwheenvvna
829,he/she is wrapping him/her,infinitive,kwhe22n-v2ht,kwheenvht
830,he/she is putting it in a container,present,l-a3t-i3',lat'i'
830,he/she is putting it in a container,present_1sg,l-a3t-i3',lat'i'
830,he/she is putting it in a container,imperfective,l-a2t-i32hsk,lati'hsk
830,he/she is putting it in a container,perfective,l-a3t-,lat'
830,he/she is putting it in a container,imperative,l-a2t-a2,lata
830,he/she is putting it in a container,infinitive,l-a2t-i21hst,latiihst
833,he/she is taking it out of a container,present,l-e33',lee'
833,he/she is taking it out of a container,present_1sg,l-e33',lee'
833,he/she is taking it out of a container,imperfective,l-e33hsk,lee'hsk
833,he/she is taking it out of a container,imperfective,l-e33hsk,leeh'sk
833,he/she is taking it out of a container,perfective,l-e33hs,lee'hs
833,he/she is taking it out of a container,perfective,l-e33hs,leeh's
833,he/she is taking it out of a container,imperative,l-a2ki2,laki
833,he/she is taking it out of a container,infinitive,l-e21hst,leehst
837,he/she is burning,present,le33yv22-hsk,lee'yvvhsk
837,he/she is burning,present,le33yv22-hsk,leey'vvhsk
837,he/she is burning,present_1sg,le33yv22-hsk,lee'yvvhsk
837,he/she is burning,present_1sg,le33yv22-hsk,leey'vvhsk
837,he/she is burning,imperfective,le33yv22-hsk,lee'yvvhsk
837,he/she is burning,imperfective,le33yv22-hsk,leey'vvhsk
837,he/she is burning,perfective,le33yv22-hs,lee'yvvhs
837,he/she is burning,perfective,le33yv22-hs,leey'vvhs
837,he/she is burning,imperative,le21yv23-hi2,leeyvvhi
837,he/she is burning,infinitive,le21yv23-hi3hst,leeyvvhih'st
838,it is falling from an upright position,present,le22yv23-hsk,leeyvvhsk
838,it is falling from an upright position,present_1sg,le22yv33-hsk,leeyvvh'sk
838,it is falling from an upright position,imperfective,le22yv23-hsk,leeyvvhsk
838,it is falling from an upright position,perfective,le22yv23-hs,leeyvvhs
838,it is falling from an upright position,imperative,le22yv23-hi2,leeyvvhi
838,it is falling from an upright position,infinitive,le22yv23-hi3hst,leeyvvhih'st
842,it is dying,present,li22who33-k,liiwhook'
842,it is dying,present_1sg,li21wo33-k,liiwook'
842,it is dying,imperfective,li22who33-k,liiwhook'
842,it is dying,perfective,li22who33-ts,liiwhoot's
842,it is dying,imperative,li22who21-ki2,liiwhooki
842,it is dying,infinitive,li22who21-hst,liiwhoohst
845,he/she is hoeing it,present,lo22k-i33',lookii'
845,he/she is hoeing it,present_1sg,lo22k-i33',lookii'
845,he/she is hoeing it,imperfective,lo22k-i33hsk,lookiih'sk
845,he/she is hoeing it,perfective,lo22k-a32n,lookaan
845,he/she is hoeing it,imperative,lo22k-v21ka2,lookvvka
845,he/she is hoeing it,infinitive,lo23k-o32t,lookoo't
845,he/she is hoeing it,infinitive,lo23k-o32t,looko't
848,he/she is stopping by,present,lo22hi2hst-i3h,loohihstih'
848,he/she is stopping by,present_1sg,lo2'i2hst-i3h,lo'ihstih'
848,he/she is stopping by,imperfective,lo22hi2hst-i23hsk,loohihstiihsk
848,he/she is stopping by,perfective,lo22hi2hst-ha3n,loohihsthan'
848,he/she is stopping by,imperative,lo22hi2hst-a2,loohihsta
848,he/she is stopping by,infinitive,lo22hi2hst-o3ht,loohihstoh't
850,he/she is overtaking him/her,present,lo22hi2hs-e3h,loohihseh'
850,he/she is overtaking him/her,present_1sg,lo2'i2hs-e3h,lo'ihseh'
850,he/she is overtaking him/her,imperfective,lo22hi2hs-e23h,loohihseeh
850,he/she is overtaking him/her,perfective,lo22hi2hs-e23l,loohihseel
850,he/she is overtaking him/her,imperative,lo2'i2-hsi2,lo'ihsi
850,he/she is overtaking him/her,infinitive,lo22hi2hs-e3ht,loohihseh't
852,he/she is bluffing him/her,present,lo22na32hst-i2h,loonaahstih
852,he/she is bluffing him/her,present_1sg,lo22na32hst-i2h,loonaahstih
852,he/she is bluffing him/her,imperfective,lo22na32hst-i22hsk,loonaahstiihsk
852,he/she is bluffing him/her,perfective,lo22na32hst-ha2n,loonaahsthan
852,he/she is bluffing him/her,imperative,lo22na21hst-a2,loonaahsta
852,he/she is bluffing him/her,infinitive,lo22na21hst-o3ht,loonaahstoht
853,he/she is oiling it,present,lo23n-e3',loonee'
853,he/she is oiling it,present,lo23n-e3',loone'
853,he/she is oiling it,present_1sg,lo23n-e3',loonee'
853,he/she is oiling it,present_1sg,lo23n-e3',loone'
853,he/she is oiling it,imperfective,lo23n-e32hsk,loonee'hsk
853,he/she is oiling it,imperfective,lo23n-e32hsk,loone'hsk
853,he/she is oiling it,perfective,lo23n-e3',loonee'
853,he/she is oiling it,perfective,lo23n-e3',loone'
853,he/she is oiling it,imperative,lo23n-a2,loona
853,he/she is oiling it,infinitive,lo21n-e33t,looneet'
854,he/she is making him/her fall from an elevated position,present,lo3nht-i2h,lon'htih
854,he/she is making him/her fall from an elevated position,present_1sg,lo3nht-i2h,lon'htih
854,he/she is making him/her fall from an elevated position,imperfective,lo3nht-i23hsk,lon'htiihsk
854,he/she is making him/her fall from an elevated position,perfective,lo3nht-ha2n,lon'hthan
854,he/she is making him/her fall from an elevated position,imperative,lo21nht-a2,loonhta
854,he/she is making him/her fall from an elevated position,infinitive,lo21nht-o3ht,loonhtoht
855,he/she is cheating,present,lo22nu22-he23h,loonuuheeh
855,he/she is cheating,present_1sg,lo22nu2-'e23h,loonu'eeh
855,he/she is cheating,imperfective,lo22nu22-he23hsk,loonuuheehsk
855,he/she is cheating,perfective,lo22nu22-he23lh,loonuuheelh
855,he/she is cheating,imperative,lo22nu22-hv23la2,loonuuhvvla
855,he/she is cheating,infinitive,lo22nu22-he2ht,loonuuheht
856,he/she is passing by without stopping,present,lo22-hsk,loohsk
856,he/she is passing by without stopping,present_1sg,lo21-hsk,loohsk
856,he/she is passing by without stopping,imperfective,lo22-hsk,loohsk
856,he/she is passing by without stopping,perfective,lo22-hs,loohs
856,he/she is passing by without stopping,imperative,lo23-hi2,loohi
856,he/she is passing by without stopping,infinitive,lo22-hi2hst,loohihst
857,he/she is falling from an elevated position,present,lo32-hsk,lo'hsk
857,he/she is falling from an elevated position,present_1sg,lo32-hsk,lo'hsk
857,he/she is falling from an elevated position,imperfective,lo32-hsk,lo'hsk
857,he/she is falling from an elevated position,perfective,lo32-hs,lo'hs
857,he/she is falling from an elevated position,imperative,lo21-hi2,loohi
857,he/she is falling from an elevated position,infinitive,lo21-hi3hst,loohihst
859,it’s lacking,present,lu23lo32-k,luuloo'k
859,it’s lacking,present,lu23lo32-k,luulo'k
859,it’s lacking,present_1sg,lu23lo32-k,luuloo'k
859,it’s lacking,present_1sg,lu23lo32-k,luulo'k
859,it’s lacking,imperfective,lu23lo32-k,luuloo'k
859,it’s lacking,imperfective,lu23lo32-k,luulo'k
859,it’s lacking,perfective,lu23lo32-ts,luuloo'ts
859,it’s lacking,perfective,lu23lo32-ts,luulo'ts
859,it’s lacking,imperative,lu22lo21-ki2,luulooki
859,it’s lacking,infinitive,lu23lo32-hst,luuloo'hst
859,it’s lacking,infinitive,lu23lo32-hst,luulo'hst
862,he/she is chopping it,present,lu32y-hsk,lu'yhsk
862,he/she is chopping it,present_1sg,lu32y-hsk,lu'yhsk
862,he/she is chopping it,imperfective,lu32y-hsk,lu'yhsk
862,he/she is chopping it,perfective,lu32y-h,lu'yh
862,he/she is chopping it,imperative,lu21y-ha2,luuyha
862,he/she is chopping it,infinitive,lu21y-hst,luuyhst
864,he/she is beating him/her up,present,l-v33n-hi2h,lvv'nhih
864,he/she is beating him/her up,present,l-v33n-hi2h,lvvn'hih
864,he/she is beating him/her up,present_1sg,l-v33n-hi2h,lvv'nhih
864,he/she is beating him/her up,present_1sg,l-v33n-hi2h,lvvn'hih
864,he/she is beating him/her up,imperfective,l-v33n-hi2h,lvv'nhih
864,he/she is beating him/her up,imperfective,l-v33n-hi2h,lvvn'hih
864,he/she is beating him/her up,perfective,l-v33n-hi2l,lvv'nhil
864,he/she is beating him/her up,perfective,l-v33n-hi2l,lvvn'hil
864,he/she is beating him/her up,imperative,l-v21n-hka2,lvvnhka
864,he/she is beating him/her up,infinitive,l-v21n-hst,lvvnhst
870,he/she is putting it in a hole or a container,present,l-v33hsk,lvv'hsk
870,he/she is putting it in a hole or a container,present,l-v33hsk,lvvh'sk
870,he/she is putting it in a hole or a container,present_1sg,l-v33hsk,lvv'hsk
870,he/she is putting it in a hole or a container,present_1sg,l-v33hsk,lvvh'sk
870,he/she is putting it in a hole or a container,imperfective,l-v33hsk,lvv'hsk
870,he/she is putting it in a hole or a container,imperfective,l-v33hsk,lvvh'sk
870,he/she is putting it in a hole or a container,perfective,l-v33n,lvv'n
870,he/she is putting it in a hole or a container,perfective,l-v33n,lvvn'
870,he/she is putting it in a hole or a container,imperative,l-v2'v21ka2,lv'vvka
870,he/she is putting it in a hole or a container,infinitive,l-v21t,lvvt
871,he/she is selling it,present,na2t-e33k,natee'k
871,he/she is selling it,present,na2t-e33k,nateek'
871,he/she is selling it,present_1sg,na2t-e33k,natee'k
871,he/she is selling it,present_1sg,na2t-e33k,nateek'
871,he/she is selling it,imperfective,na2t-e33k,natee'k
871,he/she is selling it,imperfective,na2t-e33k,nateek'
871,he/she is selling it,perfective,na2t-i23nv32hs,natiinvv'hs
871,he/she is selling it,perfective,na2t-i23nv32hs,natiinv'hs
871,he/she is selling it,imperative,na22t-u21ka2,naatuuka
871,he/she is selling it,infinitive,na22t-i23nv32t,naatiinvv't
871,he/she is selling it,infinitive,na22t-i23nv32t,naatiinv't
873,he/she is hiring him/her,present,na32lh-v2hsk,na'lhvhsk
873,he/she is hiring him/her,present_1sg,na32lh-v2hsk,na'lhvhsk
873,he/she is hiring him/her,imperfective,na32lh-v2hsk,na'lhvhsk
873,he/she is hiring him/her,perfective,na32lh-v21n,na'lhvv'n
873,he/she is hiring him/her,perfective,na32lh-v21n,na'lhv'n
873,he/she is hiring him/her,imperative,na21lh-v2'v21ka2,naalhv'vvka
873,he/she is hiring him/her,infinitive,na21lh-v21t,naalhvvt
876,he/she is finding it,present,na32whth-i3h,na'whthih
876,he/she is finding it,present_1sg,na32whth-i3h,na'whthih
876,he/she is finding it,imperfective,na32whth-i23hsk,na'whthiihsk
876,he/she is finding it,perfective,na32whth-v22h,na'whthvvh
876,he/she is finding it,imperative,na21whth-a2,naawhtha
876,he/she is finding it,infinitive,na21whth-v3ht,naawhthvht
877,he/she is taking it somewhere,present,na32wi22t-i3h,na'wiitih'
877,he/she is taking it somewhere,present_1sg,na32wi22t-i3h,na'wiitih'
877,he/she is taking it somewhere,imperfective,na32wi22t-i23hsk,na'wiitiihsk
877,he/she is taking it somewhere,perfective,na32wi22t-v22h,na'wiitvvh
877,he/she is taking it somewhere,imperative,na21wi23t-a2,naawiita
877,he/she is taking it somewhere,infinitive,na21wi23t-ht,naawiitht
879,he/she is getting it,present,n-e33',nee'
879,he/she is getting it,present_1sg,n-e33',nee'
879,he/she is getting it,imperfective,n-e33hsk,nee'hsk
879,he/she is getting it,imperfective,n-e33hsk,neeh'sk
879,he/she is getting it,perfective,n-e33hs,nee'hs
879,he/she is getting it,perfective,n-e33hs,neeh's
879,he/she is getting it,imperative,n-a2ki2,naki
879,he/she is getting it,infinitive,n-e21hst,neehst
880,he/she is changing it,present,ne23tl-i33y-v2',neetliiy'vv'
880,he/she is changing it,present,ne23tl-i33y-v2',neetliiy'v'
880,he/she is changing it,present_1sg,ne23tl-i33y-v2',neetliiy'vv'
880,he/she is changing it,present_1sg,ne23tl-i33y-v2',neetliiy'v'
880,he/she is changing it,imperfective,ne23tl-i33y-v21hsk,neetliiy'vv'hsk
880,he/she is changing it,imperfective,ne23tl-i33y-v21hsk,neetliiy'v'hsk
880,he/she is changing it,perfective,ne23tl-i33y-v21hs,neetliiy'vv'hs
880,he/she is changing it,perfective,ne23tl-i33y-v21hs,neetliiy'v'hs
880,he/she is changing it,imperative,ne22tl-i22y-v23na2,neetliiyvvna
880,he/she is changing it,infinitive,ne23tl-i33y-v21hst,neetliiy'vv'hst
880,he/she is changing it,infinitive,ne23tl-i33y-v21hst,neetliiy'v'hst
882,he/she is taking it somewhere by hand,present,n-e33k,nee'k
882,he/she is taking it somewhere by hand,present,n-e33k,neek'
882,he/she is taking it somewhere by hand,present_1sg,n-e33k,nee'k
882,he/she is taking it somewhere by hand,present_1sg,n-e33k,neek'
882,he/she is taking it somewhere by hand,imperfective,n-e33k,nee'k
882,he/she is taking it somewhere by hand,imperfective,n-e33k,neek'
882,he/she is taking it somewhere by hand,perfective,n-v33hs,nvv'hs
882,he/she is taking it somewhere by hand,perfective,n-v33hs,nvvh's
882,he/she is taking it somewhere by hand,imperative,n-u21ka2,nuuka
882,he/she is taking it somewhere by hand,infinitive,n-v21hst,nvvhst
883,he/she is peeling him/her,present,ne33ka2l-i3h,nee'kalih'
883,he/she is peeling him/her,present,ne33ka2l-i3h,neek'alih'
883,he/she is peeling him/her,present_1sg,ne33ka2l-i3h,nee'kalih'
883,he/she is peeling him/her,present_1sg,ne33ka2l-i3h,neek'alih'
883,he/she is peeling him/her,imperfective,ne33ka2l-i23hsk,nee'kaliihsk
883,he/she is peeling him/her,imperfective,ne33ka2l-i23hsk,neek'aliihsk
883,he/she is peeling him/her,perfective,ne33ka2l-v22h,nee'kalvvh
883,he/she is peeling him/her,perfective,ne33ka2l-v22h,neek'alvvh
883,he/she is peeling him/her,imperative,ne21ka2l-a2,neekala
883,he/she is peeling him/her,infinitive,ne21ka3l-ht,neekalht
884,he/she is getting some liquid,present,ne22-ki33',neekii'
884,he/she is getting some liquid,present_1sg,ne22-ki33',neekii'
884,he/she is getting some liquid,imperfective,ne22-ki33hsk,neekiih'sk
884,he/she is getting some liquid,perfective,ne22-ki33hs,neekiih's
884,he/she is getting some liquid,imperative,ne23-ki2,neeki
884,he/she is getting some liquid,infinitive,ne22-ki21hst,neekiihst
885,he/she is taking liquid from him/her,present,ne22ki33'-e22h,neekii'eeh
885,he/she is taking liquid from him/her,present_1sg,ne22ki33'-e22h,neekii'eeh
885,he/she is taking liquid from him/her,imperfective,ne22ki33'-e22h,neekii'eeh
885,he/she is taking liquid from him/her,perfective,ne22ki33'-e22l,neekii'eel
885,he/she is taking liquid from him/her,imperative,ne22ki21-hsi2,neekiihsi
885,he/she is taking liquid from him/her,infinitive,ne22ki2'-e3ht,neeki'eh't
886,he/she is bewitching him/her,present,ne23ku33-t-i2',neekuut'ii'
886,he/she is bewitching him/her,present,ne23ku33-t-i2',neekuut'i'
886,he/she is bewitching him/her,present_1sg,ne23ku33-t-i2',neekuut'ii'
886,he/she is bewitching him/her,present_1sg,ne23ku33-t-i2',neekuut'i'
886,he/she is bewitching him/her,imperfective,ne23ku33-t-i21hsk,neekuut'ii'hsk
886,he/she is bewitching him/her,imperfective,ne23ku33-t-i21hsk,neekuut'i'hsk
886,he/she is bewitching him/her,perfective,ne23ku33-t-,neekuut'
886,he/she is bewitching him/her,imperative,ne22ku23-t-a2,neekuuta
886,he/she is bewitching him/her,infinitive,ne23ku33-t-i21hst,neekuut'ii'hst
886,he/she is bewitching him/her,infinitive,ne23ku33-t-i21hst,neekuut'i'hst
887,he/she is holding it in his/her hand,present,n-e3h,neh'
887,he/she is holding it in his/her hand,present_1sg,n-e3h,neh'
887,he/she is holding it in his/her hand,imperfective,n-e22h,neeh
