corpus_id,definition,class,prediction
903,he/she is holding some liquid,stative,FullStative
904,he/she is handling some liquid,oh-ol-a,FullEventful
908,he/she is handling it (refers to a long object),oh-ol-a,FullEventful
909,he/she hates him/her,hih-hilh,FullEventful
910,he/she is setting up a bed,i-a-i,FullEventful
913,he/she is pleading,i-a-i,FullEventful
914,he/she is burying him/her,ih-ohd[perf2],FullEventful
914,he/she is burying him/her,ih-ohd[pres2-perf2],FullEventful
915,he/she is leaving it (refers to flexible object),a,FullEventful
916,he/she is catching him/her,ih-vh,FullEventful
918,he/she is hunting,oh-ol-a,FullEventful
920,he/she is flying,stative,FullStative
921,it’s flooding,i-vka,FullEventful
921,it’s flooding,stative,FullStative
921,it’s flooding,i-vka,InfEventful
921,it’s flooding,oh-ol,InfEventful
921,it’s flooding,vsk-post-v,InfEventful
922,he/she is causing it to sound,ih-ohd,FullEventful
922,he/she is causing it to sound,ih-ohd[perf3],FullEventful
922,he/she is causing it to sound,ih-ohd[pres2],FullEventful
922,he/she is causing it to sound,ih-ohd[pres2-perf3],FullEventful
924,it is blowing (refers to wind),vsk,FullEventful
924,it is blowing (refers to wind),vsk-long,FullEventful
924,it is blowing (refers to wind),vsk-post-v,FullEventful
924,it is blowing (refers to wind),stative,FullStative
924,it is blowing (refers to wind),vsk,InfEventful
924,it is blowing (refers to wind),vsk-post-v,InfEventful
925,he/she is stealing it,rev-gi,FullEventful
925,he/she is stealing it,rev-i,FullEventful
928,he/she is sinking,g-ts,FullEventful
928,he/she is sinking,g-ts[inf2],FullEventful
929,he/she is pulling him/her,rev-e,FullEventful
931,he/she is dragging him/her,eg-vs,FullEventful
931,he/she is dragging him/her,eg-vs[pres2],FullEventful
932,he/she is exiting,go-gots,FullEventful
937,he/she is twisting him/her,oh-ol-a,FullEventful
937,he/she is twisting him/her,oh-ol[inf2],FullEventful
937,he/she is twisting him/her,oh-ol[inf3],FullEventful
938,he/she is missing him/her (refers to as a target),i-a-i,FullEventful
940,he/she is falling from an upright position,g-ts,FullEventful
940,he/she is falling from an upright position,g-ts[inf2],FullEventful
941,he/she is cleaning him/her,ih-vh,FullEventful
942,he/she is hammering it,o,FullEventful
946,he/she is tying up a leg,hih-lh,FullEventful
949,he/she is tossing about,oh-ol-a,FullEventful
950,he/she is giving him/her an object (refers to a flexible object),eh-el,FullEventful
950,he/she is giving him/her an object (refers to a flexible object),eh-el[imp2],FullEventful
955,he/she is pushing him/her,sg-h,FullEventful
955,he/she is pushing him/her,sg-h-hy,FullEventful
955,he/she is pushing him/her,sg-h[imp2],FullEventful
956,he/she is rolling him/her,hih-lh,FullEventful
960,he/she is attaching the object behind it (refers to a flexible object),vsk,FullEventful
965,it’s dripping,stative,FullStative
965,it’s dripping,g-ts,InfEventful
965,it’s dripping,g-ts[inf2],InfEventful
965,it’s dripping,sg-s-hst,InfEventful
965,it’s dripping,sg-h,InfEventful
965,it’s dripping,ih-il,InfEventful
965,it’s dripping,hih-lh,InfEventful
965,it’s dripping,i-a-i,InfEventful
965,it’s dripping,oh-al,InfEventful
965,it’s dripping,rev-i,InfEventful
965,it’s dripping,rev-'i,InfEventful
969,he/she is piling it up,hvsg-han,FullEventful
970,it’s hanging,stative-h,FullStative
970,it’s hanging,stative,FullStative
973,he/she is stabbing him/her,hih-hilh,FullEventful
976,he/she is hanging it up,hvsg-han,FullEventful
977,he/she is joking,vnh-ih-a,FullEventful
978,he/she is resting him/her,ih-ohd,FullEventful
978,he/she is resting him/her,ih-ohd[perf3],FullEventful
978,he/she is resting him/her,ih-ohd[pres2],FullEventful
978,he/she is resting him/her,ih-ohd[pres2-perf3],FullEventful
979,he/she is bathing him/her,o,FullEventful
980,he/she is replying,v-vhs,FullEventful
981,he/she is lecturing him/her,ih-ohd,FullEventful
981,he/she is lecturing him/her,ih-ohd[perf3],FullEventful
981,he/she is lecturing him/her,ih-ohd[pres2],FullEventful
981,he/she is lecturing him/her,ih-ohd[pres2-perf3],FullEventful
983,he/she is speaking,ih-ihi,FullEventful
986,he/she is sewing it,sg-s-a[inf2],FullEventful
992,he/she is feeding him/her,oh-al,FullEventful
993,he/she is howling,sg-h,FullEventful
993,he/she is howling,sg-h[imp2],FullEventful
993,he/she is howling,hvsg-hn[inf3],FullEventful
997,he/she is leading it by a leash,stative-h,FullStative
997,he/she is leading it by a leash,stative-eh,FullStative
997,he/she is leading it by a leash,stative,FullStative
997,he/she is leading it by a leash,g-ts,InfEventful
997,he/she is leading it by a leash,sg-s-hst,InfEventful
997,he/she is leading it by a leash,sg-h,InfEventful
997,he/she is leading it by a leash,eg-vs,InfEventful
997,he/she is leading it by a leash,hih-lh,InfEventful
997,he/she is leading it by a leash,vnh-vsk[inf4],InfEventful
997,he/she is leading it by a leash,oh-al,InfEventful
997,he/she is leading it by a leash,v-vhs,InfEventful
1014,he/she is leading him/her by the hand,eg-vs,FullEventful
1014,he/she is leading him/her by the hand,eg-vs[pres2],FullEventful
1015,he/she is agreeing with him/her,eh-el,FullEventful
1015,he/she is agreeing with him/her,eh-el[imp2],FullEventful
1017,he/she is recognizing him/her,hg-hts,FullEventful
1018,he/she understands it,hg-hts,FullEventful
1021,he/she is getting full,sg-s-hi-hihst,FullEventful
1021,he/she is getting full,sg-s-hst[imp2],FullEventful
1021,he/she is getting full,sg-s-hst,FullEventful
1022,he/she is making it,vnh-vsk,FullEventful
1022,he/she is making it,vnh-vsk[inf3],FullEventful
1023,he/she is making it fall (refers to a round‚ long object),ih-ohd,FullEventful
1023,he/she is making it fall (refers to a round‚ long object),ih-ohd[perf3],FullEventful
1023,he/she is making it fall (refers to a round‚ long object),ih-ohd[pres2],FullEventful
1023,he/she is making it fall (refers to a round‚ long object),ih-ohd[pres2-perf3],FullEventful
1024,it’s falling (refers to a round‚ long object),sg-s-hi-hihst,FullEventful
1024,it’s falling (refers to a round‚ long object),sg-s-hst[imp2],FullEventful
1024,it’s falling (refers to a round‚ long object),sg-s-hst,FullEventful
1027,he/she is writing it,i-vka,FullEventful
1030,he/she is pulling a trigger,rev-e,FullEventful
1038,he/she is batting it,ih-il,FullEventful
1040,he/she is saying to him/her,eh-el,FullEventful
1040,he/she is saying to him/her,eh-el[imp2],FullEventful
1041,it’s swelling,sg-s-hi-hihst,FullEventful
1041,it’s swelling,sg-s-hst[imp2],FullEventful
1041,it’s swelling,sg-s-hst,FullEventful
1043,he/she is building a fire,hvsg-han,FullEventful
1044,he/she is unhitching him/her,rev-e,FullEventful
1045,he/she is hitching him/her up,vsk,FullEventful
1045,he/she is hitching him/her up,vsk[imp2],FullEventful
1050,he/she is putting a handle on a tool,hvsg-han,FullEventful
1052,he/she is washing it,o,FullEventful
1053,he/she is accusing him/her,ih-ohd,FullEventful
1053,he/she is accusing him/her,ih-ohd[perf3],FullEventful
1053,he/she is accusing him/her,ih-ohd[pres2],FullEventful
1053,he/she is accusing him/her,ih-ohd[pres2-perf3],FullEventful
1055,he/she is covering it,vsk,FullEventful
1055,he/she is covering it,vsk[imp2],FullEventful
1056,he/she is putting it in water,hvsg-hn,FullEventful
1056,he/she is putting it in water,hvsg-hn[inf2],FullEventful
1060,he/she is picking him/her up,rev-e,FullEventful
1061,it’s snowing,ih-ohd[perf2],FullEventful
1061,it’s snowing,ih-ohd[pres2-perf2],FullEventful
1061,it’s snowing,stative,FullStative
1061,it’s snowing,hvsg-hn,InfEventful
1061,it’s snowing,hvsg-hn[inf2],InfEventful
1061,it’s snowing,hvsg-hn[inf4],InfEventful
1061,it’s snowing,vhvsg,InfEventful
1061,it’s snowing,eh-a,InfEventful
1061,it’s snowing,ih-ohd,InfEventful
1061,it’s snowing,ih-vh,InfEventful
1061,it’s snowing,vnh-ih-a,InfEventful
1063,he/she is sifting it,ih-ohd,FullEventful
1063,he/she is sifting it,ih-ohd[perf3],FullEventful
1063,he/she is sifting it,ih-ohd[pres2],FullEventful
1063,he/she is sifting it,ih-ohd[pres2-perf3],FullEventful
1064,it’s leaking,sg-s-hst,FullEventful
1064,it’s leaking,stative,FullStative
1064,it’s leaking,g-ts,InfEventful
1064,it’s leaking,sg-s-hst,InfEventful
1064,it’s leaking,sg-h,InfEventful
1064,it’s leaking,hih-lh,InfEventful
1064,it’s leaking,oh-al,InfEventful
1067,he/she is alive,stative-h,FullStative
1067,he/she is alive,stative,FullStative
1070,he/she is hitting him/her,hih-hil[imp2],FullEventful
1071,he/she is cooking it (refers to a specific food),ih-ohd,FullEventful
1071,he/she is cooking it (refers to a specific food),ih-ohd[perf3],FullEventful
1071,he/she is cooking it (refers to a specific food),ih-ohd[pres2],FullEventful
1071,he/she is cooking it (refers to a specific food),ih-ohd[pres2-perf3],FullEventful
1076,he/she is frying it,hvsg-han,FullEventful
1078,he/she is melting it,ih-ohd,FullEventful
1078,he/she is melting it,ih-ohd[perf3],FullEventful
1078,he/she is melting it,ih-ohd[pres2],FullEventful
1078,he/she is melting it,ih-ohd[pres2-perf3],FullEventful
1079,it’s melting,sg-s-hi-hihst,FullEventful
1079,it’s melting,sg-s-hst[imp2],FullEventful
1079,it’s melting,sg-s-hst,FullEventful
1081,he/she is sweeping it,sg-h,FullEventful
1081,he/she is sweeping it,sg-h[imp2],FullEventful
1082,it’s becoming done (refers to by cooking),sg-s-hi-hihst,FullEventful
1083,he/she is hiding it,hvsg-han,FullEventful
1084,he/she is hiding it (refers to a long object),i-a-i,FullEventful
1085,he/she is hiding him/her (refers to a flexible object),vsk,FullEventful
1085,he/she is hiding him/her (refers to a flexible object),vsk[imp2],FullEventful
1086,he/she is cracking it,o,FullEventful
1087,he/she is putting it into a fire,hvsg-han,FullEventful
1088,he/she is soaking it (refers to a flexible object),hvsg-han,FullEventful
1119,he/she is returning,hg-hts,FullEventful
1221,he/she is ascending an incline,sg-s-hi-hihst,FullEventful
1221,he/she is ascending an incline,sg-s-hst[imp2],FullEventful
1221,he/she is ascending an incline,sg-s-hst,FullEventful
1224,he/she is making him/her angry,ih-ohd,FullEventful
1224,he/she is making him/her angry,ih-ohd[perf3],FullEventful
1224,he/she is making him/her angry,ih-ohd[pres2],FullEventful
1224,he/she is making him/her angry,ih-ohd[pres2-perf3],FullEventful
1227,he/she is rooting it out,ih-vh,FullEventful
1229,he/she is cold,g-ts,FullEventful
1230,he/she is speaking,g-ts,FullEventful
1231,he/she is prying it,ih-vh,FullEventful
1232,he/she is accumulating it,o,FullEventful
1233,it’s accumulating,g-ts,FullEventful
1233,it’s accumulating,g-ts[inf2],FullEventful
1234,he/she is mentioning it,ih-ohd,FullEventful
1234,he/she is mentioning it,ih-ohd[perf3],FullEventful
1234,he/she is mentioning it,ih-ohd[pres2],FullEventful
1234,he/she is mentioning it,ih-ohd[pres2-perf3],FullEventful
1235,it’s contaminated (refers to contaminated by visible foreign matter),stative-h,FullStative
1235,it’s contaminated (refers to contaminated by visible foreign matter),stative,FullStative
1236,he/she is contaminating it (refers to contaminated by visible foreign matter),hvsg-han,FullEventful
1241,he/she is collecting from him/her,hvsg-han,FullEventful
1246,he/she is telling it,eh-hehl,FullEventful
1247,he/she is omitting him/her,a,FullEventful
1249,he/she is fanning him/her,eh-eh,FullEventful
1249,he/she is fanning him/her,eh-a,FullEventful
1253,it’s misting,i-a-i,FullEventful
1253,it’s misting,stative,FullStative
1253,it’s misting,g-ts,InfEventful
1253,it’s misting,sg-s-hst,InfEventful
1253,it’s misting,sg-h,InfEventful
1253,it’s misting,ih-il,InfEventful
1253,it’s misting,hih-lh,InfEventful
1253,it’s misting,i-a-i,InfEventful
1253,it’s misting,oh-al,InfEventful
1253,it’s misting,rev-i,InfEventful
1254,he/she is straining it,ih-ohd,FullEventful
1254,he/she is straining it,ih-ohd[perf3],FullEventful
1254,he/she is straining it,ih-ohd[pres2],FullEventful
1254,he/she is straining it,ih-ohd[pres2-perf3],FullEventful
1256,he/she is curing him/her,i-vka,FullEventful
1258,he/she is breathing,rev-e,FullEventful
1261,he/she is parting with him/her (refers to in death),g-ts,FullEventful
1261,he/she is parting with him/her (refers to in death),g-ts[inf2],FullEventful
1262,he/she is using it,ih-ohd,FullEventful
1262,he/she is using it,ih-ohd[perf3],FullEventful
1262,he/she is using it,ih-ohd[pres2],FullEventful
1262,he/she is using it,ih-ohd[pres2-perf3],FullEventful
1263,he/she is putting out a fire,i-a-i,FullEventful
1264,he/she is sharpening it,ih-vh,FullEventful
1264,he/she is sharpening it,ih-vh[inf2],FullEventful
1265,it is going out (refers to fire‚ light),sg-s-hi-hihst,FullEventful
1265,it is going out (refers to fire‚ light),sg-s-hst[imp2],FullEventful
1265,it is going out (refers to fire‚ light),sg-s-hst,FullEventful
1266,he/she is putting it into a fire (refers to a flexible object),vsk,FullEventful
1266,he/she is putting it into a fire (refers to a flexible object),vsk[imp2],FullEventful
1266,he/she is putting it into a fire (refers to a flexible object),vsk-long,FullEventful
1266,he/she is putting it into a fire (refers to a flexible object),vsk-long[imp2],FullEventful
1266,he/she is putting it into a fire (refers to a flexible object),vsk-post-v,FullEventful
1267,he/she is mingling with a group,oh-ol-a,FullEventful
1270,he/she is linking it,hvsg-han,FullEventful
1285,it is hanging (refers to a long object),stative,FullStative
1286,he/she is hanging it up (refers to a long object),i-a-i,FullEventful
1301,there are (a number of three or more must be specified),stative,FullStative
1308,he/she is taking it off,rev-e,FullEventful
1309,he/she is putting it on,ih-ohd,FullEventful
1309,he/she is putting it on,ih-ohd[perf3],FullEventful
1309,he/she is putting it on,ih-ohd[pres2],FullEventful
1309,he/she is putting it on,ih-ohd[pres2-perf3],FullEventful
1323,he/she has something on (refers to objects),stative,FullStative
1450,he/she is in prayer,stative,FullStative
1450,he/she is in prayer,hvsg-hn,InfEventful
1450,he/she is in prayer,hvsg-hn[inf2],InfEventful
1450,he/she is in prayer,hvsg-hn[inf4],InfEventful
1450,he/she is in prayer,vhvsg,InfEventful
1450,he/she is in prayer,eh-a,InfEventful
1450,he/she is in prayer,ih-ohd,InfEventful
1450,he/she is in prayer,ih-vh,InfEventful
1450,he/she is in prayer,vnh-ih-a,InfEventful
1451,he/she loves,stative-s,FullStative
1451,he/she loves,stative,FullStative
1451,he/she loves,hvsg-han,InfEventful
1451,he/she loves,hvsg-hn[inf2],InfEventful
1451,he/she loves,vhvsg,InfEventful
1451,he/she loves,eh-a,InfEventful
1451,he/she loves,ih-vh,InfEventful
1451,he/she loves,vnh-ih-a,InfEventful
1459,it’s wrinkled,stative-s,FullStative
1459,it’s wrinkled,stative,FullStative
1462,he/she feels,stative-h,FullStative
1462,he/she feels,stative,FullStative
1462,he/she feels,g-ts,InfEventful
1462,he/she feels,sg-s-hst,InfEventful
1462,he/she feels,sg-h,InfEventful
1462,he/she feels,ih-il,InfEventful
1462,he/she feels,hih-lh,InfEventful
1462,he/she feels,i-a-i,InfEventful
1462,he/she feels,oh-al,InfEventful
1462,he/she feels,rev-i,InfEventful
1470,it’s in view,stative-h,FullStative
1470,it’s in view,stative,FullStative
1470,it’s in view,hvsg-han,InfEventful
1470,it’s in view,hvsg-hn[inf2],InfEventful
1470,it’s in view,vhvsg,InfEventful
1470,it’s in view,eh-a,InfEventful
1470,it’s in view,ih-vh,InfEventful
1470,it’s in view,vnh-ih-a,InfEventful
1471,he/she is throwing it,eg-invs,FullEventful
1471,he/she is throwing it,stative,StativeNoImp
1471,he/she is throwing it,eg-invs,ImpInfEventful
1476,he/she is having a birthday,ih-vh,FullEventful
1476,he/she is having a birthday,stative,StativeNoImp
1476,he/she is having a birthday,eh-a,ImpInfEventful
1476,he/she is having a birthday,ih-vh,ImpInfEventful
1476,he/she is having a birthday,vnh-ih-a,ImpInfEventful
1478,it’s hot,stative-k,FullStative
1478,it’s hot,stative,FullStative
1479,he/she has a fever,stative-k,StativeNoImp
1479,he/she has a fever,stative,StativeNoImp
1479,he/she has a fever,sg-s-hst[imp2],ImpInfEventful
1479,he/she has a fever,sg-s-hst,ImpInfEventful
1479,he/she has a fever,sg-h[imp2],ImpInfEventful
1480,he/she is in hiding,stative-h,FullStative
1480,he/she is in hiding,stative,FullStative
1480,he/she is in hiding,hvsg-han,InfEventful
1480,he/she is in hiding,hvsg-hn[inf2],InfEventful
1480,he/she is in hiding,vhvsg,InfEventful
1480,he/she is in hiding,eh-a,InfEventful
1480,he/she is in hiding,ih-vh,InfEventful
1480,he/she is in hiding,vnh-ih-a,InfEventful
1481,he/she is getting well,sg-s-hi-hihst,FullEventful
1481,he/she is getting well,stative,StativeNoImp
1481,he/she is getting well,sg-s-hi-hihst,ImpInfEventful
1481,he/she is getting well,sg-s-hst,ImpInfEventful
1481,he/she is getting well,sg-h[imp2],ImpInfEventful
1481,he/she is getting well,rev-i,ImpInfEventful
1483,there’s an opening,stative,FullStative
1484,he/she has time,eh-el,FullEventful
1484,he/she has time,eh-el[imp2],FullEventful
1484,he/she has time,eh-el[imp3],FullEventful
1484,he/she has time,stative,StativeNoImp
1484,he/she has time,eh-el,ImpInfEventful
1484,he/she has time,eh-el[imp2],ImpInfEventful
1484,he/she has time,eh-el[imp3],ImpInfEventful
1485,he/she is disbelieving,eh-el,FullEventful
1485,he/she is disbelieving,eh-el[imp2],FullEventful
1485,he/she is disbelieving,stative,StativeNoImp
1485,he/she is disbelieving,eh-el,ImpInfEventful
1485,he/she is disbelieving,eh-el[imp2],ImpInfEventful
1487,he/she is taking revenge,g-ts,FullEventful
1487,he/she is taking revenge,g-ts[inf2],FullEventful
1487,he/she is taking revenge,stative,StativeNoImp
1487,he/she is taking revenge,g-ts,ImpInfEventful
1487,he/she is taking revenge,g-ts[inf2],ImpInfEventful
1487,he/she is taking revenge,sg-s-hst,ImpInfEventful
1487,he/she is taking revenge,sg-h[imp2],ImpInfEventful
1487,he/she is taking revenge,rev-i,ImpInfEventful
1489,he/she is wearing an earring,stative,FullStative
1493,he/she is sick,stative-k,StativeNoImp
1493,he/she is sick,stative,StativeNoImp
1493,he/she is sick,g-ts,ImpInfEventful
1493,he/she is sick,g-ts[inf2],ImpInfEventful
1493,he/she is sick,sg-s-hst,ImpInfEventful
1493,he/she is sick,sg-h[imp2],ImpInfEventful
1493,he/she is sick,rev-i,ImpInfEventful
1505,he/she is standing in liquid,stative-s,FullStative
1505,he/she is standing in liquid,stative,FullStative
1505,he/she is standing in liquid,hvsg-hn,InfEventful
1505,he/she is standing in liquid,hvsg-hn[inf2],InfEventful
1505,he/she is standing in liquid,vhvsg,InfEventful
1505,he/she is standing in liquid,eh-a,InfEventful
1505,he/she is standing in liquid,ih-vh,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,InfEventful
1507,he/she wants it,ih-vh,FullEventful
1507,he/she wants it,stative,StativeNoImp
1507,he/she wants it,eh-a,ImpInfEventful
1507,he/she wants it,ih-vh,ImpInfEventful
1507,he/she wants it,vnh-ih-a,ImpInfEventful
1508,he/she is willing,stative,FullStative
1514,he/she is becoming warm,sg-s-hi-hihst,FullEventful
1514,he/she is becoming warm,sg-s-hst[imp2],FullEventful
1514,he/she is becoming warm,sg-s-hst,FullEventful
1514,he/she is becoming warm,stative,StativeNoImp
1514,he/she is becoming warm,sg-s-hi-hihst,ImpInfEventful
1514,he/she is becoming warm,sg-s-hst[imp2],ImpInfEventful
1514,he/she is becoming warm,sg-s-hst,ImpInfEventful
1514,he/she is becoming warm,sg-h[imp2],ImpInfEventful
1514,he/she is becoming warm,rev-i,ImpInfEventful
1516,he/she is possessive of him/her,stative-s,FullStative
1516,he/she is possessive of him/her,stative,FullStative
1516,he/she is possessive of him/her,hvsg-han,InfEventful
1516,he/she is possessive of him/her,hvsg-hn[inf2],InfEventful
1516,he/she is possessive of him/her,vhvsg,InfEventful
1516,he/she is possessive of him/her,eh-a,InfEventful
1516,he/she is possessive of him/her,ih-vh,InfEventful
1516,he/she is possessive of him/her,vnh-ih-a,InfEventful
1523,he/she is late,g-ts,FullEventful
1523,he/she is late,stative,StativeNoImp
1523,he/she is late,g-ts,ImpInfEventful
1523,he/she is late,sg-s-hst,ImpInfEventful
1523,he/she is late,sg-h[imp2],ImpInfEventful
1524,it’s decaying,sg-s-hi-hihst,FullEventful
1524,it’s decaying,sg-s-hst[imp2],FullEventful
1524,it’s decaying,sg-s-hst,FullEventful
1524,it’s decaying,stative,StativeNoImp
1524,it’s decaying,sg-s-hi-hihst,ImpInfEventful
1524,it’s decaying,sg-s-hst[imp2],ImpInfEventful
1524,it’s decaying,sg-s-hst,ImpInfEventful
1524,it’s decaying,sg-h[imp2],ImpInfEventful
1524,it’s decaying,rev-i,ImpInfEventful
1530,he/she has an object (refers to a solid object),stative-h,FullStative
1530,he/she has an object (refers to a solid object),stative,FullStative
1531,he/she is yawning,eh-eh,FullEventful
1531,he/she is yawning,eh-a,FullEventful
1531,he/she is yawning,stative,StativeNoImp
1531,he/she is yawning,eh-eh,ImpInfEventful
1531,he/she is yawning,eh-a,ImpInfEventful
1531,he/she is yawning,eh-el[imp4],ImpInfEventful
1531,he/she is yawning,ih-vh,ImpInfEventful
1531,he/she is yawning,vnh-ih-a,ImpInfEventful
1534,he/she is having trouble breathing,ih-ohd,FullEventful
1534,he/she is having trouble breathing,ih-ohd[perf3],FullEventful
1534,he/she is having trouble breathing,ih-ohd[pres2],FullEventful
1534,he/she is having trouble breathing,ih-ohd[pres2-perf3],FullEventful
1534,he/she is having trouble breathing,stative,StativeNoImp
1534,he/she is having trouble breathing,eh-a,ImpInfEventful
1534,he/she is having trouble breathing,ih-ohd,ImpInfEventful
1534,he/she is having trouble breathing,ih-vh,ImpInfEventful
1534,he/she is having trouble breathing,vnh-ih-a,ImpInfEventful
1535,there is dew,stative-h,FullStative
1535,there is dew,stative,FullStative
1536,he/she is lonesome,eh-el,FullEventful
1536,he/she is lonesome,eh-el[imp2],FullEventful
1536,he/she is lonesome,stative,StativeNoImp
1536,he/she is lonesome,eh-el,ImpInfEventful
1536,he/she is lonesome,eh-el[imp2],ImpInfEventful
1537,it’s lonesome,stative,FullStative
1544,he/she is becoming angry,g-ts,FullEventful
1544,he/she is becoming angry,g-ts[inf2],FullEventful
1544,he/she is becoming angry,stative,StativeNoImp
1544,he/she is becoming angry,g-ts,ImpInfEventful
1544,he/she is becoming angry,g-ts[inf2],ImpInfEventful
1544,he/she is becoming angry,sg-s-hst,ImpInfEventful
1544,he/she is becoming angry,sg-h[imp2],ImpInfEventful
1544,he/she is becoming angry,rev-i,ImpInfEventful
1545,he/she is angry,stative-s,FullStative
1545,he/she is angry,stative,FullStative
1548,he/she is stubbing his/her toe,o,FullEventful
1548,he/she is stubbing his/her toe,stative,StativeNoImp
1548,he/she is stubbing his/her toe,sg-s-hst,ImpInfEventful
1548,he/she is stubbing his/her toe,sg-h,ImpInfEventful
1548,he/she is stubbing his/her toe,sg-h[imp2],ImpInfEventful
1548,he/she is stubbing his/her toe,o,ImpInfEventful
1551,he/she has a chill,ih-ohd,FullEventful
1551,he/she has a chill,ih-ohd[perf3],FullEventful
1551,he/she has a chill,ih-ohd[pres2],FullEventful
1551,he/she has a chill,ih-ohd[pres2-perf3],FullEventful
1551,he/she has a chill,stative,StativeNoImp
1551,he/she has a chill,eh-a,ImpInfEventful
1551,he/she has a chill,ih-ohd,ImpInfEventful
1551,he/she has a chill,ih-vh,ImpInfEventful
1551,he/she has a chill,vnh-ih-a,ImpInfEventful
1554,he/she is in bed,stative-h,FullStative
1554,he/she is in bed,stative,FullStative
1557,he/she is wearing a shirt,stative,FullStative
1561,he/she is buying it,sg-s-hi-hihst,FullEventful
1561,he/she is buying it,sg-s-hst[imp2],FullEventful
1561,he/she is buying it,sg-s-hst,FullEventful
1561,he/she is buying it,stative,StativeNoImp
1561,he/she is buying it,sg-s-hi-hihst,ImpInfEventful
1561,he/she is buying it,sg-s-hst[imp2],ImpInfEventful
1561,he/she is buying it,sg-s-hst,ImpInfEventful
1561,he/she is buying it,sg-h[imp2],ImpInfEventful
1561,he/she is buying it,rev-i,ImpInfEventful
1563,he/she is looking for it,oh-al,FullEventful
1563,he/she is looking for it,stative,StativeNoImp
1563,he/she is looking for it,sg-s-a[inf2],ImpInfEventful
1563,he/she is looking for it,sg-h,ImpInfEventful
1563,he/she is looking for it,sg-h[imp2],ImpInfEventful
1563,he/she is looking for it,hih-hil,ImpInfEventful
1563,he/she is looking for it,oh-al,ImpInfEventful
1564,he/she is afloat,stative-s,StativeNoImp
1564,he/she is afloat,stative,StativeNoImp
1564,he/she is afloat,hvsg-hn,ImpInfEventful
1564,he/she is afloat,hvsg-hn[inf2],ImpInfEventful
1564,he/she is afloat,eh-a,ImpInfEventful
1564,he/she is afloat,ih-vh,ImpInfEventful
1564,he/she is afloat,vnh-ih-a,ImpInfEventful
1569,it is cold (refers to weather),stative,FullStative
1570,he/she has a cold,ih-vh,FullEventful
1570,he/she has a cold,stative,StativeNoImp
1570,he/she has a cold,eh-a,ImpInfEventful
1570,he/she has a cold,ih-vh,ImpInfEventful
1570,he/she has a cold,vnh-ih-a,ImpInfEventful
1571,he/she is choking on it,stative,StativeNoImp
1572,he/she is getting drunk,e-aka,FullEventful
1572,he/she is getting drunk,stative,StativeNoImp
1572,he/she is getting drunk,sg-s-hst,ImpInfEventful
1572,he/she is getting drunk,sg-h,ImpInfEventful
1572,he/she is getting drunk,sg-h[imp2],ImpInfEventful
1572,he/she is getting drunk,e-aka,ImpInfEventful
1572,he/she is getting drunk,hih-lh,ImpInfEventful
1572,he/she is getting drunk,oh-al,ImpInfEventful
1572,he/she is getting drunk,oh-al[imp2],ImpInfEventful
1576,he/she is inside it,stative-a',FullStative
1576,he/she is inside it,stative,FullStative
1580,he/she is grinning,stative,StativeNoImp
1580,he/she is grinning,eh-a,ImpInfEventful
1580,he/she is grinning,ih-ohd,ImpInfEventful
1580,he/she is grinning,ih-vh,ImpInfEventful
1580,he/she is grinning,vnh-ih-a,ImpInfEventful
1585,it’s rattling,stative-h,StativeNoImp
1585,it’s rattling,stative,StativeNoImp
1585,it’s rattling,hvsg-han,ImpInfEventful
1585,it’s rattling,eh-a,ImpInfEventful
1585,it’s rattling,ih-vh,ImpInfEventful
1585,it’s rattling,vnh-ih-a,ImpInfEventful
1592,it’s sticking out,stative-h,FullStative
1592,it’s sticking out,stative,FullStative
1592,it’s sticking out,hvsg-han,InfEventful
1592,it’s sticking out,hvsg-hn[inf2],InfEventful
1592,it’s sticking out,vhvsg,InfEventful
1592,it’s sticking out,eh-a,InfEventful
1592,it’s sticking out,ih-vh,InfEventful
1592,it’s sticking out,vnh-ih-a,InfEventful
1593,he/she is watching him/her,stative,FullStative
1593,he/she is watching him/her,hvsg-hn,InfEventful
1593,he/she is watching him/her,hvsg-hn[inf2],InfEventful
1593,he/she is watching him/her,hvsg-hn[inf4],InfEventful
1593,he/she is watching him/her,vhvsg,InfEventful
1593,he/she is watching him/her,eh-a,InfEventful
1593,he/she is watching him/her,ih-ohd,InfEventful
1593,he/she is watching him/her,ih-vh,InfEventful
1593,he/she is watching him/her,vnh-ih-a,InfEventful
1597,it’s foggy,stative,FullStative
1599,he/she is not having luck at hunting,eg-vs,FullEventful
1599,he/she is not having luck at hunting,eg-vs[pres2],FullEventful
1599,he/she is not having luck at hunting,stative,StativeNoImp
1599,he/she is not having luck at hunting,sg-s-hst,ImpInfEventful
1599,he/she is not having luck at hunting,sg-h,ImpInfEventful
1599,he/she is not having luck at hunting,sg-h[imp2],ImpInfEventful
1599,he/she is not having luck at hunting,eg-vs,ImpInfEventful
1599,he/she is not having luck at hunting,hih-lh,ImpInfEventful
1599,he/she is not having luck at hunting,oh-al,ImpInfEventful
1602,he/she is losing his/her way,hih-lh,FullEventful
1602,he/she is losing his/her way,stative-h,StativeNoImp
1602,he/she is losing his/her way,stative,StativeNoImp
1602,he/she is losing his/her way,a,ImpInfEventful
1602,he/she is losing his/her way,sg-s-hst,ImpInfEventful
