corpus_id,definition,class,scope,prediction
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,hvsg-hn,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,ih-vh,reconstructs,InfEventful
1505,he/she is standing in liquid,stative-s,reconstructs,FullStative
1505,he/she is standing in liquid,stative-s,reconstructs,FullStative
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vhvsg,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1505,he/she is standing in liquid,vnh-ih-a,reconstructs,InfEventful
1507,he/she wants it,eh-a,reconstructs,ImpInfEventful
1507,he/she wants it,eh-a,reconstructs,ImpInfEventful
1507,he/she wants it,eh-a,reconstructs,ImpInfEventful
1507,he/she wants it,ih-vh,reconstructs,FullEventful
1507,he/she wants it,ih-vh,reconstructs,ImpInfEventful
1507,he/she wants it,ih-vh,reconstructs,ImpInfEventful
1507,he/she wants it,ih-vh,reconstructs,FullEventful
1507,he/she wants it,ih-vh,reconstructs,ImpInfEventful
1507,he/she wants it,vnh-ih-a,reconstructs,ImpInfEventful
1507,he/she wants it,vnh-ih-a,reconstructs,ImpInfEventful
1507,he/she wants it,vnh-ih-a,reconstructs,ImpInfEventful
1508,he/she is willing,stative,reconstructs,FullStative
1508,he/she is willing,stative,reconstructs,FullStative
1514,he/she is becoming warm,rev-i,reconstructs,ImpInfEventful
1514,he/she is becoming warm,rev-i,reconstructs,ImpInfEventful
1514,he/she is becoming warm,sg-h[imp2],reconstructs,ImpInfEventful
1514,he/she is becoming warm,sg-h[imp2],reconstructs,ImpInfEventful
1514,he/she is becoming warm,sg-s-hi-hihst,reconstructs,ImpInfEventful
1514,he/she is becoming warm,sg-s-hi-hihst,reconstructs,FullEventful
1514,he/she is becoming warm,sg-s-hi-hihst,reconstructs,ImpInfEventful
1514,he/she is becoming warm,sg-s-hst,reconstructs,ImpInfEventful
1514,he/she is becoming warm,sg-s-hst,reconstructs,ImpInfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,eh-a,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,hvsg-han,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,ih-vh,reconstructs,InfEventful
1516,he/she is possessive of him/her,stative-s,reconstructs,FullStative
