corpus_id,form_name,surface,segmented
498,imperfective,athvhsko'i,a->athv-hsk-o'i
498,infinitive,uthvhihsti,u->athv-hihst-i
498,perfective,uthvhsv'i,u->athv-hs-v'i
498,present,athvhska,a->athv-hsk-a
498,present_1sg,ka'tvhska,k-a'tv-hsk-a
502,imperfective,aya'o'i,a-y-a'-o'i
502,present,aya'a,a-y-a'-a
502,present_1sg,tsiya'a,tsi-y-a'-a
507,imperative,hiyeki,hi-ye-ki
507,imperfective,ayeko'i,a-ye-k-o'i
507,infinitive,uye'ihsti,u-ye-'ihst-i
507,perfective,uyetsv'i,u-ye-ts-v'i
507,present,ayeka,a-ye-k-a
507,present_1sg,tsiyeka,tsi-ye-k-a
509,imperative,hiye'ihsta,hi-ye'ihst-a
509,imperfective,aye'ihstihsko'i,a-ye'ihst-ihsk-o'i
509,infinitive,uye'ihstohti,u-ye'ihst-oht-i
509,perfective,uye'ihsthanv'i,u-ye'ihst-han-v'i
509,present,aye'ihstiha,a-ye'ihst-ih-a
509,present_1sg,tsiye'ihstiha,tsi-ye'ihst-ih-a
511,imperative,hiyvta,hi-yvt-a
511,imperfective,ayhtihsko'i,a-yht-ihsk-o'i
511,infinitive,uyhtohti,u-yht-oht-i
511,perfective,uyhthanv'i,u-yht-han-v'i
511,present,ayhtiha,a-yht-ih-a
511,present_1sg,tsiyvtiha,tsi-yvt-ih-a
513,imperative,hiya,hi-y-a
513,imperfective,ayihsko'i,a-y-ihsk-o'i
513,infinitive,uyhti,u-y-ht-i
513,perfective,uyvhv'i,u-y-vh-v'i
513,present,ayiha,a-y-ih-a
513,present_1sg,tsiyi'a,tsi-y-i'-a
515,imperative,hiyoki,hi-yo-ki
515,imperfective,ayoko'i,a-yo-k-o'i
515,infinitive,uyoyhsti,u-yo-yhst-i
515,perfective,uyotsv'i,u-yo-ts-v'i
515,present,ayoka,a-yo-k-a
515,present_1sg,tsiyoka,tsi-yo-k-a
516,imperative,hiyo'a,hi-yo-'a
516,imperfective,ayohiho'i,a-yo-hih-o'i
516,infinitive,uyohsti,u-yo-hst-i
516,perfective,uyolhv'i,u-yo-lh-v'i
516,present,ayohiha,a-yo-hih-a
516,present_1sg,tsiyo'iha,tsi-yo-'ih-a
519,imperative,hiyolhvka,hi-yol-hvka
519,imperfective,ayolhvhsko'i,a-yol-hvhsk-o'i
519,infinitive,uyolhvhsti,u-yol-hvhst-i
519,perfective,uyolhanv'i,u-yol-han-v'i
519,present,ayolhvhska,a-yol-hvhsk-a
519,present_1sg,tsiyolvhska,tsi-yol-vhsk-a
521,imperative,hiyohuhi,hi-yohu-hi
521,imperfective,ayohuhsko'i,a-yohu-hsk-o'i
521,infinitive,uyohuhihsti,u-yohu-hihst-i
521,perfective,uyohuhsv'i,u-yohu-hs-v'i
521,present,ayohuhska,a-yohu-hsk-a
521,present_1sg,tsiyo'uhska,tsi-yo'u-hsk-a
523,imperative,hiyolika,hi-yol-ika
523,imperfective,ayoliho'i,a-yol-ih-o'i
523,infinitive,uyolihsti,u-yol-ihst-i
523,perfective,uyolilv'i,u-yol-il-v'i
523,present,ayoliha,a-yol-ih-a
523,present_1sg,tsiyoliha,tsi-yol-ih-a
524,imperative,hiyohsta,hi-yohst-a
524,imperfective,ayohstihsko'i,a-yohst-ihsk-o'i
524,infinitive,uyohstohti,u-yohst-oht-i
524,perfective,uyohsthanv'i,u-yohst-han-v'i
524,present,ayohstiha,a-yohst-ih-a
524,present_1sg,tsiyohstiha,tsi-yohst-ih-a
526,imperative,hiyohsthanonha,hi-yohsthan-onha
526,imperfective,ayohsthanohvhsko'i,a-yohsthan-ohvhsk-o'i
526,infinitive,uyohsthanohvhsti,u-yohsthan-ohvhst-i
526,perfective,uyohsthanonhv'i,u-yohsthan-onh-v'i
526,present,ayohsthanohvhska,a-yohsthan-ohvhsk-a
526,present_1sg,tsiyohsthanohvhska,tsi-yohsthan-ohvhsk-a
529,imperative,hiyvha,hi-yv-ha
529,imperfective,ayvhiho'i,a-yv-hih-o'i
529,infinitive,uyvhsti,u-yv-hst-i
529,perfective,uyvlhv'i,u-yv-lh-v'i
529,present,ayvhiha,a-yv-hih-a
529,present_1sg,tsiyv'iha,tsi-yv-'ih-a
530,imperative,hiyvwhahtha,hi-yvwhahth-a
530,imperfective,ayvwhahthihsko'i,a-yvwhahth-ihsk-o'i
530,infinitive,uyvwhahthvhti,u-yvwhahth-vht-i
530,perfective,uyvwhahthvhv'i,u-yvwhahth-vh-v'i
530,present,ayvwhahthiha,a-yvwhahth-ih-a
530,present_1sg,tsiyvwahthiha,tsi-yvwahth-ih-a
531,imperative,hiyvwhita,hi-yvwhit-a
531,imperfective,ayvwhitihsko'i,a-yvwhit-ihsk-o'i
531,infinitive,uyvwhithti,u-yvwhit-ht-i
531,perfective,uyvwhitvhv'i,u-yvwhit-vh-v'i
531,present,ayvwhitiha,a-yvwhit-ih-a
531,present_1sg,tsiyvwitiha,tsi-yvwit-ih-a
539,imperative,thatanhawhsta,t-h-atanhawhst-a
539,imperfective,tatanhawhstihsko'i,t-a->atanhawhst-ihsk-o'i
539,infinitive,tsutanhawhstohti,ts-u->atanhawhst-oht-i
539,perfective,tutanhawhsthanv'i,t-u->atanhawhst-han-v'i
539,present,tatanhawhstiha,t-a->atanhawhst-ih-a
539,present_1sg,tekatanawhstiha,te-k-atanawhst-ih-a
541,imperative,thatanhehsaka,t-h-ata-nhehs-aka
541,imperfective,tatanhehsehsko'i,t-a->ata-nhehs-ehsk-o'i
541,infinitive,tsutanhehsehsti,ts-u->ata-nhehs-ehst-i
541,perfective,tutanhehsa'v'i,t-u->ata-nhehs-a'-v'i
541,present,tatanhehse'a,t-a->ata-nhehs-e'-a
541,present_1sg,tekatanehse'a,te-k-ata-nehs-e'-a
542,imperative,thiyatanilvki,t-hiy-atanilv-ki
542,imperfective,tatanilvko'i,t-a->atanilv-k-o'i
542,infinitive,tsutanilvhsti,ts-u->atanilv-hst-i
542,perfective,tutanilvtsv'i,t-u->atanilv-ts-v'i
542,present,tatanilvka,t-a->atanilv-k-a
542,present_1sg,tetsiyatanilvka,te-tsiy-atanilv-k-a
543,imperative,thatanvtihsta,t-h-ata-nvtihst-a
543,imperfective,tatanvtihstihsko'i,t-a->ata-nvtihst-ihsk-o'i
543,infinitive,tsutanvtihstohti,ts-u->ata-nvtihst-oht-i
543,perfective,tutanvtihsthanv'i,t-u->ata-nvtihst-han-v'i
543,present,tatanvtihstiha,t-a->ata-nvtihst-ih-a
543,present_1sg,tekatanvtihstiha,te-k-ata-nvtihst-ih-a
544,imperative,thatawotsa,t-h-at-aw-otsa
544,imperfective,tatawohsko'i,t-a->at-aw-ohsk-o'i
544,infinitive,tsutawohsti,ts-u->at-aw-ohst-i
544,perfective,tutawo'v'i,t-u->at-aw-o'-v'i
544,present,tatawo'a,t-a->at-aw-o'-a
544,present_1sg,tekatawo'a,te-k-at-aw-o'-a
545,imperative,thatayohi,t-h-ata-yo-hi
545,imperfective,tatayohsko'i,t-a->ata-yo-hsk-o'i
545,infinitive,tsutayohihsti,ts-u->ata-yo-hihst-i
545,perfective,tutayohsv'i,t-u->ata-yo-hs-v'i
545,present,tatayohska,t-a->ata-yo-hsk-a
545,present_1sg,tekatayohska,te-k-ata-yo-hsk-a
547,imperative,thatloyhka,t-h-atloy-hka
547,imperfective,tatloyhiho'i,t-a->atloy-hih-o'i
547,infinitive,tsutloyhsti,ts-u->atloy-hst-i
547,perfective,tutloyhilv'i,t-u->atloy-hil-v'i
547,present,tatloyhiha,t-a->atloy-hih-a
547,present_1sg,tekatloyiha,te-k-atloy-ih-a
550,imperative,thikvwalhta,t-hi-kvwalht-a
550,imperfective,takvwalhtihsko'i,t-a-kvwalht-ihsk-o'i
550,infinitive,tsukvwalhtohti,ts-u-kvwalht-oht-i
550,perfective,tukvwalhthanv'i,t-u-kvwalht-han-v'i
550,present,takvwalhtiha,t-a-kvwalht-ih-a
550,present_1sg,tetsikvwalotiha,te-tsi-kvwalot-ih-a
552,imperative,thalhihkvla,t-h-alhihk-vla
552,imperfective,talhihkehsko'i,t-a->alhihk-ehsk-o'i
552,infinitive,tsulhihkehti,ts-u->alhihk-eht-i
552,perfective,tulhihkehv'i,t-u->alhihk-eh-v'i
552,present,talhihkeha,t-a->alhihk-eh-a
552,present_1sg,tekalihkeha,te-k-alihk-eh-a
553,imperative,thiyatlilohsta,t-hiy-atlilohst-a
553,imperfective,talhilohstihsko'i,t-a->alhilohst-ihsk-o'i
553,infinitive,tsulhilohstohti,ts-u->alhilohst-oht-i
553,perfective,tulhilohsthanv'i,t-u->alhilohst-han-v'i
553,present,talhilohstiha,t-a->alhilohst-ih-a
553,present_1sg,tetsiyatlilohstiha,te-tsiy-atlilohst-ih-a
554,imperative,thalhinohvla,t-h-alhi-no-hvla
554,imperfective,talhinohehsko'i,t-a->alhi-no-hehsk-o'i
554,infinitive,tsulhinohehti,ts-u->alhi-no-heht-i
554,perfective,tulhinohelhv'i,t-u->alhi-no-helh-v'i
554,present,talhinoheha,t-a->alhi-no-heh-a
554,present_1sg,tekalinoheha,te-k-ali-no-heh-a
555,imperative,thalhthatuka,t-h-al-hthat-uka
555,imperfective,talhthateko'i,t-a->al-hthat-ek-o'i
555,infinitive,tsulhthatinvti,ts-u->al-hthat-invt-i
555,perfective,tulhthatinvhsv'i,t-u->al-hthat-invhs-v'i
555,present,talhthateka,t-a->al-hthat-ek-a
555,present_1sg,tekalithateka,te-k-ali-that-ek-a
557,imperative,thanhawa'iyvna,t-h-anhaw-a'iy-vna
557,imperfective,tanhawa'iyvhsko'i,t-a->anhaw-a'iy-vhsk-o'i
557,infinitive,tsunhawa'iyvhsti,ts-u->anhaw-a'iy-vhst-i
557,perfective,tunhawa'iyvhsv'i,t-u->anhaw-a'iy-vhs-v'i
557,present,tanhawa'iyv'a,t-a->anhaw-a'iy-v'-a
557,present_1sg,tekaniwa'iyv'a,te-k-aniw-a'iy-v'-a
558,imperative,thanhawaki,t-h-anhaw-aki
558,imperfective,tanhawehsko'i,t-a->anhaw-ehsk-o'i
558,infinitive,tsunhawehsti,ts-u->anhaw-ehst-i
558,perfective,tunhawehsv'i,t-u->anhaw-ehs-v'i
558,present,tanhawe'a,t-a->anhaw-e'-a
558,present_1sg,tekaniwe'a,te-k-aniw-e'-a
559,imperative,thanhawotsa,t-h-anhaw-otsa
559,imperfective,tanhawohsko'i,t-a->anhaw-ohsk-o'i
559,infinitive,tsunhawohsti,ts-u->anhaw-ohst-i
559,perfective,tunhawo'v'i,t-u->anhaw-o'-v'i
559,present,tanhawo'a,t-a->anhaw-o'-a
559,present_1sg,tekaniwo'a,te-k-aniw-o'-a
561,imperative,thihvthvka,t-hi-hvt-hvka
561,imperfective,tahvthvhsko'i,t-a-hvt-hvhsk-o'i
561,infinitive,tsuhvthti,ts-u-hvt-ht-i
561,perfective,tuhvthanv'i,t-u-hvt-han-v'i
561,present,tahvthvhska,t-a-hvt-hvhsk-a
561,present_1sg,tetsi'vthvhska,te-tsi-'vt-hvhsk-a
562,imperative,thiyvka,t-hi-yvk-a
562,imperfective,tayhvkihsko'i,t-a-yhvk-ihsk-o'i
562,infinitive,tsuyhvkihsti,ts-u-yhvk-ihst-i
562,perfective,tuyhvkv'i,t-u-yhvk-v'i
562,present,tayhvki'a,t-a-yhvk-i'-a
562,present_1sg,tetsiyvki'a,te-tsi-yvk-i'-a
565,imperative,thikhaneka,t-hi-khane-ka
565,imperfective,takhanehiho'i,t-a-khane-hih-o'i
565,infinitive,tsukhanehsti,ts-u-khane-hst-i
565,perfective,tukhanelhv'i,t-u-khane-lh-v'i
565,present,takhanehiha,t-a-khane-hih-a
565,present_1sg,tetsikanehiha,te-tsi-kane-hih-a
566,imperative,thikhaneyha,t-hi-khaneyh-a
566,imperfective,takhaneyhihsko'i,t-a-khaneyh-ihsk-o'i
566,infinitive,tsukhaneyhvhti,ts-u-khaneyh-vht-i
566,perfective,tukhaneyhvhv'i,t-u-khaneyh-vh-v'i
566,present,takhaneyhiha,t-a-khaneyh-ih-a
566,present_1sg,tetsikaneyhiha,te-tsi-kaneyh-ih-a
567,imperative,thikanowatita,t-hi-kanowat-it-a
567,imperfective,takhanowatitoho'i,t-a-khanowat-it-oh-o'i
567,infinitive,tsukhanowatitahsti,ts-u-khanowat-it-ahst-i
567,perfective,tukhanowatitolv'i,t-u-khanowat-it-ol-v'i
567,present,takhanowatitoha,t-a-khanowat-it-oh-a
567,present_1sg,tetsikanowatitoha,te-tsi-kanowat-it-oh-a
568,imperative,thikhewaki,t-hi-khewa-ki
568,imperfective,takhewako'i,t-a-khewa-k-o'i
568,infinitive,tsukhewa'ihsti,ts-u-khewa-'ihst-i
568,perfective,tukhewatsv'i,t-u-khewa-ts-v'i
568,present,takhewaka,t-a-khewa-k-a
568,present_1sg,tetsi'kewaka,te-tsi-'kewa-k-a
571,imperative,thikhsvhsta,t-hi-khsvhst-a
571,imperfective,takhsvhstihsko'i,t-a-khsvhst-ihsk-o'i
571,infinitive,tsukhsvhstohti,ts-u-khsvhst-oht-i
571,perfective,tukhsvhsthanv'i,t-u-khsvhst-han-v'i
571,present,takhsvhstiha,t-a-khsvhst-ih-a
571,present_1sg,tetsikahsvhstiha,te-tsi-kahsvhst-ih-a
573,imperative,thakhthahsta,t-h-akhthahst-a
573,imperfective,takhthahstihsko'i,t-a->akhthahst-ihsk-o'i
573,infinitive,tsukhthahstohti,ts-u->akhthahst-oht-i
573,perfective,tukhthahsthanv'i,t-u->akhthahst-han-v'i
573,present,takhthahstiha,t-a->akhthahst-ih-a
573,present_1sg,tekakathahstiha,te-k-akathahst-ih-a
574,imperative,thikathiluka,t-hi-kathil-uka
574,imperfective,takhthileko'i,t-a-khthil-ek-o'i
574,infinitive,tsukhthilvhsti,ts-u-khthil-vhst-i
574,perfective,tukhthilvhsv'i,t-u-khthil-vhs-v'i
574,present,takhthileka,t-a-khthil-ek-a
574,present_1sg,tetsikathileka,te-tsi-kathil-ek-a
575,imperative,thakhthinvtaki,t-h-akhthinvt-aki
575,imperfective,takhthinvtehsko'i,t-a->akhthinvt-ehsk-o'i
575,infinitive,tsukhthinvtehsti,ts-u->akhthinvt-ehst-i
575,perfective,tukhthinvtehsv'i,t-u->akhthinvt-ehs-v'i
575,present,takhthinvte'a,t-a->akhthinvt-e'-a
575,present_1sg,tekakathinvte'a,te-k-akathinvt-e'-a
576,imperative,thakhthinvthvka,t-h-akhthinvt-hvka
576,imperfective,takhthinvthvhsko'i,t-a->akhthinvt-hvhsk-o'i
576,infinitive,tsukhthinvthti,ts-u->akhthinvt-ht-i
576,perfective,tukhthinvthanv'i,t-u->akhthinvt-han-v'i
576,present,takhthinvthvhska,t-a->akhthinvt-hvhsk-a
576,present_1sg,tekakathinvthvhska,te-k-akathinvt-hvhsk-a
577,imperative,thikhtlha,t-hi-khtlh-a
577,imperfective,takhtlhihsko'i,t-a-khtlh-ihsk-o'i
577,infinitive,tsukhtlhvhti,ts-u-khtlh-vht-i
577,perfective,tukhtlhvhv'i,t-u-khtlh-vh-v'i
577,present,takhtlhiha,t-a-khtlh-ih-a
577,present_1sg,tetsikatlhiha,te-tsi-katlh-ih-a
578,imperative,thikwhalaki,t-hi-kwhala-ki
578,imperfective,takwhalakihsko'i,t-a-kwhala-kihsk-o'i
578,infinitive,tsukwhalakihsti,ts-u-kwhala-kihst-i
578,perfective,tukwhalakihsv'i,t-u-kwhala-kihs-v'i
578,present,takwhalaki'a,t-a-kwhala-ki'-a
578,present_1sg,tetsikwhalaki'a,te-tsi-kwhala-ki'-a
582,imperative,thalahsulhvka,t-h-alahsul-hvka
582,imperfective,talahsulhvhsko'i,t-a->alahsul-hvhsk-o'i
582,infinitive,tsulahsulhti,ts-u->alahsul-ht-i
582,perfective,tulahsulhanv'i,t-u->alahsul-han-v'i
582,present,talahsulhvhska,t-a->alahsul-hvhsk-a
582,present_1sg,tekalahsulhvhska,te-k-alahsul-hvhsk-a
583,imperative,thalahsula'iyvna,t-h-alahsul-a'iy-vna
583,imperfective,talahsula'iyvhsko'i,t-a->alahsul-a'iy-vhsk-o'i
583,infinitive,tsulahsula'iyvhsti,ts-u->alahsul-a'iy-vhst-i
583,perfective,tulahsula'iyvhsv'i,t-u->alahsul-a'iy-vhs-v'i
583,present,talahsula'iyv'a,t-a->alahsul-a'iy-v'-a
583,present_1sg,tekalahsula'iyv'a,te-k-alahsul-a'iy-v'-a
584,imperative,thalahsulaki,t-h-alahsul-aki
584,imperfective,talahsulehsko'i,t-a->alahsul-ehsk-o'i
584,infinitive,tsulahsulehsti,ts-u->alahsul-ehst-i
584,perfective,tulahsulehsv'i,t-u->alahsul-ehs-v'i
584,present,talahsule'a,t-a->alahsul-e'-a
584,present_1sg,tekalahsule'a,te-k-alahsul-e'-a
585,imperative,thiyaleta,t-hiy-alet-a
585,imperfective,talehtihsko'i,t-a->aleht-ihsk-o'i
585,infinitive,tsulehtohti,ts-u->aleht-oht-i
585,perfective,tulehthanv'i,t-u->aleht-han-v'i
585,present,talehtiha,t-a->aleht-ih-a
585,present_1sg,tetsiyaletiha,te-tsiy-alet-ih-a
586,imperative,thalehihsa,t-h-aleh-ihs-a
586,imperfective,talehihsihsko'i,t-a->aleh-ihs-ihsk-o'i
586,infinitive,tsulehihsohti,ts-u->aleh-ihs-oht-i
586,perfective,tulehihsanhv'i,t-u->aleh-ihs-anh-v'i
586,present,talehihsiha,t-a->aleh-ihs-ih-a
586,present_1sg,tekale'ihsiha,te-k-ale'-ihs-ih-a
587,imperative,thalehvka,t-h-ale-hvka
587,imperfective,talehvhsko'i,t-a->ale-hvhsk-o'i
587,infinitive,tsulehti,ts-u->ale-ht-i
587,perfective,tulenhv'i,t-u->ale-nh-v'i
587,present,talehvhska,t-a->ale-hvhsk-a
587,present_1sg,tekale'vhska,te-k-ale-'vhsk-a
589,imperative,thaliyehsulaki,t-h-ali-yehsul-aki
589,imperfective,taliyehsulehsko'i,t-a->ali-yehsul-ehsk-o'i
589,infinitive,tsuliyehsulehsti,ts-u->ali-yehsul-ehst-i
589,perfective,tuliyehsulehsv'i,t-u->ali-yehsul-ehs-v'i
589,present,taliyehsule'a,t-a->ali-yehsul-e'-a
589,present_1sg,tekaliyehsule'a,te-k-ali-yehsul-e'-a
590,imperative,thaliyehsulvka,t-h-ali-yehsul-vka
590,imperfective,taliyehsulihsko'i,t-a->ali-yehsul-ihsk-o'i
590,infinitive,tsuliyehsuloti,ts-u->ali-yehsul-ot-i
590,perfective,tuliyehsulanv'i,t-u->ali-yehsul-an-v'i
590,present,taliyehsuli'a,t-a->ali-yehsul-i'-a
590,present_1sg,tekaliyehsuli'a,te-k-ali-yehsul-i'-a
591,imperative,thaliyoki,t-h-aliyo-ki
591,imperfective,taliyokihsko'i,t-a->aliyo-kihsk-o'i
591,infinitive,tsuliyokihsti,ts-u->aliyo-kihst-i
591,perfective,tuliyokihsv'i,t-u->aliyo-kihs-v'i
591,present,taliyoki'a,t-a->aliyo-ki'-a
591,present_1sg,tekaliyoki'a,te-k-aliyo-ki'-a
592,imperative,thaliyoka,t-h-aliyo-ka
592,imperfective,taliyohiho'i,t-a->aliyo-hih-o'i
592,infinitive,tsuliyohsti,ts-u->aliyo-hst-i
592,perfective,tuliyolhv'i,t-u->aliyo-lh-v'i
592,present,taliyohiha,t-a->aliyo-hih-a
592,present_1sg,tekaliyo'iha,te-k-aliyo-'ih-a
593,imperative,thaliyohsa,t-h-aliyo-hs-a
593,imperfective,taliyohsiho'i,t-a->aliyo-hs-ih-o'i
593,infinitive,tsuliyohsvhti,ts-u->aliyo-hs-vht-i
593,perfective,tuliyohsvhv'i,t-u->aliyo-hs-vh-v'i
593,present,taliyohsiha,t-a->aliyo-hs-ih-a
593,present_1sg,tekaliyohsiha,te-k-aliyo-hs-ih-a
594,imperative,thiyalihsohsta,t-hiy-ali-hsohst-a
594,imperfective,talhsohstihsko'i,t-a->al-hsohst-ihsk-o'i
594,infinitive,tsulhsohstohti,ts-u->al-hsohst-oht-i
594,perfective,tulhsohsthanv'i,t-u->al-hsohst-han-v'i
594,present,talhsohstiha,t-a->al-hsohst-ih-a
594,present_1sg,tetsiyalihsohstiha,te-tsiy-ali-hsohst-ih-a
599,imperative,thiyanelhta,t-hiy-anelht-a
599,imperfective,tanelhtihsko'i,t-a->anelht-ihsk-o'i
599,infinitive,tsunelhtohti,ts-u->anelht-oht-i
599,perfective,tunelhthanv'i,t-u->anelht-han-v'i
599,present,tanelhtiha,t-a->anelht-ih-a
599,present_1sg,tetsiyanelhtiha,te-tsiy-anelht-ih-a
600,imperative,thanelohvka,t-h-anelo-hvka
600,imperfective,tanelohvhsko'i,t-a->anelo-hvhsk-o'i
600,infinitive,tsunelhti,ts-u->anelo*-ht-i
600,perfective,tunelonhv'i,t-u->anelo-nh-v'i
600,present,tanelohvhska,t-a->anelo-hvhsk-a
600,present_1sg,tekanelohvhska,te-k-anelo-hvhsk-a
604,imperative,thihstayoha,t-hi-hstayo-ha
604,imperfective,tahstayohiho'i,t-a-hstayo-hih-o'i
604,infinitive,tsuhstayohsti,ts-u-hstayo-hst-i
604,perfective,tuhstayolhv'i,t-u-hstayo-lh-v'i
604,present,tahstayohiha,t-a-hstayo-hih-a
604,present_1sg,tetsihstayohiha,te-tsi-hstayo-hih-a
605,imperative,thihstluyha,t-hi-hstlu-yha
605,imperfective,tahstluhsko'i,t-a-hstlu-hsk-o'i
605,infinitive,tsuhstluhsti,ts-u-hstlu-hst-i
605,perfective,tuhstluyhv'i,t-u-hstlu-yh-v'i
605,present,tahstluhska,t-a-hstlu-hsk-a
605,present_1sg,tetsihstluhska,te-tsi-hstlu-hsk-a
606,imperative,thihstutla,t-hi-hstutl-a
606,imperfective,tahstutlihsko'i,t-a-hstutl-ihsk-o'i
606,infinitive,tsuhstutlihsti,ts-u-hstutl-ihst-i
606,perfective,tuhstutlv'i,t-u-hstutl-v'i
606,present,tahstutli'a,t-a-hstutl-i'-a
606,present_1sg,tetsihstutli'a,te-tsi-hstutl-i'-a
607,imperative,thahseka,t-h-ahse-ka
607,imperfective,tahsehiho'i,t-a->ahse-hih-o'i
607,infinitive,tsuhsehsti,ts-u->ahse-hst-i
607,perfective,tuhselhv'i,t-u->ahse-lh-v'i
607,present,tahsehiha,t-a->ahse-hih-a
607,present_1sg,tekahsehiha,te-k-ahse-hih-a
608,imperative,thihskinata,t-hi-hskin-at-a
608,imperfective,tahskinatihsko'i,t-a-hskin-at-ihsk-o'i
608,infinitive,tsuhskinatihsti,ts-u-hskin-at-ihst-i
608,perfective,tuhskinatv'i,t-u-hskin-at-v'i
608,present,tahskinati'a,t-a-hskin-at-i'-a
608,present_1sg,tetsihskinati'a,te-tsi-hskin-at-i'-a
609,imperative,thahsihthvnika,t-h-ahsihth-vn-ika
609,imperfective,tahsihthvniho'i,t-a->ahsihth-vn-ih-o'i
609,infinitive,tsuhsihthvnihsti,ts-u->ahsihth-vn-ihst-i
609,perfective,tuhsihthvnilv'i,t-u->ahsihth-vn-il-v'i
609,present,tahsihthvniha,t-a->ahsihth-vn-ih-a
609,present_1sg,tekahsihthvniha,te-k-ahsihth-vn-ih-a
610,imperative,thahsthayehi,t-h-ahsthaye-hi
610,imperfective,tahsthayehsko'i,t-a->ahsthaye-hsk-o'i
610,infinitive,tsuhsthayehihsti,ts-u->ahsthaye-hihst-i
610,perfective,tuhsthayehsv'i,t-u->ahsthaye-hs-v'i
610,present,tahsthayehska,t-a->ahsthaye-hsk-a
610,present_1sg,tekahsthayehska,te-k-ahsthaye-hsk-a
611,imperative,thahsuwha,t-h-ahsuwh-a
611,imperfective,tahsuwhihsko'i,t-a->ahsuwh-ihsk-o'i
611,infinitive,tsuhsuwhihsti,ts-u->ahsuwh-ihst-i
611,perfective,tuhsuwhihsv'i,t-u->ahsuwh-ihs-v'i
611,present,tahsuwhihska,t-a->ahsuwh-ihsk-a
611,present_1sg,tekahsuwhihska,te-k-ahsuwh-ihsk-a
612,imperative,thihsvhsta,t-hi-hsvhst-a
612,imperfective,tahsvhstihsko'i,t-a-hsvhst-ihsk-o'i
612,infinitive,tsuhsvhstohti,ts-u-hsvhst-oht-i
612,perfective,tuhsvhsthanv'i,t-u-hsvhst-han-v'i
612,present,tahsvhstiha,t-a-hsvhst-ih-a
612,present_1sg,tetsihsvhstiha,te-tsi-hsvhst-ih-a
618,imperative,thiyohi,t-hi-yo-hi
618,imperfective,tayohsko'i,t-a-yo-hsk-o'i
618,infinitive,tsuyohihsti,ts-u-yo-hihst-i
618,perfective,tuyohsv'i,t-u-yo-hs-v'i
618,present,tayohska,t-a-yo-hsk-a
618,present_1sg,tetsiyohska,te-tsi-yo-hsk-a
620,imperative,thilvtvnihsta,t-hi-lvtvnihst-a
620,imperfective,tekalvtvnihstihsko'i,te-ka-lvtvnihst-ihsk-o'i
620,infinitive,tsulvtvnihstohti,ts-u-lvtvnihst-oht-i
620,perfective,tulvtvnihsthanv'i,t-u-lvtvnihst-han-v'i
620,present,tekalvtvnihstiha,te-ka-lvtvnihst-ih-a
620,present_1sg,tetsilvtvnihstiha,te-tsi-lvtvnihst-ih-a
621,imperative,thinatiwhi,t-hi-natiw-hi
621,imperfective,tekanatiwhsko'i,te-ka-natiw-hsk-o'i
621,infinitive,tsunatiwhihsti,ts-u-natiw-hihst-i
621,perfective,tunatiwhsv'i,t-u-natiw-hs-v'i
621,present,tekanatiwhska,te-ka-natiw-hsk-a
621,present_1sg,tetsinatiwhska,te-tsi-natiw-hsk-a
622,imperative,thinotsalhvka,t-hi-notsal-hvka
622,imperfective,tekanotsalhvhsko'i,te-ka-notsal-hvhsk-o'i
622,infinitive,tsunotsalhti,ts-u-notsal-ht-i
622,perfective,tunotsalhanv'i,t-u-notsal-han-v'i
622,present,tekanotsalhvhska,te-ka-notsal-hvhsk-a
622,present_1sg,tetsinotsa'lvhska,te-tsi-notsal-'vhsk-a
623,imperative,thihsohki,t-hi-:hsoh-ki
623,imperfective,tekahsohko'i,te-ka-:hsoh-k-o'i
623,infinitive,tsuwahsohihsti,ts-uwa-:hsoh-ihst-i
623,perfective,tuwahsohtsv'i,t-uwa-:hsoh-ts-v'i
623,present,tekahsohka,te-ka-:hsoh-k-a
623,present_1sg,tetsihsohka,te-tsi-:hsoh-k-a
625,imperative,thohsihsa,t-h-ohs-ihs-a
625,imperfective,tekohsihsihsko'i,te-k-ohs-ihs-ihsk-o'i
625,infinitive,tsuwohsihsohti,ts-uw-ohs-ihs-oht-i
625,perfective,tuwohsihsanhv'i,t-uw-ohs-ihs-anh-v'i
625,present,tekohsihsiha,te-k-ohs-ihs-ih-a
625,present_1sg,tekohsihsiha,te-k-ohs-ihs-ih-a
626,imperative,thukhta,t-h-ukht-a
626,imperfective,tekukhtihsko'i,te-k-ukht-ihsk-o'i
626,infinitive,tsuwukhtohti,ts-uw-ukht-oht-i
626,perfective,tuwukhthanv'i,t-uw-ukht-han-v'i
626,present,tekukhtiha,te-k-ukht-ih-a
626,present_1sg,tekukotiha,te-k-ukot-ih-a
627,imperative,thvtiya,t-h-vtiy-a
627,imperfective,tekvtiyehsko'i,te-k-vtiy-ehsk-o'i
627,infinitive,tsuwatiyeti,ts-uwa->vtiy-et-i
627,perfective,tuwatiye'v'i,t-uwa->vtiy-e'-v'i
627,present,tekvtiye'a,te-k-vtiy-e'-a
627,present_1sg,tekvtiye'a,te-k-vtiy-e'-a
628,imperative,thvthohi,t-h-vthoh-i
628,imperfective,tekvthohihsko'i,te-k-vthoh-ihsk-o'i
628,infinitive,tsuwvthohihsti,ts-uw-vthoh-ihst-i
628,perfective,tuwvthohihsv'i,t-uw-vthoh-ihs-v'i
628,present,tekvthohi'a,te-k-vthoh-i'-a
