corpus_id,entry_no,definition,prediction,class,post_root_morpheme,present,present_1sg,imperfective,perfective,imperative,infinitive
776,806,he/she is dropping him/her (refers to flexible object),FullEventful,cause[pres2],,katonhtih,tsiyatonhtih,katonht,utonht,hiyatonht,utonht
776,806,he/she is dropping him/her (refers to flexible object),FullEventful,cause[pres2-perf3],,katonhtih,tsiyatonhtih,katonht,utonhth,hiyatonht,utonht
777,807,it is falling from a hanging position (refers to flexible object),FullEventful,sg-s-hi-hihst,,kato,kato,kato,uto,hato,uto
777,807,it is falling from a hanging position (refers to flexible object),FullEventful,sg-s-hst[imp2],,kato,kato,kato,uto,hato,utohi
777,807,it is falling from a hanging position (refers to flexible object),FullEventful,sg-s-hst,,kato,kato,kato,uto,hatohi,utohi
784,814,he/she is baking it,FullEventful,hvsk-nh[inf2],,katu,tsitu,katu,uwatu,hitu,uwat
788,818,he/she is hanging up it (refers to a flexible object),FullEventful,vsk,,katv',tsiyatv',katv',ut,hatv',ut
788,818,he/she is hanging up it (refers to a flexible object),FullEventful,vsk[imp2],,katv',tsiyatv',katv',ut,hat,ut
788,818,he/she is hanging up it (refers to a flexible object),FullEventful,vsk-long,,kat,tsiyat,kat,ut,hatv',ut
788,818,he/she is hanging up it (refers to a flexible object),FullEventful,vsk-long[imp2],,kat,tsiyat,kat,ut,hat,ut
788,818,he/she is hanging up it (refers to a flexible object),FullEventful,vsk-post-v,,katv,tsiyatv,katv,utv,hatv,utv
791,821,he/she is rowing,FullEventful,sg-s-hst[imp2],,kakawe,tsikawe,kakawe,uwakawe,hikawe,uwakawe
791,821,he/she is rowing,FullEventful,sg-s-hst,,kakawe,tsikawe,kakawe,uwakawe,hikawehi,uwakawe
796,826,he/she is pecking it,FullEventful,hih-lh[imp2],,kakwayo,tsiyakwayo,kakwayo,uwakwayo,hiyakwayo,uwakwayo
798,828,he/she is putting it into a container,FullEventful,cause,,kalht,tsilot,kalht,ulht,hilht,ulht
798,828,he/she is putting it into a container,FullEventful,cause[perf3],,kalht,tsilot,kalht,ulhth,hilht,ulht
798,828,he/she is putting it into a container,FullEventful,cause[pres2],,kalhtih,tsilotih,kalht,ulht,hilht,ulht
798,828,he/she is putting it into a container,FullEventful,cause[pres2-perf3],,kalhtih,tsilotih,kalht,ulhth,hilht,ulht
803,833,he/she is sleeping,FullEventful,ih-vh[imperf2],,kalh,tsi'l,kalh,,hilhvn,ulhvn
804,834,he/she is gathering it,FullEventful,cause[perf2],,kalhihs,tsilhihs,kalhihs,uwalhihs,hilhihs,uwalhihs
804,834,he/she is gathering it,FullEventful,cause[pres2-perf2],,kalhihsih,tsilhihsih,kalhihs,uwalhihs,hilhihs,uwalhihs
809,839,he/she is piling it up,FullEventful,husk,,kal,tsil,kal,uwal,hil,uwal
811,841,he/she is putting it in a hole or a container,FullEventful,hvsk-han,,kal,tsil,kal,ul,hil,ul
812,842,he/she is sleepy,FullEventful,vnh-vsk,,kalh,tsi'l,kalh,ulh,hilh,ulhvn
812,842,he/she is sleepy,FullEventful,vnh-vsk[inf3],,kalh,tsi'l,kalh,ulh,hilh,ulh
813,843,he/she is taking it somewhere by hand (refers to a flexible object),FullEventful,go,,kanh,tsi'n,kanh,unh,hinh,unh
813,843,he/she is taking it somewhere by hand (refers to a flexible object),FullEventful,go[pres2],,kanhek,tsi'nek,kanh,unh,hinh,unh
814,844,he/she is holding it (refers to a flexible object),FullStative,stative,,kanheh,tsi'neh,kanhehv'i,kanheho'i,hinheh,
815,845,he/she is handling it (refers to a flexible object),FullEventful,be-at,,kanhit,tsi'nit,kanhit,unhit,hinhit,unhit
818,848,he/she is eating it (refers to a flexible object),FullEventful,e-aka,,kayh,tsiyay,kayh,uwayh,hiyay,uwayh
820,850,he/she is ripping it,FullEventful,ih-vh,,katsakal,tsitsakal,katsakal,uwatsakal,hitsakal,uwatsakal
821,851,he/she is scratching him/her,FullEventful,sg-s-la,,katsaliko,tsiyatsaliko,katsaliko,uwatsaliko,hiyatsaliko,uwatsaliko
821,851,he/she is scratching him/her,FullEventful,sg-s-hst,,katsaliko,tsiyatsaliko,katsaliko,uwatsaliko,hiyatsalikola,uwatsaliko
823,853,he/she is pricking him/her,FullEventful,hih-lh[imp2],,katsayo,tsiyatsayo,katsayo,uwatsayo,hiyatsayo,uwatsayo
824,854,he/she is wringing it out,FullEventful,cause,,katsvwahst,tsitsvwahst,katsvwahst,uwatsvwahst,hitsvwahst,uwatsvwahst
824,854,he/she is wringing it out,FullEventful,cause[perf3],,katsvwahst,tsitsvwahst,katsvwahst,uwatsvwahsth,hitsvwahst,uwatsvwahst
824,854,he/she is wringing it out,FullEventful,cause[pres2],,katsvwahstih,tsitsvwahstih,katsvwahst,uwatsvwahst,hitsvwahst,uwatsvwahst
824,854,he/she is wringing it out,FullEventful,cause[pres2-perf3],,katsvwahstih,tsitsvwahstih,katsvwahst,uwatsvwahsth,hitsvwahst,uwatsvwahst
825,855,he/she is stinging it,FullEventful,sk-h,,katsvy,tsiyatsvy,katsvy,uwatsvy,hiyatsvy,uwatsvy
825,855,he/she is stinging it,FullEventful,sk-h[imp2],,katsvy,tsiyatsvy,katsvy,uwatsvy,hiyatsvyha,uwatsvy
826,856,he/she is leaving a living thing behind,FullEventful,a,,kakhahiy,tsiyakhahiy,kakhahiy,uwakhahiy,hiyakhahiy,uwakhahiy
827,857,he/she is giving him/her a living thing,FullEventful,apl,,kakhan,tsiyakhan,kakhan,uwakhan,hiyakha,uwakhan
827,857,he/she is giving him/her a living thing,FullEventful,apl[imp2],,kakhan,tsiyakhan,kakhan,uwakhan,hiyakha,uwakhan
829,859,he/she is wrapping him/her,FullEventful,vnh-vsk,,kakwhen,tsiyakwhen,kakwhen,uwakwhen,hiyakwhen,uwakwhenv
829,859,he/she is wrapping him/her,FullEventful,vnh-vsk[inf2],,kakwhen,tsiyakwhen,kakwhen,uwakwhen,hiyakwhen,uwakwhen
830,860,he/she is putting it in a container (refers to a long object),FullEventful,i-a-i,,kalat,tsilat,kalat,ulat,hilat,ulat
833,863,he/she is taking it out of a container (refers to a solid or flexible object),FullEventful,rev-e,,kal,tsil,kal,ul,hil,ul
834,864,he/she is climbing it,FullEventful,go,,ka'l,tsi'l,ka'l,ul,hi'l,ul
834,864,he/she is climbing it,FullEventful,go[pres2],,ka'lek,tsi'lek,ka'l,ul,hi'l,ul
837,867,he/she is burning,FullEventful,sg-s-hi-hihst,,kaleyv,tsileyv,kaleyv,uleyv,hileyv,uleyv
837,867,he/she is burning,FullEventful,sg-s-hst[imp2],,kaleyv,tsileyv,kaleyv,uleyv,hileyv,uleyvhi
837,867,he/she is burning,FullEventful,sg-s-hst,,kaleyv,tsileyv,kaleyv,uleyv,hileyvhi,uleyvhi
838,868,it is falling from an upright position (refers to a long object eg tree‚ pole),FullEventful,sg-s-hi-hihst,,kaleyv,tsileyv,kaleyv,uleyv,hileyv,uleyv
838,868,it is falling from an upright position (refers to a long object eg tree‚ pole),FullEventful,sg-s-hst[imp2],,kaleyv,tsileyv,kaleyv,uleyv,hileyv,uleyvhi
838,868,it is falling from an upright position (refers to a long object eg tree‚ pole),FullEventful,sg-s-hst,,kaleyv,tsileyv,kaleyv,uleyv,hileyvhi,uleyvhi
839,869,he/she is climbing around,FullEventful,be-at,,ka'lit,tsi'lit,ka'lit,ulit,hi'lit,ulit
840,870,it is burning (refers to forest or grass),FullEventful,g-ts,,kali,,kali,uli,,
840,870,it is burning (refers to forest or grass),FullStative,stative,,kalik,,kalik,ulits,,
842,872,it is dying (refers to an animal or plant),FullEventful,g-ts,,kaliwho,tsiliwo,kaliwho,uliwho,hiliwho,uliwho
844,874,he/she is spanking him/her,FullEventful,hih-hil,,kali'vn,tsili'vn,kal'vn,uli'vn,hili'vn,uli'vn
845,875,he/she is hoeing it,FullEventful,i-vka,,kalok,tsilok,kalok,ulok,hilok,ulok
848,878,he/she is stopping by (where on the way somewhere),FullEventful,cause,,kalohihst,tsilo'ihst,kalohihst,ulohihst,hilohihst,ulohihst
848,878,he/she is stopping by (where on the way somewhere),FullEventful,cause[perf3],,kalohihst,tsilo'ihst,kalohihst,ulohihsth,hilohihst,ulohihst
848,878,he/she is stopping by (where on the way somewhere),FullEventful,cause[pres2],,kalohihstih,tsilo'ihstih,kalohihst,ulohihst,hilohihst,ulohihst
848,878,he/she is stopping by (where on the way somewhere),FullEventful,cause[pres2-perf3],,kalohihstih,tsilo'ihstih,kalohihst,ulohihsth,hilohihst,ulohihst
850,880,he/she is overtaking him/her,FullEventful,apl,,kalohihs,tsilo'ihs,kalohihs,ulohihs,hilo'i,ulohihs
850,880,he/she is overtaking him/her,FullEventful,apl[imp2],,kalohihs,tsilo'ihs,kalohihs,ulohihs,hilo'i,ulohihs
850,880,he/she is overtaking him/her,FullEventful,apl[imp3],,kalohihs,tsilo'ihs,kalohihs,ulohihs,hilo',ulohihs
852,882,he/she is bluffing him/her,FullEventful,cause,,kalonahst,tsilonahst,kalonahst,ulonahst,hilonahst,ulonahst
852,882,he/she is bluffing him/her,FullEventful,cause[perf3],,kalonahst,tsilonahst,kalonahst,ulonahsth,hilonahst,ulonahst
852,882,he/she is bluffing him/her,FullEventful,cause[pres2],,kalonahstih,tsilonahstih,kalonahst,ulonahst,hilonahst,ulonahst
852,882,he/she is bluffing him/her,FullEventful,cause[pres2-perf3],,kalonahstih,tsilonahstih,kalonahst,ulonahsth,hilonahst,ulonahst
853,883,he/she is oiling it,FullEventful,e-a,,kalon,tsilon,kalon,ulon,hilon,ulon
854,884,he/she is making him/her fall from an elevated position,FullEventful,cause,,kalonht,tsilonht,kalonht,ulonht,hilonht,ulonht
854,884,he/she is making him/her fall from an elevated position,FullEventful,cause[perf3],,kalonht,tsilonht,kalonht,ulonhth,hilonht,ulonht
854,884,he/she is making him/her fall from an elevated position,FullEventful,cause[pres2],,kalonhtih,tsilonhtih,kalonht,ulonht,hilonht,ulonht
854,884,he/she is making him/her fall from an elevated position,FullEventful,cause[pres2-perf3],,kalonhtih,tsilonhtih,kalonht,ulonhth,hilonht,ulonht
855,885,he/she is cheating,FullEventful,apl-active-h,,kalonu,tsilonu,kalonu,ulonu,hilonu,ulonu
856,886,he/she is passing by without stopping,FullEventful,sg-s-hi-hihst,,kalo,tsilo,kalo,ulo,hilo,ulo
856,886,he/she is passing by without stopping,FullEventful,sg-s-hst[imp2],,kalo,tsilo,kalo,ulo,hilo,ulohi
856,886,he/she is passing by without stopping,FullEventful,sg-s-hst,,kalo,tsilo,kalo,ulo,hilohi,ulohi
857,887,he/she is falling from an elevated position,FullEventful,sg-s-hi-hihst,,kalo,tsilo,kalo,ulo,hilo,ulo
857,887,he/she is falling from an elevated position,FullEventful,sg-s-hst[imp2],,kalo,tsilo,kalo,ulo,hilo,ulohi
857,887,he/she is falling from an elevated position,FullEventful,sg-s-hst,,kalo,tsilo,kalo,ulo,hilohi,ulohi
858,888,he/she is arriving,FullEventful,hg-hts,,ka'lu,tsi'lu,ka'lu,ulu,hi'lu,ulu
859,889,it’s lacking,FullEventful,g-ts,,kalulo,tsilulo,kalulo,ululo,hilulo,ululo
862,892,he/she is chopping it,FullEventful,sk-h,,kaluy,tsiluy,kaluy,uluy,hiluy,uluy
862,892,he/she is chopping it,FullEventful,sk-h[imp2],,kaluy,tsiluy,kaluy,uluy,hiluyha,uluy
864,894,he/she is beating him/her up,FullEventful,hih-hil,,kalvn,tsilvn,kalvn,ulvn,hilvn,ulvn
870,900,he/she is putting it in a hole or a container (refers to a flexible object),FullEventful,vsk,,kal,tsil,kal,ul,hilv',ul
870,900,he/she is putting it in a hole or a container (refers to a flexible object),FullEventful,vsk[imp2],,kal,tsil,kal,ul,hil,ul
871,901,he/she is selling it,FullEventful,go-in,,kanat,tsinat,kanat,unat,hinat,unat
873,903,he/she is hiring him/her,FullEventful,vsk,,kanalh,tsinalh,kanalh,unalh,hinalhv',unalh
873,903,he/she is hiring him/her,FullEventful,vsk[imp2],,kanalh,tsinalh,kanalh,unalh,hinalh,unalh
876,906,he/she is finding it (refers to a flexible object),FullEventful,ih-vh,,kanawhth,tsinawhth,kanawhth,unawhth,hinawhth,unawhthv
876,906,he/she is finding it (refers to a flexible object),FullEventful,ih-vh[inf2],,kanawhth,tsinawhth,kanawhth,unawhth,hinawhth,unawhth
877,907,he/she is taking it somewhere (refers to an animal‚ flexible object),FullEventful,ih-vh,,kanawit,tsinawit,kanawit,unawit,hinawit,unawit
879,909,he/she is getting it (refers to a flexible object),FullEventful,rev-e,,kan,tsin,kan,un,hin,un
880,910,he/she is changing it,FullEventful,v-vhs,,kanetliy,tsinetliy,kanetliy,unetliy,hinetliy,unetliy
882,912,he/she is taking it somewhere by hand (refers to a long object),FullEventful,go,,kan,tsin,kan,uwan,hin,uwan
882,912,he/she is taking it somewhere by hand (refers to a long object),FullEventful,go[pres2],,kanek,tsinek,kan,uwan,hin,uwan
883,913,he/she is peeling him/her,FullEventful,ih-vh,,kanekal,tsinekal,kanekal,unekal,hinekal,unekal
884,914,he/she is getting some liquid,FullEventful,rev-gi,,kane,tsine,kane,une,hine,une
884,914,he/she is getting some liquid,FullEventful,rev-i,,kanek,tsinek,kanek,unek,hinek,unek
885,915,he/she is taking liquid from him/her,FullEventful,apl,,kaneki',tsineki',kaneki',uneki',hineki,uneki'
885,915,he/she is taking liquid from him/her,FullEventful,apl[imp2],,kaneki',tsineki',kaneki',uneki',hineki,uneki'
885,915,he/she is taking liquid from him/her,FullEventful,apl[imp3],,kaneki',tsineki',kaneki',uneki',hinek,uneki'
886,916,he/she is bewitching him/her,FullEventful,i-a-i,,kanekut,tsinekut,kanekut,unekut,hinekut,unekut
887,917,he/she is holding it in his/her hand (refers to a long object),FullStative,stative-h,,kane,tsine,kane,,hine,
887,917,he/she is holding it in his/her hand (refers to a long object),FullStative,stative-eh,,kan,tsin,kan,,hin,
887,917,he/she is holding it in his/her hand (refers to a long object),FullStative,stative,,kaneh,tsineh,kaneh,,hineh,
888,918,he/she is leaving some liquid,FullEventful,a,,kanehiy,tsine'iy,kanehiy,unehiy,hinehiy,unehiy
889,919,he/she is giving him/her some liquid,FullEventful,apl,,kanenh,tsinen,kanenh,unenh,hine'v,unenh
889,919,he/she is giving him/her some liquid,FullEventful,apl[imp2],,kanenh,tsinen,kanenh,unenh,hine'v,unenh
890,920,he/she is finding some liquid,FullEventful,ih-vh,,kanewhahth,tsinewahth,kanewhahth,unewhahth,hinewhahth,unewhahthv
890,920,he/she is finding some liquid,FullEventful,ih-vh[inf2],,kanewhahth,tsinewahth,kanewhahth,unewhahth,hinewhahth,unewhahth
891,921,he/she is taking some liquid somewhere,FullEventful,ih-vh,,kanewhit,tsinewit,kanewhit,unewhit,hinewhit,unewhit
893,923,he/she lives (in sense of resides now),FullStative,stative,,kanel,tsinel,kanel,,hinel,
895,925,it’s freezing,FullEventful,i-a-i,,kanehstalat,tsinehstalat,kanehstalat,unehstalat,hinehstalat,unehstalat
896,926,it’s hailing,FullEventful,sg-s-a[inf2],,kanehsoy,,kanehsoy,unehsoy,,unehsoy
896,926,it’s hailing,FullStative,stative,,kanehsoyhsk,,kanehsoyhsk,unehsoyhs,,
896,926,it’s hailing,InfEventful,g-ts[inf3],,,,,,,unehso
896,926,it’s hailing,InfEventful,sg-s-a[inf2],,,,,,,unehsoy
896,926,it’s hailing,InfEventful,sk-h,,,,,,,unehsoy
896,926,it’s hailing,InfEventful,hih-hil,,,,,,,unehsoy
896,926,it’s hailing,InfEventful,oh-al,,,,,,,unehsoy
899,929,he/she is lying down,FullStative,stative-k,,kanh,tsinv,kanh,,hinh,
899,929,he/she is lying down,FullStative,stative,,kanhk,tsinvk,kanhk,,hinhk,
901,931,he/she is agitating liquid,FullEventful,apl-active,,kanhkwa',tsinhkwa',kanhkwa',unhkwa',hinhkwa',unhkwa'
901,931,he/she is agitating liquid,FullEventful,apl-active-a,,kanhkwa',tsinhkwa',kanhkwa',unhkwa',hinhkwa'vl,unhkwa'e
902,932,he/she is taking a liquid somewhere by hand,FullEventful,go,,kanhts,tsinvts,kanhts,unhts,hinhts,unhts
902,932,he/she is taking a liquid somewhere by hand,FullEventful,go[pres2],,kanhtsek,tsinvtsek,kanhts,unhts,hinhts,unhts
903,933,he/she is holding some liquid,FullStative,stative-h,,kanhtse,tsinvtse,kanhtse,,hinhtse,
903,933,he/she is holding some liquid,FullStative,stative-eh,,kanhts,tsinvts,kanhts,,hinhts,
903,933,he/she is holding some liquid,FullStative,stative,,kanhtseh,tsinvtseh,kanhtseh,,hinhtseh,
904,934,he/she is handling some liquid,FullEventful,be-at,,kanhtsit,tsinvtsit,kanhtsit,unhtsit,hinhtsit,unhtsit
908,938,he/she is handling it (refers to a long object),FullEventful,be-at,,kanit,tsinit,kanit,uwanit,hinit,uwanit
909,939,he/she hates him/her,FullEventful,hih-hilh,,kanikwat,tsinikwat,kanikwat,unikwat,hinikwat,unikwat
910,940,he/she is setting up a bed,FullEventful,i-a-i,,kanilhat,tsinilhat,kanilhat,unilhat,hinilhat,unilhat
913,943,he/she is pleading,FullEventful,i-a-i,,kanilat,tsinilat,kanilat,unilat,hinilat,unilat
914,944,he/she is burying him/her,FullEventful,cause[perf2],,ka'nihs,tsinihs,ka'nihs,unihs,hinihs,unihs
914,944,he/she is burying him/her,FullEventful,cause[pres2-perf2],,ka'nihsih,tsinihsih,ka'nihs,unihs,hinihs,unihs
915,945,he/she is leaving it (refers to flexible object),FullEventful,a,,ka'nih,tsi'niy,ka'niy,uniy,hiniy,uniy
916,946,he/she is catching him/her,FullEventful,ih-vh,,ka'niy,tsiniy,kaniy,uniy,hiniy,uniy
918,948,he/she is hunting,FullEventful,be-at,,kanohalit,tsino'alit,kanohalit,unohalit,hinohalit,unohalit
920,950,he/she is flying,FullStative,stative,,kanohil,tsino'il,kanohilihs,,hinohilihs,
921,951,it’s flooding,FullEventful,i-vka,,kanohuk,,kanohuk,unohuk,,unohuk
921,951,it’s flooding,FullStative,stative,,kanohuki',,kanohukihsk,unohukan,,
921,951,it’s flooding,InfEventful,i-vka,,,,,,,unohuk
921,951,it’s flooding,InfEventful,oh-ol,,,,,,,unohuk
921,951,it’s flooding,InfEventful,vsk-post-v,,,,,,,unohuko
922,952,he/she is causing it to sound,FullEventful,cause,,kanoyhvlhihst,tsinoyvlihst,kanoyhvlhihst,unoyhvlhihst,hinoyhvlhihst,unoyhvlhihst
922,952,he/she is causing it to sound,FullEventful,cause[perf3],,kanoyhvlhihst,tsinoyvlihst,kanoyhvlhihst,unoyhvlhihsth,hinoyhvlhihst,unoyhvlhihst
922,952,he/she is causing it to sound,FullEventful,cause[pres2],,kanoyhvlhihstih,tsinoyvlihstih,kanoyhvlhihst,unoyhvlhihst,hinoyhvlhihst,unoyhvlhihst
922,952,he/she is causing it to sound,FullEventful,cause[pres2-perf3],,kanoyhvlhihstih,tsinoyvlihstih,kanoyhvlhihst,unoyhvlhihsth,hinoyhvlhihst,unoyhvlhihst
924,954,it is blowing (refers to wind),FullEventful,vsk,,kanolv',,kanolv',unol,,unol
924,954,it is blowing (refers to wind),FullEventful,vsk-long,,kanol,,kanol,unol,,unol
924,954,it is blowing (refers to wind),FullEventful,vsk-post-v,,kanolv,,kanolv,unolv,,unolv
924,954,it is blowing (refers to wind),FullStative,stative,,kanolv'vhsk,,kanolv'vhsk,unolvn,,
924,954,it is blowing (refers to wind),InfEventful,vsk,,,,,,,unol
924,954,it is blowing (refers to wind),InfEventful,vsk-post-v,,,,,,,unolv
925,955,he/she is stealing it,FullEventful,rev-gi,,kanohs,tsinohs,kanohs,unohs,hinohs,unohs
925,955,he/she is stealing it,FullEventful,rev-i,,kanohsk,tsinohsk,kanohsk,unohsk,hinohsk,unohsk
928,958,he/she is sinking,FullEventful,g-ts,,kanoyv,tsinoyv,kanoyv,unoyv,hinoyv,unoyv'i
928,958,he/she is sinking,FullEventful,g-ts[inf2],,kanoyv,tsinoyv,kanoyv,unoyv,hinoyv,unoyv
929,959,he/she is pulling him/her,FullEventful,rev-e,,kanhsan,tsinahsan,kanhsan,unhsan,hinahsan,unhsan
931,961,he/she is dragging him/her,FullEventful,go,,kanhsin,tsinahsin,kanhsin,unhsin,hinahsin,unhsin
931,961,he/she is dragging him/her,FullEventful,go[pres2],,kanhsinek,tsinahsinek,kanhsin,unhsin,hinahsin,unhsin
932,962,he/she is exiting,FullEventful,ko-kots,,kanu,tsinu,kanu,unu,hinu,unu
937,967,he/she is twisting him/her,FullEventful,be-at,,kanuthey,tsinuthey,kanuthey,unuthey,hinutheyak,unuthey
937,967,he/she is twisting him/her,FullEventful,oh-ol[inf2],,kanuthey,tsinuthey,kanuthey,unuthey,hinuthey,unutheya
937,967,he/she is twisting him/her,FullEventful,oh-ol[inf3],,kanuthey,tsinuthey,kanuthey,unuthey,hinuthey,unuthey
938,968,he/she is missing him/her (refers to as a target),FullEventful,i-a-i,,kanvt,tsinvt,kanvt,unvt,hinvt,unvt
940,970,he/she is falling from an upright position,FullEventful,g-ts,,kanv,tsinv,kanv,unv,hinv,unv'i
940,970,he/she is falling from an upright position,FullEventful,g-ts[inf2],,kanv,tsinv,kanv,unv,hinv,unv
941,971,he/she is cleaning him/her,FullEventful,ih-vh,,kanvkal,tsinvkal,kanvkal,unvkal,hinvkal,unvkal
942,972,he/she is hammering it,FullEventful,o,,kanvkwal,tsinvkwal,kanvkwal,unvkwal,hinvkwal,unvkwal
946,976,he/she is tying up a leg,FullEventful,hih-lh,,kanvlho,tsinvlho,kanvlho,unvlho,hinvlho,unvlho
949,979,he/she is tossing about,FullEventful,be-at,,kanvtsit,tsinvtsit,kanvtsit,unvtsit,hinvtsit,unvtsit
950,980,he/she is giving him/her an object (refers to a flexible object),FullEventful,apl,,kanvn,tsinvn,kanvn,unvn,hinv,unvn
950,980,he/she is giving him/her an object (refers to a flexible object),FullEventful,apl[imp2],,kanvn,tsinvn,kanvn,unvn,hinv,unvn
955,985,he/she is pushing him/her,FullEventful,sk-h,,kahsato,tsiyahsato,kahsato,uwahsatoy,hiyahsatoy,uwahsato
955,985,he/she is pushing him/her,FullEventful,sk-h-yh,,kahsato,tsiyahsato,kahsato,uwahsato,hiyahsato,uwahsato
955,985,he/she is pushing him/her,FullEventful,sk-h[imp2],,kahsato,tsiyahsato,kahsato,uwahsatoy,hiyahsatoyha,uwahsato
956,986,he/she is rolling him/her,FullEventful,hih-lh,,kahsakwale,tsiyahsakwale,kahsakwale,uwahsakwale,hiyahsakwale,uwahsakwale
960,990,he/she is attaching the object behind it (refers to a flexible object),FullEventful,vsk,,kahsanenat,tsihsanenat,kahsanenat,uwahsanenat,hihsanenat,uwahsanenat
965,995,it’s dripping,FullStative,stative,,kahskwo'ih,,kahskwo'ih,uwahskwol,,
965,995,it’s dripping,InfEventful,g-ts,,,,,,,uwahskwo'i
965,995,it’s dripping,InfEventful,g-ts[inf2],,,,,,,uwahskwo
965,995,it’s dripping,InfEventful,sg-s-hst,,,,,,,uwahskwo'i
965,995,it’s dripping,InfEventful,sk-h,,,,,,,uwahskwo'i
965,995,it’s dripping,InfEventful,ih-il,,,,,,,uwahskwo'
965,995,it’s dripping,InfEventful,hih-lh,,,,,,,uwahskwo'i
965,995,it’s dripping,InfEventful,i-a-i,,,,,,,uwahskwo'
965,995,it’s dripping,InfEventful,oh-al,,,,,,,uwahskwo'i
965,995,it’s dripping,InfEventful,rev-i,,,,,,,uwahskwo'
965,995,it’s dripping,InfEventful,rev-'i,,,,,,,uwahskwo
969,999,he/she is piling it up,FullEventful,hvsk-han,,kahsvt,tsihsvt,kahsvt,uwahsvt,hihsvt,uwahsvt
970,1000,it’s hanging,FullStative,stative-h,,kat,,kat,,hat,
970,1000,it’s hanging,FullStative,stative,,kath,,kath,,hath,
973,1003,he/she is stabbing him/her,FullEventful,hih-hilh,,kat,tsiyat,kat,uwat,hiyat,uwat
976,1006,he/she is hanging it up,FullEventful,hvsk-han,,kat,kat,kat,ut,hat,ut
977,1007,he/she is joking,FullEventful,vnh-ih-a,,kawelh,tsiwelh,kawelh,uwelh,hiwelhvn,uwelhv
978,1008,he/she is resting him/her,FullEventful,cause,,kawehsolvhst,tsiyawehsolvhst,kawehsolvhst,uyawehsolvhst,hiyawehsolvhst,uyawehsolvhst
978,1008,he/she is resting him/her,FullEventful,cause[perf3],,kawehsolvhst,tsiyawehsolvhst,kawehsolvhst,uyawehsolvhsth,hiyawehsolvhst,uyawehsolvhst
978,1008,he/she is resting him/her,FullEventful,cause[pres2],,kawehsolvhstih,tsiyawehsolvhstih,kawehsolvhst,uyawehsolvhst,hiyawehsolvhst,uyawehsolvhst
978,1008,he/she is resting him/her,FullEventful,cause[pres2-perf3],,kawehsolvhstih,tsiyawehsolvhstih,kawehsolvhst,uyawehsolvhsth,hiyawehsolvhst,uyawehsolvhst
979,1009,he/she is bathing him/her,FullEventful,o,,kaw,tsiyaw,kaw,uw,hiyaw,uw
980,1010,he/she is replying,FullEventful,v-vhs,,kawohiliy,kawo'iliy,kawohiliy,uwohiliy,hawohiliy,uwohiliy
981,1011,he/she is lecturing him/her,FullEventful,cause,,kawonht,tsiwonht,kawonht,uwonht,hiwonht,uwonht
981,1011,he/she is lecturing him/her,FullEventful,cause[perf3],,kawonht,tsiwonht,kawonht,uwonhth,hiwonht,uwonht
981,1011,he/she is lecturing him/her,FullEventful,cause[pres2],,kawonhtih,tsiwonhtih,kawonht,uwonht,hiwonht,uwonht
981,1011,he/she is lecturing him/her,FullEventful,cause[pres2-perf3],,kawonhtih,tsiwonhtih,kawonht,uwonhth,hiwonht,uwonht
983,1013,he/she is speaking,FullEventful,ih-ihi,,kawon,tsiwon,kawon,uwon,hiwon,uwon
986,1016,he/she is sewing it,FullEventful,sg-s-a[inf2],,kayew,tsiyewi,kayew,uwayew,hiyew,uwayew
992,1022,he/she is feeding him/her,FullEventful,oh-al,,kel,tsiyel,kel,uwel,hiyelo,uwel
993,1023,he/she is howling,FullEventful,sk-h,,kelhuhv,keluhv,kelhuhv,uwelhun,helhuhvk,uwelhuhv
993,1023,he/she is howling,FullEventful,sk-h[imp2],,kelhuhv,keluhv,kelhuhv,uwelhun,helhuhvka,uwelhuhv
993,1023,he/she is howling,FullEventful,hvsk-nh[inf3],,kelhu,kelu,kelhu,uwelhu,helhu,uwelhu
997,1027,he/she is leading it by a leash,FullStative,stative-h,,kelihsine,tsiyelihsine,kelihsine,,hiyelihsine,
997,1027,he/she is leading it by a leash,FullStative,stative-eh,,kelihsin,tsiyelihsin,kelihsin,,hiyelihsin,
997,1027,he/she is leading it by a leash,FullStative,stative,,kelihsineh,tsiyelihsineh,kelihsineh,,hiyelihsineh,
997,1027,he/she is leading it by a leash,InfEventful,g-ts,,,,,,,uwelihsinv
997,1027,he/she is leading it by a leash,InfEventful,sg-s-hst,,,,,,,uwelihsinv
997,1027,he/she is leading it by a leash,InfEventful,sk-h,,,,,,,uwelihsinv
997,1027,he/she is leading it by a leash,InfEventful,go,,,,,,,uwelihsin
997,1027,he/she is leading it by a leash,InfEventful,hih-lh,,,,,,,uwelihsinv
997,1027,he/she is leading it by a leash,InfEventful,vnh-vsk[inf4],,,,,,,uwelihsin
997,1027,he/she is leading it by a leash,InfEventful,oh-al,,,,,,,uwelihsinv
997,1027,he/she is leading it by a leash,InfEventful,v-vhs,,,,,,,uwelihsin
1014,1044,he/she is leading him/her by the hand,FullEventful,go,,kohin,tsiyo'in,kohin,uwohin,hiyo'in,uwohin
1014,1044,he/she is leading him/her by the hand,FullEventful,go[pres2],,kohinek,tsiyo'inek,kohin,uwohin,hiyo'in,uwohin
1015,1045,he/she is agreeing with him/her,FullEventful,apl,,kohiyhtan,tsiyo'iyhtan,kohiyhtan,uwohiyhtan,hiyo'iyhta,uwohiyhtan
