corpus_id,entry_no,definition,prediction,class,post_root_morpheme,present,present_1sg,imperfective,perfective,imperative,infinitive
345,352,he/she is smelling it (refers to sniffing),FullEventful,cause[pres2],,alhsvhstih,kalihsvhstih,alhsvhst,ulhsvhst,halhsvhst,ulhsvhst
345,352,he/she is smelling it (refers to sniffing),FullEventful,cause[pres2-perf3],,alhsvhstih,kalihsvhstih,alhsvhst,ulhsvhsth,halhsvhst,ulhsvhst
355,362,they are gathering,FullEventful,cause[perf2],,anatalhihs,otsatalhihs,anatalhihs,unatalhihs,itsatalhihs,unatalhihs
355,362,they are gathering,FullEventful,cause[pres2-perf2],,anatalhihsih,otsatalhihsih,anatalhihs,unatalhihs,itsatalhihs,unatalhihs
356,363,it’s lightning,FullEventful,ih-vh,,anakal,,anakal,unakal,,
356,363,it’s lightning,FullStative,stative,,anakalih,,anakalihsk,unakalvh,,
359,366,they are getting together,FullEventful,hvsk-nh[inf2],,analiko,otsaliko,analiko,unaliko,itsaliko,unalik
361,368,he/she is attempting it,FullEventful,cause,,anelht,kanelht,anelht,unelht,hanelht,unelht
361,368,he/she is attempting it,FullEventful,cause[perf3],,anelht,kanelht,anelht,unelhth,hanelht,unelht
361,368,he/she is attempting it,FullEventful,cause[pres2],,anelhtih,kanelhtih,anelht,unelht,hanelht,unelht
361,368,he/she is attempting it,FullEventful,cause[pres2-perf3],,anelhtih,kanelhtih,anelht,unelhth,hanelht,unelht
362,369,he is getting married,FullEventful,i-a-i,,anelat,kanelat,anelat,unelat,hanelat,unelat
363,370,he/she is remembering him/her,FullEventful,i-a-i,,anhtat,tsiyanvtat,anhtat,unhtat,hiyanvtat,unhtat
365,372,they are standing (refers to a congregation),FullStative,stative-a',,aniton,otsiton,aniton,aniton,,
365,372,they are standing (refers to a congregation),FullStative,stative,,anitona',otsitona',anitona',anitona',,
366,373,they are asleep (refers to more than two),FullStative,stative,,anilhin,otsilhin,anilhin,,,
367,374,they are sitting (refers to a congregation),FullStative,stative,,ani'n,otsi'n,ani'n,ani'n,,
373,380,he/she is setting a trap,FullEventful,vsk,,ahsat,tsihsat,ahsat,uhsat,hihsatv',uhsat
373,380,he/she is setting a trap,FullEventful,vsk[imp2],,ahsat,tsihsat,ahsat,uhsat,hihsat,uhsat
374,381,he/she is lifting him/her,FullEventful,i-vka,,ahsalat,tsihsalat,ahsalat,uhsalat,hihsalat,uhsalat
377,384,he/she is making it crisp,FullEventful,cause,,ahstakayht,tsihstakayht,ahstakayht,uhstakayht,hihstakayht,uhstakayht
377,384,he/she is making it crisp,FullEventful,cause[perf3],,ahstakayht,tsihstakayht,ahstakayht,uhstakayhth,hihstakayht,uhstakayht
377,384,he/she is making it crisp,FullEventful,cause[pres2],,ahstakayhtih,tsihstakayhtih,ahstakayht,uhstakayht,hihstakayht,uhstakayht
377,384,he/she is making it crisp,FullEventful,cause[pres2-perf3],,ahstakayhtih,tsihstakayhtih,ahstakayht,uhstakayhth,hihstakayht,uhstakayht
378,385,it’s becoming crisp,FullEventful,hih-lh,,ahstakayv,,ahstakayv,uhstakayv,,
378,385,it’s becoming crisp,FullStative,stative-h,,ahstakayvhi,,ahstakayvhi,uhstakayvl,,
378,385,it’s becoming crisp,FullStative,stative,,ahstakayvhih,,ahstakayvhih,uhstakayvlh,,
380,387,he/she is drawing a line,FullEventful,hvsk-han,,ahstanvn,tsihstanvn,ahstanvn,uhstanvn,hihstanvn,uhstanvn
381,388,he/she is following him/her,FullEventful,go,,ahstawat,tsihstawat,ahstawat,uhstawat,hihstawat,uhstawat
381,388,he/she is following him/her,FullEventful,go[pres2],,ahstawatek,tsihstawatek,ahstawat,uhstawat,hihstawat,uhstawat
382,389,he/she is helping him/her,FullEventful,ih-vh,,ahstel,tsihstel,ahstel,uhstel,hihstel,uhstel
383,390,he/she is braiding it,FullEventful,oh-ol,,ahstey,tsihstey,ahstey,uhstey,hihstey,uhstey
384,391,he/she is eating it (refers to a long object),FullEventful,i-a-i,,ahstik,tsihstik,ahstik,uhstik,hihstik,uhstik
386,393,he/she is crushing it,FullEventful,o,,ahst,tsihst,ahst,uhst,hihst,uhst
388,395,he/she is trimming it (refers to hair‚ grass‚ hedge; but not paper‚ cloth),FullEventful,apl-active-a,,ahstoy,tsihstoy,ahstoy,uhstoy,hihstoy,uhstoy
390,397,he/she is opening it,FullEventful,rev-i,,ahstu',tsihstu',ahstu',uhstu',hihstu',uhstu'
390,397,he/she is opening it,FullEventful,rev-'i,,ahstu,tsihstu,ahstu,uhstu,hihstu,uhstu
392,399,he/she is sandwiching it,FullEventful,hvsk-han,,ahstvhal,tsihstvhal,ahstvhal,uhstvhal,hihstvhal,uhstvhal
395,402,he/she is showing him/her,FullEventful,apl,,ahseh,tsiyahseh,ahseh,uhseh,hiyahsehi,uhsh
395,402,he/she is showing him/her,FullEventful,apl[imp2],,ahseh,tsiyahseh,ahseh,uhseh,hiyahsehi,uhsh
395,402,he/she is showing him/her,FullEventful,apl[imp3],,ahseh,tsiyahseh,ahseh,uhseh,hiyahseh,uhsh
397,404,he/she is including him/her (refers to in counting),FullEventful,cause,,ahsehst,tsiyahsehst,ahsehst,uhsehst,hiyahsehst,uhsehst
397,404,he/she is including him/her (refers to in counting),FullEventful,cause[perf3],,ahsehst,tsiyahsehst,ahsehst,uhsehsth,hiyahsehst,uhsehst
397,404,he/she is including him/her (refers to in counting),FullEventful,cause[pres2],,ahsehstih,tsiyahsehstih,ahsehst,uhsehst,hiyahsehst,uhsehst
397,404,he/she is including him/her (refers to in counting),FullEventful,cause[pres2-perf3],,ahsehstih,tsiyahsehstih,ahsehst,uhsehsth,hiyahsehst,uhsehst
398,405,he/she is withdrawing (refers to a motion),FullEventful,ih-vh,,ahsehs,kahsehs,ahsehs,uhsehs,hahsehs,uhsehsv
398,405,he/she is withdrawing (refers to a motion),FullEventful,ih-vh[inf2],,ahsehs,kahsehs,ahsehs,uhsehs,hahsehs,uhsehs
400,407,he/she is reprimanding him/her,FullEventful,g-ts[inf3],,ahska,tsihska,ahska,uhska,hihska,uhska
405,412,he/she is committing a crime,FullEventful,g-ts[inf3],,ahskanv,tsihskanv,ahskanv,uhskanv,hihskanv,uhskanv
411,418,he/she is gnawing it,FullEventful,i-a-i,,ahskok,tsihskok,ahskok,uhskok,hihskok,uhskok
412,419,he/she is mourning for him/her,FullEventful,hih-hil,,ahskon,tsihskon,ahskon,uhskon,hihskon,uhskon
413,420,he/she is rubbing him/her,FullEventful,e-a,,ahskoliy,tsiyahskoliy,ahskoliy,uhskoliy,hiyahskoliy,uhskoliy
414,421,he/she is erasing it,FullEventful,i-a-i,,ahskolvt,tsihskolvt,ahskolvt,uhskolvti'i,hihskolvt,uhskolvt
416,423,it’s fading,FullEventful,g-ts[inf3],,ahskolv,,ahskolv,uhskolv,,uhskolv
416,423,it’s fading,FullStative,stative,,ahskolvk,,ahskolvk,uhskolvts,,
416,423,it’s fading,InfEventful,g-ts[inf3],,,,,,,uhskolv
416,423,it’s fading,InfEventful,sg-s-a[inf2],,,,,,,uhskolvy
416,423,it’s fading,InfEventful,sk-h,,,,,,,uhskolvy
416,423,it’s fading,InfEventful,hih-hil,,,,,,,uhskolvy
416,423,it’s fading,InfEventful,oh-al,,,,,,,uhskolvy
417,424,he/she is digging it,FullEventful,sg-s-la,,ahsko,kahsko,ahsko,uhsko,hahsko,uhsko
417,424,he/she is digging it,FullEventful,sg-s-hst,,ahsko,kahsko,ahsko,uhsko,hahskola,uhsko
419,426,he/she is finishing it,FullEventful,i-a-i,,ahskwat,tsihskwat,ahskwat,uhskwat,hihskwat,uhskwat
421,428,he/she is catching him/her (refers to a falling person or object),FullEventful,rev-e,,ahskwalh,tsihskwalh,ahskwalh,uhskwalh,hihskwalh,uhskwalh
423,430,it’s getting shorter,FullEventful,g-ts[inf3],,ahskwalo,tsihskwalo,ahskwalo,uhskwalo,hihskwalo,uhskwalo
424,431,he/she is breaking it (refers to a long object),FullEventful,sg-s-a[inf2],,ahskwal,tsihskwal,ahskwal,uhskwal,hihskwal,uhskwal
425,432,he/she is hitting him/her on the head with it (refers to a long object),FullEventful,ih-il,,ahskwalvn,tsihskwalvn,ahskwalvn,uhskwalvn,hihskwalvn,uhskwalvn
427,434,he/she is amazed,FullEventful,sg-s-hi-hihst,,ahskwaniko,tsihskwaniko,ahskwaniko,uhskwaniko,hihskwaniko,uhskwaniko
427,434,he/she is amazed,FullEventful,sg-s-hst[imp2],,ahskwaniko,tsihskwaniko,ahskwaniko,uhskwaniko,hihskwaniko,uhskwanikohi
427,434,he/she is amazed,FullEventful,sg-s-hst,,ahskwaniko,tsihskwaniko,ahskwaniko,uhskwaniko,hihskwanikohi,uhskwanikohi
429,436,he/she is hitting him/her on the abdomen with it (refers to a long object),FullEventful,ih-il,,ahskwohalvn,tsihskwohalvn,ahskwohalvn,uhskwohalvn,hihskwohalvn,uhskwohalvn
430,437,he/she is placing his/her hand on him/her,FullEventful,i-a-i,,ahsihthat,tsiyahsihthat,ahsihthat,uhsihthat,hiyahsihthat,uhsihthat
431,438,he/she is slapping him/her,FullEventful,ih-il,,ahsihthvn,tsiyahsihthvn,ahsihthvn,uhsihthvn,hiyahsihthvn,uhsihthvn
432,439,he/she is backing up,FullEventful,go,,ahsin,kahsin,ahsin,uhsin,hahsin,uhsin
432,439,he/she is backing up,FullEventful,go[pres2],,ahsinek,kahsinek,ahsin,uhsin,hahsin,uhsin
436,443,he/she is roping him/her,FullEventful,i-a-i,,ahslhat,tsihslhat,ahslhat,uhslhat,hihslhat,uhslhat
437,444,he/she is building a fence,FullEventful,oh-al,,ahsoy,kahsoy,ahsoy,uhsoy,hahsoy,uhsoy
439,446,he/she is waving his/her hand,FullEventful,rev-gi,,ahsolvta,kahsolvta,ahsolvta,uhsolvta,hahsolvta,uhsolvta
439,446,he/she is waving his/her hand,FullEventful,rev-i,,ahsolvtak,kahsolvtak,ahsolvtak,uhsolvtak,hahsolvtak,uhsolvtak
440,447,he/she is pressing down on him/her,FullEventful,cause,,ahsonhst,tsiyahsonhst,ahsonhst,uhsonhst,hiyahsonhst,uhsonhst
440,447,he/she is pressing down on him/her,FullEventful,cause[perf3],,ahsonhst,tsiyahsonhst,ahsonhst,uhsonhsth,hiyahsonhst,uhsonhst
440,447,he/she is pressing down on him/her,FullEventful,cause[pres2],,ahsonhstih,tsiyahsonhstih,ahsonhst,uhsonhst,hiyahsonhst,uhsonhst
440,447,he/she is pressing down on him/her,FullEventful,cause[pres2-perf3],,ahsonhstih,tsiyahsonhstih,ahsonhst,uhsonhsth,hiyahsonhst,uhsonhst
441,448,he/she is wounding him/her,FullEventful,sk-h,,ahsonv,tsihsonv,ahsonv,uhsonvn,hihsonvn,uhsonv
441,448,he/she is wounding him/her,FullEventful,sk-h[imp2],,ahsonv,tsihsonv,ahsonv,uhsonvn,hihsonvna,uhsonv
441,448,he/she is wounding him/her,FullEventful,vnh-vsk[inf4],,ahson,tsihson,ahson,uhson,hihson,uhson
444,451,he/she is fishing,FullEventful,hvsk-nh,,ahsu,kahsu,ahsu,uhsu,hahsu,uhsu
444,451,he/she is fishing,FullEventful,hvsk-nh[inf2],,ahsu,kahsu,ahsu,uhsu,hahsu,uhsu
445,452,he/she is painting it,FullEventful,sg-s-hst,,ahsuwhi,tsihsuwhi,ahsuwhi,uhsuwhi,hihsuwha,uhsuwhi
445,452,he/she is painting it,FullEventful,i-a-ihsk,,ahsuwh,tsihsuwh,ahsuwh,uhsuwh,hihsuwh,uhsuwh
446,453,he/she is changing his/her pants,FullEventful,v-vhs,,ahsula'iy,kahsula'iy,ahsula'iy,uhsula'iy,hahsula'iy,uhsula'iy
447,454,he/she is taking his/her pants off,FullEventful,rev-e,,ahsul,kahsul,ahsul,uhsul,hahsul,uhsul
448,455,he/she is putting his/her pants on,FullEventful,i-vka,,ahsul,kahsul,ahsul,uhsul,hahsul,uhsul
449,456,he/she is quitting,FullEventful,ko-kots,,ahsuli,tsihsuli,ahsuli,uhsuli,hihsuli,uhsuli
452,459,he/she is choosing him/her,FullEventful,rev-e,,ahsuy,tsiyahsuy,ahsuy,uhsuy,hiyahsuy,uhsuy
453,460,he/she is stirring it,FullEventful,apl-active,,ahsuy,kahsuy,ahsuy,uhsuy,hahsuy,uhsuy
453,460,he/she is stirring it,FullEventful,apl-active-a,,ahsuy,kahsuy,ahsuy,uhsuy,hahsuyvl,uhsuye
454,461,he/she is mixing it in,FullEventful,vsk,,ahsuy,kahsuy,ahsuy,uhsuy,hahsuyv',uhsuy
454,461,he/she is mixing it in,FullEventful,vsk[imp2],,ahsuy,kahsuy,ahsuy,uhsuy,hahsuy,uhsuy
455,462,it smells,FullEventful,g-ts,,ahsv,tsihsv,ahsv,,,
455,462,it smells,FullStative,stative-k,,ahsv,tsihsv,ahsv,,,
455,462,it smells,FullStative,stative,,ahsvk,tsihsvk,ahsvk,,,
458,465,he/she is touching him/her,FullEventful,hih-hil,,ahsvn,tsiyahsvn,ahsvn,uhsvn,hiyahsvn,uhsvn
459,466,he/she is drinking it up,FullEventful,sk-h,,ahsvhv,tsihsvhv,ahsvhv,uhsvn,hihsvn,uhsvhv
459,466,he/she is drinking it up,FullEventful,sk-h[imp2],,ahsvhv,tsihsvhv,ahsvhv,uhsvn,hihsvnha,uhsvhv
459,466,he/she is drinking it up,FullEventful,terminative-no-o,,ahsv,tsihsv,ahsv,uhsv,hihsv,uhsv
463,470,he/she is holding his/her breath,FullEventful,cause,,athawhohst,ka'tawhohst,athawhohst,uthawhohst,hathawhohst,uthawhohst
463,470,he/she is holding his/her breath,FullEventful,cause[perf3],,athawhohst,ka'tawhohst,athawhohst,uthawhohsth,hathawhohst,uthawhohst
463,470,he/she is holding his/her breath,FullEventful,cause[pres2],,athawhohstih,ka'tawhohstih,athawhohst,uthawhohst,hathawhohst,uthawhohst
463,470,he/she is holding his/her breath,FullEventful,cause[pres2-perf3],,athawhohstih,ka'tawhohstih,athawhohst,uthawhohsth,hathawhohst,uthawhohst
464,471,he/she is mooring a boat,FullEventful,i-a-i,,athalat,tsithalat,athalat,uthalat,hithalat,uthalat
465,472,he/she is drilling a hole,FullEventful,sg-s-hst,,athale,tsithale,athale,uthale,hithalaka,uthale
467,474,it’s steaming,FullEventful,go,,athanol,,athanol,uthanol,,uthanol
467,474,it’s steaming,FullEventful,go[pres2],,athanolek,,athanol,uthanol,,uthanol
467,474,it’s steaming,FullStative,stative,,athanolek,,athanolek,uthanolvhs,,
467,474,it’s steaming,InfEventful,g-ts,,,,,,,uthanolv
467,474,it’s steaming,InfEventful,sg-s-hst,,,,,,,uthanolv
467,474,it’s steaming,InfEventful,sk-h,,,,,,,uthanolv
467,474,it’s steaming,InfEventful,go,,,,,,,uthanol
467,474,it’s steaming,InfEventful,hih-lh,,,,,,,uthanolv
467,474,it’s steaming,InfEventful,vnh-vsk[inf4],,,,,,,uthanol
467,474,it’s steaming,InfEventful,oh-al,,,,,,,uthanolv
467,474,it’s steaming,InfEventful,v-vhs,,,,,,,uthanol
469,476,it’s exploding,FullEventful,rev-gi,,athahs,,athahs,uthahs,hathahs,uthahs
469,476,it’s exploding,FullEventful,rev-i,,athahsk,,athahsk,uthahsk,hathahsk,uthahsk
470,477,he/she is exploding it,FullEventful,cause,,athahskihst,tsithahskihst,athahskihst,uthahskihst,hathahskihst,uthahskihst
470,477,he/she is exploding it,FullEventful,cause[perf3],,athahskihst,tsithahskihst,athahskihst,uthahskihsth,hathahskihst,uthahskihst
470,477,he/she is exploding it,FullEventful,cause[pres2],,athahskihstih,tsithahskihstih,athahskihst,uthahskihst,hathahskihst,uthahskihst
470,477,he/she is exploding it,FullEventful,cause[pres2-perf3],,athahskihstih,tsithahskihstih,athahskihst,uthahskihsth,hathahskihst,uthahskihst
472,479,he/she is kissing him/her,FullEventful,vsk-post-v,,athaweto,tsitaweto,athaweto,uthaweto,hitaweto,uthaweto
473,480,he/she is combing someone’s hair,FullEventful,o,,athaw,tsithaw,athaw,uthaw,hithaw,uthahs
474,481,he/she is asking for it,FullEventful,hih-lh[imp2],,athayo,tsithayo,athayo,uthayo,hithayo,uthayo
475,482,he/she is joining,FullEventful,i-a-i,,athelat,kate'lat,athelat,uthelat,hathelat,uthelat
477,484,he/she is shaking him/her,FullEventful,episodic[imp2],,athel,tsithel,athel,uthel,hithel,uthel
477,484,he/she is shaking him/her,FullEventful,vnh-vsk,,athelvh,tsithelvh,athelvh,uthel,hithel,uthel
479,486,he/she is leading him/her,FullEventful,go[pres2],,athinh,tsiyathinh,athinh,uthinh,hiyathinh,uthinh
480,487,he/she is arguing,FullEventful,hih-lh,,athiyo,ka'tiyo,athiyo,uthiyo,hathiyo,uthiyo
482,489,he/she is running,FullStative,stative-s,,atl,katitl,atlhi,,,
482,489,he/she is running,FullStative,stative,,atlh,katitlh,atlhihs,,,
483,490,he/she is racing,FullEventful,a,,athohkiy,kathohkiy,athohkiy,uthohkiy,hathohkiy,uthohkiy
486,493,he/she is loaning it to him/her,FullEventful,cause,,atholhst,tsiyatholhst,atholhst,utholhst,hiyatholhst,utholhst
486,493,he/she is loaning it to him/her,FullEventful,cause[perf3],,atholhst,tsiyatholhst,atholhst,utholhsth,hiyatholhst,utholhst
486,493,he/she is loaning it to him/her,FullEventful,cause[pres2],,atholhstih,tsiyatholhstih,atholhst,utholhst,hiyatholhst,utholhst
486,493,he/she is loaning it to him/her,FullEventful,cause[pres2-perf3],,atholhstih,tsiyatholhstih,atholhst,utholhsth,hiyatholhst,utholhst
487,494,he/she is borrowing him/her,FullEventful,sg-s-a,,athol,tsiyathol,athol,uthol,hiyathol,uthol
488,495,it’s flashing (refers to reflected light),FullEventful,sg-s-a[inf2],,athoyaw,,athoyaw,uthoyaw,,uthoyaw
488,495,it’s flashing (refers to reflected light),FullStative,stative,,athoyawhsk,,athoyawhsk,uthoyawhs,,
488,495,it’s flashing (refers to reflected light),InfEventful,sg-s-a[inf2],,,,,,,uthoyaw
488,495,it’s flashing (refers to reflected light),InfEventful,sk-h,,,,,,,uthoyaw
488,495,it’s flashing (refers to reflected light),InfEventful,hih-hil,,,,,,,uthoyaw
488,495,it’s flashing (refers to reflected light),InfEventful,oh-al,,,,,,,uthoyaw
489,496,he/she is taking a bite,FullEventful,rev-e,,atst,katsihst,atst,utst,hatst,utst
490,497,he/she is lying,FullEventful,vsk-post-v,,atsko,katsihsko,atsko,utsko,hatsko,utsko
491,498,he/she is taking a drink (refers to alcoholic beverage),FullEventful,rev-gi,,athu,ka'tu,athu,uthu,hathu,uthu
491,498,he/she is taking a drink (refers to alcoholic beverage),FullEventful,rev-i,,athuk,ka'tuk,athuk,uthuk,hathuk,uthuk
493,500,he/she is promising,FullEventful,cause,,athu'ihst,tsithu'ihst,athu'ihst,uthu'ihst,hithu'ihst,uthu'ihst
493,500,he/she is promising,FullEventful,cause[perf3],,athu'ihst,tsithu'ihst,athu'ihst,uthu'ihsth,hithu'ihst,uthu'ihst
493,500,he/she is promising,FullEventful,cause[pres2],,athu'ihstih,tsithu'ihstih,athu'ihst,uthu'ihst,hithu'ihst,uthu'ihst
493,500,he/she is promising,FullEventful,cause[pres2-perf3],,athu'ihstih,tsithu'ihstih,athu'ihst,uthu'ihsth,hithu'ihst,uthu'ihst
494,501,he/she is listening to him/her,FullEventful,cause,,athvtahst,tsiyathvtahst,athvtahst,uthvtahst,hiyathvtahst,uthvtahst
494,501,he/she is listening to him/her,FullEventful,cause[perf3],,athvtahst,tsiyathvtahst,athvtahst,uthvtahsth,hiyathvtahst,uthvtahst
494,501,he/she is listening to him/her,FullEventful,cause[pres2],,athvtahstih,tsiyathvtahstih,athvtahst,uthvtahst,hiyathvtahst,uthvtahst
494,501,he/she is listening to him/her,FullEventful,cause[pres2-perf3],,athvtahstih,tsiyathvtahstih,athvtahst,uthvtahsth,hiyathvtahst,uthvtahst
495,502,he/she is asking him/her a question,FullEventful,hvsk-nh[inf2],,athvtv,tsiyathvtv,athvtv,uthvtv,hiyathvtv,uthvt
495,502,he/she is asking him/her a question,FullEventful,episodic,,athvt,tsiyathvt,athvt,uthvt,hiyathvt,uthvt
496,503,he/she hears him/her,FullEventful,i-vka,,athvk,tsiyathvk,athvk,uthvk,hiyathvk,uthvk
497,504,he/she is raising him/her,FullEventful,cause,,athvhihst,tsiya'tvhihst,athvhihst,uthvhihst,hiya'tvhihst,uthvhihst
497,504,he/she is raising him/her,FullEventful,cause[perf3],,athvhihst,tsiya'tvhihst,athvhihst,uthvhihsth,hiya'tvhihst,uthvhihst
497,504,he/she is raising him/her,FullEventful,cause[pres2],,athvhihstih,tsiya'tvhihstih,athvhihst,uthvhihst,hiya'tvhihst,uthvhihst
497,504,he/she is raising him/her,FullEventful,cause[pres2-perf3],,athvhihstih,tsiya'tvhihstih,athvhihst,uthvhihsth,hiya'tvhihst,uthvhihst
498,505,he/she is growing,FullEventful,sg-s-hi-hihst,,athv,ka'tv,athv,uthv,hathv,uthv
498,505,he/she is growing,FullEventful,sg-s-hst[imp2],,athv,ka'tv,athv,uthv,hathv,uthvhi
498,505,he/she is growing,FullEventful,sg-s-hst,,athv,ka'tv,athv,uthv,hathvhi,uthvhi
502,509,he/she is inside,FullStative,stative-a',,ay,tsiy,ay,,,
502,509,he/she is inside,FullStative,stative,,aya',tsiya',aya',,,
507,514,he/she is waking up,FullEventful,g-ts,,aye,tsiye,aye,uye,hiye,uye'i
507,514,he/she is waking up,FullEventful,g-ts[inf2],,aye,tsiye,aye,uye,hiye,uye
509,516,he/she is waking him/her up,FullEventful,cause,,aye'ihst,tsiye'ihst,aye'ihst,uye'ihst,hiye'ihst,uye'ihst
509,516,he/she is waking him/her up,FullEventful,cause[perf3],,aye'ihst,tsiye'ihst,aye'ihst,uye'ihsth,hiye'ihst,uye'ihst
509,516,he/she is waking him/her up,FullEventful,cause[pres2],,aye'ihstih,tsiye'ihstih,aye'ihst,uye'ihst,hiye'ihst,uye'ihst
509,516,he/she is waking him/her up,FullEventful,cause[pres2-perf3],,aye'ihstih,tsiye'ihstih,aye'ihst,uye'ihsth,hiye'ihst,uye'ihst
511,518,he/she is putting him/her inside (refers to somewhere large enough to move around in),FullEventful,cause,,ayht,tsiyvt,ayht,uyht,hiyvt,uyht
511,518,he/she is putting him/her inside (refers to somewhere large enough to move around in),FullEventful,cause[perf3],,ayht,tsiyvt,ayht,uyhth,hiyvt,uyht
511,518,he/she is putting him/her inside (refers to somewhere large enough to move around in),FullEventful,cause[pres2],,ayhtih,tsiyvtih,ayht,uyht,hiyvt,uyht
511,518,he/she is putting him/her inside (refers to somewhere large enough to move around in),FullEventful,cause[pres2-perf3],,ayhtih,tsiyvtih,ayht,uyhth,hiyvt,uyht
513,520,he/she is getting it (refers to a long object),FullEventful,ih-vh,,ay,tsiy,ay,uy,hiy,uy
515,522,it’s breaking,FullEventful,g-ts[inf3],,ayo,tsiyo,ayo,uyo,hiyo,uyo
516,523,he/she is shooting him/her,FullEventful,hih-lh[imp2],,ayo,tsiyo,ayo,uyo,hiyo,uyo
517,524,he/she is taking a break,FullEventful,cause,,ayohihst,tsi'yohihst,ayohihst,uyohihst,hiyohihst,uyohihst
517,524,he/she is taking a break,FullEventful,cause[perf3],,ayohihst,tsi'yohihst,ayohihst,uyohihsth,hiyohihst,uyohihst
517,524,he/she is taking a break,FullEventful,cause[pres2],,ayohihstih,tsi'yohihstih,ayohihst,uyohihst,hiyohihst,uyohihst
517,524,he/she is taking a break,FullEventful,cause[pres2-perf3],,ayohihstih,tsi'yohihstih,ayohihst,uyohihsth,hiyohihst,uyohihst
519,526,he/she is whittling it,FullEventful,hvsk-han[inf2],,ayol,tsiyol,ayol,uyol,hiyol,uyol
521,528,he/she is dying (refers to a human),FullEventful,sg-s-hi-hihst,,ayohu,tsiyo'u,ayohu,uyohu,hiyohu,uyohu
521,528,he/she is dying (refers to a human),FullEventful,sg-s-hst[imp2],,ayohu,tsiyo'u,ayohu,uyohu,hiyohu,uyohuhi
521,528,he/she is dying (refers to a human),FullEventful,sg-s-hst,,ayohu,tsiyo'u,ayohu,uyohu,hiyohuhi,uyohuhi
522,529,he/she is breaking it up,FullEventful,cause,,ayol,tsiyol,ayo'ihst,uyo'ihst,hiyo'ihst,uyo'ihst
522,529,he/she is breaking it up,FullEventful,cause[perf3],,ayol,tsiyol,ayo'ihst,uyo'ihsth,hiyo'ihst,uyo'ihst
522,529,he/she is breaking it up,FullEventful,cause[pres2],,ayolih,tsiyolih,ayo'ihst,uyo'ihst,hiyo'ihst,uyo'ihst
522,529,he/she is breaking it up,FullEventful,cause[pres2-perf3],,ayolih,tsiyolih,ayo'ihst,uyo'ihsth,hiyo'ihst,uyo'ihst
523,530,he/she is greeting him/her,FullEventful,ih-il,,ayol,tsiyol,ayol,uyol,hiyol,uyol
524,531,he/she is breaking it,FullEventful,cause,,ayohst,tsiyohst,ayohst,uyohst,hiyohst,uyohst
524,531,he/she is breaking it,FullEventful,cause[perf3],,ayohst,tsiyohst,ayohst,uyohsth,hiyohst,uyohst
524,531,he/she is breaking it,FullEventful,cause[pres2],,ayohstih,tsiyohstih,ayohst,uyohst,hiyohst,uyohst
524,531,he/she is breaking it,FullEventful,cause[pres2-perf3],,ayohstih,tsiyohstih,ayohst,uyohsth,hiyohst,uyohst
526,533,he/she is destroying it,FullEventful,sk-h,,ayohsthanohv,tsiyohsthanohv,ayohsthanohv,uyohsthanon,hiyohsthanon,uyohsthanohv
526,533,he/she is destroying it,FullEventful,sk-h[imp2],,ayohsthanohv,tsiyohsthanohv,ayohsthanohv,uyohsthanon,hiyohsthanonha,uyohsthanohv
526,533,he/she is destroying it,FullEventful,terminative,,ayohsthan,tsiyohsthan,ayohsthan,uyohsthan,hiyohsthan,uyohsthan
526,533,he/she is destroying it,FullEventful,terminative-no-o,,ayohsthano,tsiyohsthano,ayohsthano,uyohsthano,hiyohsthano,uyohsthano
529,536,he/she is entering it,FullEventful,hih-lh[imp2],,ayv,tsiyv,ayv,uyv,hiyv,uyv
530,537,he/she is finding it (refers to a long object),FullEventful,ih-vh,,ayvwhahth,tsiyvwahth,ayvwhahth,uyvwhahth,hiyvwhahth,uyvwhahthv
530,537,he/she is finding it (refers to a long object),FullEventful,ih-vh[inf2],,ayvwhahth,tsiyvwahth,ayvwhahth,uyvwhahth,hiyvwhahth,uyvwhahth
531,538,he/she is taking it somewhere (refers to a long object),FullEventful,ih-vh,,ayvwhit,tsiyvwit,ayvwhit,uyvwhit,hiyvwhit,uyvwhit
539,549,he/she is making an X,FullEventful,cause,,tatanhawhst,tekatanawhst,tatanhawhst,tutanhawhst,thatanhawhst,tsutanhawhst
539,549,he/she is making an X,FullEventful,cause[perf3],,tatanhawhst,tekatanawhst,tatanhawhst,tutanhawhsth,thatanhawhst,tsutanhawhst
539,549,he/she is making an X,FullEventful,cause[pres2],,tatanhawhstih,tekatanawhstih,tatanhawhst,tutanhawhst,thatanhawhst,tsutanhawhst
539,549,he/she is making an X,FullEventful,cause[pres2-perf3],,tatanhawhstih,tekatanawhstih,tatanhawhst,tutanhawhsth,thatanhawhst,tsutanhawhst
541,551,he/she is conjuring,FullEventful,e-aka,,tatanhehs,tekatanehs,tatanhehs,tutanhehs,thatanhehs,tsutanhehs
542,552,he/she is accepting him/her,FullEventful,g-ts,,tatanilv,tetsiyatanilv,tatanilv,tutanilv,thiyatanilv,tsutanilv
543,553,he/she is dodging,FullEventful,cause,,tatanvtihst,tekatanvtihst,tatanvtihst,tutanvtihst,thatanvtihst,tsutanvtihst
543,553,he/she is dodging,FullEventful,cause[perf3],,tatanvtihst,tekatanvtihst,tatanvtihst,tutanvtihsth,thatanvtihst,tsutanvtihst
